"DIRECTORIO","SECUENCIA_P","ORDEN","FEX_C"
8462766,1,2,85.3549075747997
8462766,1,3,85.3549075747997
8377884,1,1,89.5663281232886
8377887,1,1,95.9023595278197
8377887,1,2,95.9023595278197
8377889,1,1,64.2279495727471
8377889,1,2,64.2279495727471
8377890,1,1,134.277178167677
8377890,1,2,134.277178167677
8377890,1,3,134.277178167677
8377890,1,4,134.277178167677
8377891,1,1,64.2279495727471
8377892,1,1,75.6432888299155
8377892,1,2,75.6432888299155
8377893,1,1,161.723062512103
8377893,1,2,161.723062512103
8377893,1,3,161.723062512103
8377893,1,4,161.723062512103
8380502,1,1,150.707639402227
8380502,1,2,150.707639402227
8380502,1,3,150.707639402227
8380504,1,1,46.711236052907
8380506,1,1,87.5577943451913
8380509,1,1,74.9094006972203
8380509,1,2,74.9094006972203
8380510,1,1,90.2083145853057
8380510,1,2,90.2083145853057
8380511,1,1,65.1391477260281
8386132,1,1,149.009158328893
8386132,1,2,149.009158328893
8386132,1,3,149.009158328893
8386133,1,1,201.476051391001
8386134,1,1,267.622147544042
8386134,1,2,267.622147544042
8386134,1,3,267.622147544042
8386134,1,4,267.622147544042
8386134,1,5,267.622147544042
8386135,1,1,202.29823536191
8386135,1,2,202.29823536191
8386135,1,3,202.29823536191
8386136,1,1,173.526761018995
8386136,1,2,173.526761018995
8386136,1,3,173.526761018995
8386137,1,1,140.268415944836
8386137,1,2,140.268415944836
8386137,1,3,140.268415944836
8386138,1,1,196.18586779555
8386138,1,2,196.18586779555
8386138,1,3,196.18586779555
8386138,1,4,196.18586779555
8386139,1,1,267.536136741286
8386139,1,2,267.536136741286
8386139,1,3,267.536136741286
8386139,1,4,267.536136741286
8386139,1,5,267.536136741286
8386140,1,1,201.476051391001
8386141,1,1,118.463081246036
8386141,1,2,118.463081246036
8386141,1,3,118.463081246036
8386142,1,1,105.782434045718
8386142,1,2,105.782434045718
8386142,1,3,105.782434045718
8386142,1,4,105.782434045718
8386143,1,1,81.4239346575351
8386144,1,1,134.317367594
8386145,1,1,122.833807867798
8386145,1,2,122.833807867798
8386145,1,3,122.833807867798
8386145,1,4,122.833807867798
8386146,1,1,109.447242931489
8386147,1,1,109.447242931489
8386148,1,1,68.0029803118318
8386148,1,2,68.0029803118318
8386149,1,1,130.790578530366
8386149,1,2,130.790578530366
8386149,1,3,130.790578530366
8386149,1,4,130.790578530366
8386150,1,1,134.317367594
8389709,1,1,103.000425958678
8389709,1,2,103.000425958678
8389711,1,1,131.060652641876
8389711,1,2,131.060652641876
8389711,1,3,131.060652641876
8389712,1,1,87.5577943451913
8389713,1,1,166.006553290313
8389713,1,2,166.006553290313
8389713,1,3,166.006553290313
8389714,1,1,87.5577943451913
8389715,1,1,87.5577943451913
8392882,1,1,46.711236052907
8392882,1,2,46.711236052907
8392882,1,3,46.711236052907
8392882,1,4,46.711236052907
8392883,1,1,99.9248611246599
8392883,1,2,99.9248611246599
8392883,1,3,99.9248611246599
8392883,1,4,99.9248611246599
8392884,1,1,64.7835539384035
8392884,1,2,64.7835539384035
8392884,1,3,64.7835539384035
8392885,1,1,74.9094006972203
8392885,1,2,74.9094006972203
8392886,1,1,70.2476714257233
8392886,1,2,70.2476714257233
8392887,1,1,130.692827504129
8392887,1,2,130.692827504129
8392887,1,3,130.692827504129
8392887,1,4,130.692827504129
8392888,1,1,79.5174235368793
8392888,1,2,79.5174235368793
8392888,1,3,79.5174235368793
8392889,1,1,65.1391477260281
8392890,1,1,102.792164803703
8392891,1,1,97.7665454342022
8392891,1,2,97.7665454342022
8392891,1,3,97.7665454342022
8392891,1,4,97.7665454342022
8392892,1,1,65.1391477260281
8392893,1,1,95.3168382850009
8392893,1,2,95.3168382850009
8392893,1,3,95.3168382850009
8392894,1,1,183.191637627124
8392894,1,2,183.191637627124
8392894,1,3,183.191637627124
8392894,1,4,183.191637627124
8392894,1,5,183.191637627124
8392894,1,6,183.191637627124
8392895,1,1,90.2083145853057
8392895,1,2,90.2083145853057
8392896,1,1,142.731812023489
8392896,1,2,142.731812023489
8392896,1,3,142.731812023489
8392896,1,4,142.731812023489
8392896,1,5,142.731812023489
8392897,1,1,107.4538940752
8392898,1,1,107.892392193019
8392898,1,2,107.892392193019
8392898,1,3,107.892392193019
8392899,1,1,140.937386431035
8392899,1,2,140.937386431035
8392900,1,1,132.91568662416
8392900,1,2,132.91568662416
8392900,1,3,132.91568662416
8392900,1,4,132.91568662416
8398138,1,1,145.184901724452
8398138,1,2,145.184901724452
8406928,1,1,69.0701818504845
8406928,1,2,69.0701818504845
8406928,1,3,69.0701818504845
8406929,1,1,74.8556942653823
8406929,1,2,74.8556942653823
8406929,1,3,74.8556942653823
8432971,1,1,112.429540217847
8432972,1,1,59.9800718109806
8432973,1,1,96.5841407619794
8432974,1,1,85.1837340108501
8432974,1,2,85.1837340108501
8432974,1,3,85.1837340108501
8432975,1,1,71.8340158933887
8432975,1,2,71.8340158933887
8432975,1,3,71.8340158933887
8432975,1,4,71.8340158933887
8432977,1,1,41.9860502676864
8432977,1,2,41.9860502676864
8432978,1,1,58.5498428626802
8432979,1,1,167.944201070746
8432979,1,2,167.944201070746
8432979,1,3,167.944201070746
8432979,1,4,167.944201070746
8432979,1,5,167.944201070746
8432980,1,1,55.1066909763384
8432980,1,2,55.1066909763384
8432981,1,1,209.930251338432
8432981,1,2,209.930251338432
8432981,1,3,209.930251338432
8432981,1,4,209.930251338432
8432981,1,5,209.930251338432
8432981,1,6,209.930251338432
8432981,1,7,209.930251338432
8432981,1,8,209.930251338432
8432982,1,1,106.479667513563
8432982,1,2,106.479667513563
8432982,1,3,106.479667513563
8432983,1,1,95.0817612330202
8432983,1,2,95.0817612330202
8432983,1,3,95.0817612330202
8432983,1,4,95.0817612330202
8447496,1,1,137.977343945685
8447497,1,1,180.972187278682
8447497,1,2,180.972187278682
8447498,1,1,155.377199971624
8447498,1,2,155.377199971624
8447498,1,3,155.377199971624
8447498,1,4,155.377199971624
8447498,1,5,155.377199971624
8447498,1,6,155.377199971624
8447498,1,7,155.377199971624
8447499,1,1,58.5498428626802
8447500,1,1,123.750367607445
8447500,1,2,123.750367607445
8447500,1,3,123.750367607445
8447501,1,1,63.8700302026816
8447501,1,2,63.8700302026816
8453130,1,1,70.6404287575488
8453130,1,2,70.6404287575488
8453131,1,1,71.4324180144457
8453131,1,2,71.4324180144457
8453131,1,3,71.4324180144457
8453132,1,1,44.7090211418771
8453132,1,2,44.7090211418771
8453134,1,1,58.5498428626802
8453135,1,1,41.9860502676864
8453136,1,1,41.9860502676864
8453136,1,2,41.9860502676864
8453137,1,1,165.157243426323
8453137,1,2,165.157243426323
8453137,1,3,165.157243426323
8453138,1,1,112.429540217847
8453139,1,1,70.2830039690089
8453139,1,2,70.2830039690089
8453139,1,3,70.2830039690089
8453140,1,1,76.3096874964059
8453140,1,2,76.3096874964059
8453140,1,3,76.3096874964059
8453140,1,4,76.3096874964059
8453141,1,1,138.81026439075
8453141,1,2,138.81026439075
8453141,1,3,138.81026439075
8453141,1,4,138.81026439075
8453142,1,1,209.930251338432
8453142,1,2,209.930251338432
8453142,1,3,209.930251338432
8453142,1,4,209.930251338432
8453143,1,1,106.561158428062
8453143,1,2,106.561158428062
8453143,1,3,106.561158428062
8453143,1,4,106.561158428062
8453143,1,5,106.561158428062
8453143,1,6,106.561158428062
8453148,1,1,89.3420626354993
8453148,1,2,89.3420626354993
8453148,1,3,89.3420626354993
8456087,1,1,83.2924370305096
8456087,1,2,83.2924370305096
8456089,1,1,41.9860502676864
8456090,1,1,117.472284805295
8456090,1,2,117.472284805295
8456090,1,3,117.472284805295
8456090,1,4,117.472284805295
8456092,1,1,87.9534335983606
8456092,1,2,87.9534335983606
8456092,1,3,87.9534335983606
8456092,1,4,87.9534335983606
8456093,1,1,103.294640075147
8456094,1,1,126.766684750098
8456095,1,1,195.897186269565
8456095,1,2,195.897186269565
8456095,1,3,195.897186269565
8456096,1,1,158.872771241593
8456096,1,2,158.872771241593
8456096,1,3,158.872771241593
8456096,1,4,158.872771241593
8456096,1,5,158.872771241593
8456096,1,6,158.872771241593
8456096,1,7,158.872771241593
8456097,1,1,171.846193837625
8456097,1,2,171.846193837625
8456097,1,3,171.846193837625
8456097,1,4,171.846193837625
8456097,1,5,171.846193837625
8456097,1,6,171.846193837625
8456097,1,7,171.846193837625
8456099,1,1,120.730175952474
8461749,1,1,78.7006781524928
8461750,1,1,167.944201070746
8461750,1,2,167.944201070746
8461750,1,3,167.944201070746
8461750,1,4,167.944201070746
8461750,1,5,167.944201070746
8461750,1,6,167.944201070746
8461751,1,1,167.944201070746
8461751,1,2,167.944201070746
8461751,1,3,167.944201070746
8461751,1,4,167.944201070746
8461751,1,5,167.944201070746
8461751,1,6,167.944201070746
8461751,1,7,167.944201070746
8461751,1,8,167.944201070746
8461751,1,9,167.944201070746
8461752,1,1,95.0302211155781
8461752,1,2,95.0302211155781
8461752,1,3,95.0302211155781
8461752,1,4,95.0302211155781
8461753,1,1,120.730175952474
8461754,1,1,115.492474703632
8461760,1,1,76.0241768924625
8461760,1,2,76.0241768924625
8461760,1,3,76.0241768924625
8461760,1,4,76.0241768924625
8461761,1,1,163.022818619135
8461761,1,2,163.022818619135
8461761,1,3,163.022818619135
8461761,1,4,163.022818619135
8461761,1,5,163.022818619135
8461761,1,6,163.022818619135
8461761,1,7,163.022818619135
8461762,1,1,44.7090211418771
8461762,1,2,44.7090211418771
8461766,1,1,167.944201070746
8461766,1,2,167.944201070746
8461766,1,3,167.944201070746
8461766,1,4,167.944201070746
8461767,1,1,107.799434072252
8461767,1,2,107.799434072252
8461767,1,3,107.799434072252
8461767,1,4,107.799434072252
8461768,1,1,167.944201070746
8461768,1,2,167.944201070746
8461768,1,3,167.944201070746
8461768,1,4,167.944201070746
8461768,1,5,167.944201070746
8461768,1,6,167.944201070746
8461768,1,7,167.944201070746
8461768,1,8,167.944201070746
8461768,1,9,167.944201070746
8461768,1,10,167.944201070746
8461768,1,11,167.944201070746
8461769,1,1,167.944201070746
8461769,1,2,167.944201070746
8461769,1,3,167.944201070746
8461769,1,4,167.944201070746
8461769,1,5,167.944201070746
8461769,1,6,167.944201070746
8461769,1,7,167.944201070746
8461769,1,8,167.944201070746
8461769,1,9,167.944201070746
8461769,1,10,167.944201070746
8461769,1,11,167.944201070746
8461770,1,1,167.944201070746
8461770,1,2,167.944201070746
8461770,1,3,167.944201070746
8461770,1,4,167.944201070746
8461770,1,5,167.944201070746
8461770,1,6,167.944201070746
8461770,1,7,167.944201070746
8461770,1,8,167.944201070746
8461770,1,9,167.944201070746
8461770,1,10,167.944201070746
8461771,1,1,132.926428286037
8461771,1,2,132.926428286037
8461771,1,3,132.926428286037
8461771,1,4,132.926428286037
8461771,1,5,132.926428286037
8461771,1,6,132.926428286037
8461772,1,1,167.944201070746
8461772,1,2,167.944201070746
8461772,1,3,167.944201070746
8461772,1,4,167.944201070746
8461772,1,5,167.944201070746
8461772,1,6,167.944201070746
8461772,1,7,167.944201070746
8461772,1,8,167.944201070746
8461772,1,9,167.944201070746
8461772,1,10,167.944201070746
8461813,1,1,47.3713509989141
8461813,1,2,47.3713509989141
8461813,1,3,47.3713509989141
8461814,1,1,111.335084367618
8461814,1,2,111.335084367618
8461814,1,3,111.335084367618
8461814,1,4,111.335084367618
8461815,1,1,55.4436691166097
8461816,1,1,44.1365128009163
8461816,1,2,44.1365128009163
8461817,1,1,41.2476511094093
8461818,1,1,89.2448910788628
8461818,1,2,89.2448910788628
8461819,1,1,60.0109029996365
8461819,1,2,60.0109029996365
8461819,1,3,60.0109029996365
8461820,1,1,55.4436691166097
8461821,1,1,62.1210949700756
8461821,1,2,62.1210949700756
8461821,1,3,62.1210949700756
8461821,1,4,62.1210949700756
8461821,1,5,62.1210949700756
8461822,1,1,55.4436691166097
8461823,1,1,103.0840643004
8461823,1,2,103.0840643004
8461823,1,3,103.0840643004
8461823,1,4,103.0840643004
8461824,1,1,29.5786609874493
8461824,1,2,29.5786609874493
8461824,1,3,29.5786609874493
8461825,1,1,29.5786609874493
8461825,1,2,29.5786609874493
8461825,1,3,29.5786609874493
8461826,1,1,68.3200180827505
8461826,1,2,68.3200180827505
8461826,1,3,68.3200180827505
8461827,1,1,55.4436691166097
8461828,1,1,44.1365128009163
8461828,1,2,44.1365128009163
8461829,1,1,52.4165803760822
8461829,1,2,52.4165803760822
8461830,1,1,44.1365128009163
8461830,1,2,44.1365128009163
8461831,1,1,68.0423506890661
8461832,1,1,55.4436691166097
8464933,1,1,44.3549352932878
8464934,1,1,54.4338805512529
8464935,1,1,44.3549352932878
8464936,1,1,27.8685800952321
8464936,1,2,27.8685800952321
8464937,1,1,44.3549352932878
8464938,1,1,54.4338805512529
8464939,1,1,32.9981208875274
8464940,1,1,44.3549352932878
8464941,1,1,54.4338805512529
8464942,1,1,54.4338805512529
8467067,1,1,61.8714766641139
8467068,1,1,133.867336618294
8467068,1,2,133.867336618294
8467069,1,1,66.2047692013744
8467069,1,2,66.2047692013744
8467070,1,1,66.2483404632965
8467070,1,2,66.2483404632965
8467071,1,1,167.002626551428
8467071,1,2,167.002626551428
8467071,1,3,167.002626551428
8467071,1,4,167.002626551428
8467072,1,1,61.8714766641139
8467073,1,1,66.2047692013744
8467073,1,2,66.2047692013744
8467074,1,1,121.490806517467
8467074,1,2,121.490806517467
8467075,1,1,75.4849025745053
8467075,1,2,75.4849025745053
8467075,1,3,75.4849025745053
8467076,1,1,145.34596307747
8467076,1,2,145.34596307747
8467076,1,3,145.34596307747
8469616,1,1,44.3549352932878
8469617,1,1,54.4338805512529
8469618,1,1,53.0046028780959
8469618,1,2,53.0046028780959
8469618,1,3,53.0046028780959
8469618,1,4,53.0046028780959
8469619,1,1,46.8826687665356
8469619,1,2,46.8826687665356
8469619,1,3,46.8826687665356
8469620,1,1,65.6576390243552
8469620,1,2,65.6576390243552
8469620,1,3,65.6576390243552
8469620,1,4,65.6576390243552
8469620,1,5,65.6576390243552
8469621,1,1,54.632776459842
8469621,1,2,54.632776459842
8469621,1,3,54.632776459842
8469622,1,1,32.9981208875274
8469623,1,1,27.5591025474266
8469623,1,2,27.5591025474266
8469624,1,1,64.795096809316
8469624,1,2,64.795096809316
8469625,1,1,35.5859914459257
8469625,1,2,35.5859914459257
8469626,1,1,42.8697232711595
8469626,1,2,42.8697232711595
8469626,1,3,42.8697232711595
8469626,1,4,42.8697232711595
8469627,1,1,45.4343558231993
8469627,1,2,45.4343558231993
8469627,1,3,45.4343558231993
8469627,1,4,45.4343558231993
8469627,1,5,45.4343558231993
8469628,1,1,32.9981208875274
8469629,1,1,77.4946089682922
8469629,1,2,77.4946089682922
8469629,1,3,77.4946089682922
8469630,1,1,27.5591025474266
8469630,1,2,27.5591025474266
8469631,1,1,44.3549352932878
8469632,1,1,27.5591025474266
8469632,1,2,27.5591025474266
8469634,1,1,76.34531732876
8469634,1,2,76.34531732876
8469634,1,3,76.34531732876
8469635,1,1,54.632776459842
8469635,1,2,54.632776459842
8469635,1,3,54.632776459842
8478086,1,1,213.386235098188
8478086,1,2,213.386235098188
8478086,1,3,213.386235098188
8478086,1,4,213.386235098188
8478086,1,5,213.386235098188
8478086,1,6,213.386235098188
8478087,1,1,201.859965259506
8478087,1,2,201.859965259506
8478087,1,3,201.859965259506
8478087,1,4,201.859965259506
8478087,1,5,201.859965259506
8478088,1,1,110.351960318588
8478088,1,2,110.351960318588
8478088,1,3,110.351960318588
8478088,1,4,110.351960318588
8478088,1,5,110.351960318588
8478089,1,1,71.981536003779
8478089,1,2,71.981536003779
8478089,1,3,71.981536003779
8478090,1,1,78.7006781524928
8478091,1,1,101.175899639996
8478091,1,2,101.175899639996
8478092,1,1,92.4272656151479
8478092,1,2,92.4272656151479
8478092,1,3,92.4272656151479
8478092,1,4,92.4272656151479
8478092,1,5,92.4272656151479
8478093,1,1,96.5841407619794
8478094,1,1,49.4483001302842
8478094,1,2,49.4483001302842
8478095,1,1,123.196765957447
8478095,1,2,123.196765957447
8478095,1,3,123.196765957447
8478095,1,4,123.196765957447
8478095,1,5,123.196765957447
8478096,1,1,98.375847690616
8478097,1,1,73.1873035783502
8478098,1,1,98.375847690616
8478099,1,1,61.1239776761886
8478099,1,2,61.1239776761886
8478100,1,1,132.148711683272
8478100,1,2,132.148711683272
8478100,1,3,132.148711683272
8478100,1,4,132.148711683272
8478101,1,1,61.1239776761886
8478101,1,2,61.1239776761886
8478102,1,1,142.027481854163
8478102,1,2,142.027481854163
8478102,1,3,142.027481854163
8478102,1,4,142.027481854163
8478102,1,5,142.027481854163
8478102,1,6,142.027481854163
8478102,1,7,142.027481854163
8478102,1,8,142.027481854163
8478103,1,1,167.944201070746
8478103,1,2,167.944201070746
8478103,1,3,167.944201070746
8478103,1,4,167.944201070746
8478103,1,5,167.944201070746
8478103,1,6,167.944201070746
8478103,1,7,167.944201070746
8478104,1,1,167.944201070746
8478104,1,2,167.944201070746
8478104,1,3,167.944201070746
8478104,1,4,167.944201070746
8478104,1,5,167.944201070746
8478105,1,1,114.943719196605
8478105,1,2,114.943719196605
8478105,1,3,114.943719196605
8478105,1,4,114.943719196605
8478105,1,5,114.943719196605
8478105,1,6,114.943719196605
8478106,1,1,167.944201070746
8478106,1,2,167.944201070746
8478106,1,3,167.944201070746
8478106,1,4,167.944201070746
8478106,1,5,167.944201070746
8478106,1,6,167.944201070746
8478106,1,7,167.944201070746
8478106,1,8,167.944201070746
8478106,1,9,167.944201070746
8478107,1,1,167.944201070746
8478107,1,2,167.944201070746
8478107,1,3,167.944201070746
8478107,1,4,167.944201070746
8478107,1,5,167.944201070746
8478107,1,6,167.944201070746
8478107,1,7,167.944201070746
8478107,1,8,167.944201070746
8478107,1,9,167.944201070746
8478107,1,10,167.944201070746
8478107,1,11,167.944201070746
8478107,1,12,167.944201070746
8478108,1,1,149.213766968572
8478108,1,2,149.213766968572
8478108,1,3,149.213766968572
8478109,1,1,94.048118075848
8478109,1,2,94.048118075848
8478109,1,3,94.048118075848
8478109,1,4,94.048118075848
8478110,1,1,105.760201440571
8478110,1,2,105.760201440571
8478110,1,3,105.760201440571
8478110,1,4,105.760201440571
8478111,1,1,85.2249661048038
8478111,1,2,85.2249661048038
8478111,1,3,85.2249661048038
8478112,1,1,116.498889761435
8478112,1,2,116.498889761435
8478112,1,3,116.498889761435
8478112,1,4,116.498889761435
8478112,1,5,116.498889761435
8478113,1,1,76.1646554663614
8478113,1,2,76.1646554663614
8478113,1,3,76.1646554663614
8478113,1,4,76.1646554663614
8478114,1,1,117.472284805295
8478114,1,2,117.472284805295
8478114,1,3,117.472284805295
8478114,1,4,117.472284805295
8478115,1,1,94.0068859818943
8478115,1,2,94.0068859818943
8478115,1,3,94.0068859818943
8478115,1,4,94.0068859818943
8478116,1,1,167.944201070746
8478116,1,2,167.944201070746
8478116,1,3,167.944201070746
8478116,1,4,167.944201070746
8478116,1,5,167.944201070746
8478116,1,6,167.944201070746
8478116,1,7,167.944201070746
8478116,1,8,167.944201070746
8478116,1,9,167.944201070746
8478116,1,10,167.944201070746
8478117,1,1,167.944201070746
8478117,1,2,167.944201070746
8478117,1,3,167.944201070746
8478117,1,4,167.944201070746
8478117,1,5,167.944201070746
8478117,1,6,167.944201070746
8478117,1,7,167.944201070746
8478118,1,1,137.501683603849
8478118,1,2,137.501683603849
8478118,1,3,137.501683603849
8485350,1,1,167.944201070746
8485350,1,2,167.944201070746
8485350,1,3,167.944201070746
8485350,1,4,167.944201070746
8485350,1,5,167.944201070746
8485350,1,6,167.944201070746
8485350,1,7,167.944201070746
8485350,1,8,167.944201070746
8485350,1,9,167.944201070746
8485350,1,10,167.944201070746
8485350,1,11,167.944201070746
8485350,1,12,167.944201070746
8485351,1,1,128.33466940802
8485351,1,2,128.33466940802
8485351,1,3,128.33466940802
8485351,1,4,128.33466940802
8485351,1,5,128.33466940802
8485352,1,1,167.944201070746
8485352,1,2,167.944201070746
8485352,1,3,167.944201070746
8485352,1,4,167.944201070746
8485352,1,5,167.944201070746
8485352,1,6,167.944201070746
8485352,1,7,167.944201070746
8485353,1,1,23.6629287899595
8485353,1,2,23.6629287899595
8485353,1,3,23.6629287899595
8486111,1,1,58.2302200073747
8486111,1,2,58.2302200073747
8486111,1,3,58.2302200073747
8486493,1,1,48.8991821409509
8486493,1,2,48.8991821409509
8486995,1,1,69.9657351032439
8486995,1,2,69.9657351032439
8486995,1,3,69.9657351032439
8486995,1,4,69.9657351032439
8377915,1,1,109.074540046038
8377916,1,1,277.975519743157
8377916,1,2,277.975519743157
8377916,1,3,277.975519743157
8377917,1,1,260.91186199677
8377917,1,2,260.91186199677
8377917,1,3,260.91186199677
8377917,1,4,260.91186199677
8377919,1,1,70.395546898984
8377919,1,2,70.395546898984
8377920,1,1,165.532942711644
8377920,1,2,165.532942711644
8377920,1,3,165.532942711644
8377920,1,4,165.532942711644
8377920,1,5,165.532942711644
8377920,1,6,165.532942711644
8377920,1,7,165.532942711644
8377921,1,1,70.395546898984
8377921,1,2,70.395546898984
8377921,1,3,70.395546898984
8377921,1,4,70.395546898984
8377921,1,5,70.395546898984
8377921,1,6,70.395546898984
8377921,1,7,70.395546898984
8377921,1,8,70.395546898984
8377921,1,9,70.395546898984
8377922,1,1,70.395546898984
8377922,1,2,70.395546898984
8377922,1,3,70.395546898984
8377923,1,1,119.766543896934
8377923,1,2,119.766543896934
8377923,1,3,119.766543896934
8377924,1,1,154.969598095311
8377924,1,2,154.969598095311
8377924,1,3,154.969598095311
8377925,1,1,179.929957353816
8380545,1,1,146.614232439999
8380546,1,1,70.395546898984
8380546,1,2,70.395546898984
8380546,1,3,70.395546898984
8380546,1,4,70.395546898984
8380546,1,5,70.395546898984
8380547,1,1,175.051887021975
8380547,1,2,175.051887021975
8380547,1,3,175.051887021975
8380547,1,4,175.051887021975
8380548,1,1,72.9960383385023
8380549,1,1,86.5077049669829
8380549,1,2,86.5077049669829
8380549,1,3,86.5077049669829
8380549,1,4,86.5077049669829
8380549,1,5,86.5077049669829
8380549,1,6,86.5077049669829
8380550,1,1,52.3454066684753
8380550,1,2,52.3454066684753
8380550,1,3,52.3454066684753
8380550,1,4,52.3454066684753
8380550,1,5,52.3454066684753
8380551,1,1,126.139362429632
8380551,1,2,126.139362429632
8380552,1,1,52.3454066684753
8380552,1,2,52.3454066684753
8380552,1,3,52.3454066684753
8380553,1,1,72.4136356510438
8380553,1,2,72.4136356510438
8380553,1,3,72.4136356510438
8380553,1,4,72.4136356510438
8380554,1,1,112.037685557045
8380554,1,2,112.037685557045
8380554,1,3,112.037685557045
8380555,1,1,180.325647780901
8380555,1,2,180.325647780901
8380555,1,3,180.325647780901
8380555,1,4,180.325647780901
8380555,1,5,180.325647780901
8380555,1,6,180.325647780901
8383531,1,1,108.570083942975
8383531,1,2,108.570083942975
8383531,1,3,108.570083942975
8383531,1,4,108.570083942975
8383531,1,5,108.570083942975
8383532,1,1,75.7027627087796
8383532,1,2,75.7027627087796
8383532,1,3,75.7027627087796
8383533,1,1,142.822568552167
8383533,1,2,142.822568552167
8383533,1,3,142.822568552167
8383534,1,1,197.0243601569
8383534,1,2,197.0243601569
8383534,1,3,197.0243601569
8383534,1,4,197.0243601569
8383535,1,1,117.150109007014
8383535,1,2,117.150109007014
8383535,1,3,117.150109007014
8383535,1,4,117.150109007014
8386171,1,1,100.157251491702
8386171,1,2,100.157251491702
8386171,1,3,100.157251491702
8386171,1,4,100.157251491702
8386171,1,5,100.157251491702
8386171,1,6,100.157251491702
8386171,1,7,100.157251491702
8386172,1,1,78.1084617884711
8386172,1,2,78.1084617884711
8386173,1,1,84.4497978854395
8386174,1,1,45.0531500153498
8386174,1,2,45.0531500153498
8386174,1,3,45.0531500153498
8386175,1,1,125.097673988989
8386175,1,2,125.097673988989
8386175,1,3,125.097673988989
8386175,1,4,125.097673988989
8386175,1,5,125.097673988989
8386176,1,1,45.0531500153498
8386176,1,2,45.0531500153498
8386176,1,3,45.0531500153498
8386176,1,4,45.0531500153498
8386176,1,5,45.0531500153498
8386177,1,1,103.639655435798
8386178,1,1,66.0846061840053
8386178,1,2,66.0846061840053
8386178,1,3,66.0846061840053
8386178,1,4,66.0846061840053
8386178,2,1,66.0846061840053
8386178,2,2,66.0846061840053
8386178,2,3,66.0846061840053
8386179,1,1,32.8512552195259
8386179,1,2,32.8512552195259
8386180,1,1,38.6899629137512
8386180,1,2,38.6899629137512
8386181,1,1,86.3300602610448
8386182,1,1,75.5705820886027
8386183,1,1,93.2013208192632
8386183,1,2,93.2013208192632
8386184,1,1,132.790387300703
8386184,1,2,132.790387300703
8386184,1,3,132.790387300703
8389738,1,1,52.3454066684753
8389738,1,2,52.3454066684753
8389738,1,3,52.3454066684753
8389738,1,4,52.3454066684753
8389738,1,5,52.3454066684753
8389739,1,1,84.4497978854395
8389740,1,1,91.4506879902424
8389740,1,2,91.4506879902424
8389740,1,3,91.4506879902424
8389741,1,1,100.829886924658
8389741,1,2,100.829886924658
8389741,1,3,100.829886924658
8389741,1,4,100.829886924658
8389742,1,1,54.4566337192149
8389742,1,2,54.4566337192149
8389743,1,1,37.5442916794581
8389743,1,2,37.5442916794581
8389743,1,3,37.5442916794581
8389744,1,1,70.3748315711996
8389745,1,1,37.5442916794581
8389746,1,1,43.7260743861814
8389746,1,2,43.7260743861814
8389747,1,1,44.2171004728585
8389747,1,2,44.2171004728585
8389748,1,1,94.9739718955834
8389748,1,2,94.9739718955834
8389748,1,3,94.9739718955834
8389748,1,4,94.9739718955834
8389749,1,1,44.2171004728585
8389749,1,2,44.2171004728585
8389750,1,1,70.3748315711996
8389751,1,1,70.3748315711996
8389752,1,1,44.2171004728585
8389752,1,2,44.2171004728585
8398184,1,1,91.0959883045447
8398184,1,2,91.0959883045447
8398185,1,1,86.7715592229248
8398185,1,2,86.7715592229248
8398186,1,1,157.936835564973
8398186,1,2,157.936835564973
8413824,1,1,166.248089324885
8413824,1,2,166.248089324885
8413824,1,3,166.248089324885
8413825,1,1,57.3904726318631
8413825,1,2,57.3904726318631
8413826,1,1,58.0349443706267
8413826,1,2,58.0349443706267
8413827,1,1,110.379472829466
8413827,1,2,110.379472829466
8413827,1,3,110.379472829466
8413827,1,4,110.379472829466
8413828,1,1,49.2768828292888
8413828,1,2,49.2768828292888
8413828,1,3,49.2768828292888
8413829,1,1,89.2740856091035
8413829,1,2,89.2740856091035
8413829,1,3,89.2740856091035
8413829,1,4,89.2740856091035
8413830,1,1,57.3904726318631
8413830,1,2,57.3904726318631
8413831,1,1,73.5296898905263
8413831,1,2,73.5296898905263
8413832,1,1,58.0349443706267
8413832,1,2,58.0349443706267
8413833,1,1,58.0349443706267
8413833,1,2,58.0349443706267
8413834,1,1,184.239855784934
8413834,1,2,184.239855784934
8413834,1,3,184.239855784934
8413834,1,4,184.239855784934
8413834,1,5,184.239855784934
8413835,1,1,141.891212133118
8413835,1,2,141.891212133118
8413835,1,3,141.891212133118
8413835,1,4,141.891212133118
8413836,1,1,101.493473109144
8413836,1,2,101.493473109144
8413836,1,3,101.493473109144
8413837,1,1,173.529973204993
8413837,1,2,173.529973204993
8413838,1,1,107.817978138552
8413838,1,2,107.817978138552
8413838,1,3,107.817978138552
8413839,1,1,152.711909224848
8413839,1,2,152.711909224848
8413840,1,1,132.043644944931
8413840,1,2,132.043644944931
8413841,1,1,107.817978138552
8413841,1,2,107.817978138552
8413841,1,3,107.817978138552
8413842,1,1,114.748643123565
8413842,1,2,114.748643123565
8413842,1,3,114.748643123565
8413842,1,4,114.748643123565
8413843,1,1,209.97544561965
8413843,1,2,209.97544561965
8413843,1,3,209.97544561965
8413843,1,4,209.97544561965
8413843,1,5,209.97544561965
8413843,1,6,209.97544561965
8416321,1,1,95.1209015550658
