DIRECTORIO,SECUENCIA_P,ORDEN,es_desplazado,es_victima,fex_c_victi
8480721,1,2,1,1,24.762436635
8480722,1,1,1,1,24.762436635
8480723,1,1,1,1,24.762436635
8480725,1,1,1,1,24.762436635
8480727,1,1,1,1,170.86081278
8480727,1,3,1,1,170.86081278
8480727,1,4,1,1,170.86081278
8480728,1,1,1,1,24.762436635
8480729,1,2,1,1,24.762436635
8480736,1,2,1,1,107.59562836
8480746,1,1,1,1,5.9266731298
8480757,1,1,1,1,15.249031325
8480757,1,2,1,1,15.249031325
8480757,1,3,1,1,15.249031325
8480757,1,4,1,1,15.249031325
8480758,1,1,1,1,15.687040334
8480758,1,2,1,1,15.687040334
8480758,1,3,1,1,15.687040334
8480758,1,4,1,1,15.687040334
8480758,1,5,1,1,15.687040334
8480760,1,1,1,1,14.361375358
8480760,1,2,1,1,14.361375358
8480760,1,3,1,1,14.361375358
8480760,1,4,1,1,14.361375358
8480760,1,6,1,1,14.361375358
8480760,1,7,1,1,14.361375358
8480768,1,1,1,1,12.730921031
8480768,1,2,1,1,12.730921031
8480768,1,4,1,1,12.730921031
8480771,1,2,1,1,10.307896633
8480772,1,1,1,1,10.22207586
8480772,1,2,1,1,10.22207586
8480772,1,3,1,1,10.22207586
8480784,1,3,1,1,8.4401700681
8480788,1,1,1,1,9.2654891608
8480788,1,2,1,1,9.2654891608
8480788,1,3,1,1,9.2654891608
8480788,1,4,1,1,9.2654891608
8480788,1,8,1,1,9.2654891608
8480791,1,1,1,1,5.1092055361
8480791,1,2,1,1,5.1092055361
8480795,1,1,1,1,6.2246872999
8480795,1,2,1,1,6.2246872999
8480795,1,3,1,1,6.2246872999
8480795,1,4,1,1,6.2246872999
8480796,1,1,1,1,13.213993756
8480813,1,1,1,1,7.3082228115
8480813,1,2,1,1,7.3082228115
8480813,1,3,1,1,7.3082228115
8480813,1,4,1,1,7.3082228115
8480813,1,5,1,1,7.3082228115
8480818,1,2,1,1,15.128677436
8480826,1,1,1,1,14.823936075
8480826,1,2,1,1,14.823936075
8480826,1,4,1,1,14.823936075
8480826,1,6,1,1,14.823936075
8480826,1,7,1,1,14.823936075
8480826,2,2,1,1,14.823936075
8480827,1,1,1,1,4.9188515158
8480828,1,1,1,1,6.7830819609
8480828,1,2,1,1,6.7830819609
8480828,1,3,1,1,6.7830819609
8480828,1,4,1,1,6.7830819609
8480830,1,1,1,1,5.0030784253
8480830,1,2,1,1,5.0030784253
8480830,1,3,1,1,5.0030784253
8480909,1,1,1,1,17.35316765
8480909,1,3,1,1,17.35316765
8480917,1,1,1,1,9.296292471
8480917,1,2,1,1,9.296292471
8480917,1,3,1,1,9.296292471
8480917,1,4,1,1,9.296292471
8480920,1,1,1,1,10.49957012
8480922,1,1,1,1,12.325928381
8480934,1,1,1,1,9.3847282997
8480936,1,1,1,1,8.2106764267
8480943,1,1,1,1,7.8770435682
8480948,1,1,1,1,7.8770435682
8480998,1,1,1,1,7.2206232708
8481087,1,2,1,1,315.06133909
8481089,1,1,1,1,330.98001807
8481090,1,1,1,1,448.68235324
8481090,1,2,1,1,448.68235324
8481095,1,1,1,1,266.79342444
8481102,1,1,1,1,129.95409947
8481102,1,2,1,1,129.95409947
8481102,1,3,1,1,129.95409947
8481104,1,2,1,1,351.58938447
8481104,1,3,1,1,351.58938447
8481104,1,4,1,1,351.58938447
8481104,1,5,1,1,351.58938447
8481105,1,2,1,1,55.261869097
8481109,1,2,1,1,85.357330826
8481135,1,1,1,1,107.06389174
8481138,1,1,1,1,30.781908452
8481149,1,1,1,1,139.40428427
8481150,1,2,1,1,57.716078348
8481152,1,1,0,1,161.63776052
8481152,1,2,1,1,163.80215329
8481152,1,3,1,1,163.80215329
8481152,1,4,1,1,163.80215329
8481156,1,1,1,1,17.399317281
8481164,1,1,1,1,26.621450948
8481164,1,2,1,1,26.621450948
8481166,1,1,1,1,58.329019713
8481166,1,2,1,1,58.329019713
8481166,1,3,1,1,58.329019713
8481166,1,4,1,1,58.329019713
8481168,1,2,1,1,63.801252859
8481168,1,3,1,1,63.801252859
8481169,1,1,1,1,15.950313215
8481169,1,2,1,1,15.950313215
8481170,1,1,1,1,63.801252859
8481170,1,2,1,1,63.801252859
8481172,1,1,1,1,28.267106743
8481173,1,2,1,1,51.726645512
8481173,1,3,1,1,51.726645512
8481173,1,4,1,1,51.726645512
8481174,1,2,1,1,15.950313215
8481176,1,1,1,1,77.438551842
8481177,1,1,1,1,399.38757556
8481179,1,2,0,1,350.46613503
8481181,1,1,0,1,300.68911616
8481182,1,1,1,1,479.79238932
8481182,1,3,1,1,479.79238932
8481182,1,4,1,1,479.79238932
8481188,1,1,1,1,166.96726802
8481189,1,2,1,1,170.56047936
8481189,1,3,1,1,170.56047936
8481194,1,1,1,1,63.675341854
8481196,1,3,1,1,63.675341854
8481202,1,2,1,1,205.9330568
8481206,1,2,1,1,141.1086769
8481217,1,1,0,1,74.992266986
8481225,1,1,1,1,49.799038995
8481226,1,2,1,1,64.809535602
8481226,1,4,1,1,64.809535602
8481226,1,5,1,1,64.809535602
8481228,1,4,1,1,19.929816696
8481234,1,1,1,1,44.384184725
8481234,1,2,1,1,44.384184725
8481234,1,3,1,1,44.384184725
8481234,1,4,1,1,44.384184725
8481238,1,1,1,1,132.38060583
8481244,1,1,1,1,132.38060583
8481247,1,1,1,1,61.245077055
8481249,1,1,1,1,181.079326
8481249,1,2,1,1,181.079326
8481249,1,4,1,1,181.079326
8481249,1,5,1,1,181.079326
8481257,1,2,1,1,23.830450112
8481263,1,2,1,1,79.719266784
8481267,1,1,1,1,45.311705761
8481268,1,2,1,1,36.136823528
8481280,1,2,1,1,61.631277016
8481280,1,3,1,1,61.631277016
8481280,1,4,1,1,61.631277016
8481280,1,5,1,1,61.631277016
8481288,1,1,1,1,139.37233857
8481288,1,2,1,1,139.37233857
8481294,1,1,1,1,19.929816696
8481295,1,1,0,1,19.666474913
8481297,1,4,1,1,24.510116432
8481299,1,1,1,1,23.830450112
8481302,1,3,1,1,79.719266784
8481305,1,2,1,1,72.152039937
8481308,1,1,1,1,125.32505315
8481311,1,1,1,1,50.591082494
8481312,1,2,1,1,50.591082494
8481315,1,4,1,1,100.1111861
8481315,1,5,1,1,100.1111861
8481364,1,1,1,1,322.44587791
8481365,1,2,1,1,288.81283772
8481370,1,2,1,1,303.82787141
8481489,1,2,1,1,551.81249626
8481548,1,1,1,1,79.916891384
8481548,1,2,1,1,79.916891384
8481548,1,3,1,1,79.916891384
8481548,1,4,1,1,79.916891384
8481548,1,5,1,1,79.916891384
8481552,1,1,1,1,157.84145296
8481553,1,1,1,1,52.805945709
8481553,1,2,1,1,52.805945709
8481556,1,1,1,1,52.805945709
8481557,1,2,1,1,43.985177592
8481561,1,1,1,1,119.03811678
8481561,1,2,1,1,119.03811678
8481563,1,1,1,1,220.3971727
8481564,1,1,0,1,194.1918172
8481565,1,1,1,1,141.41985189
8481574,1,1,1,1,466.35800582
8481575,1,1,0,1,139.47205192
8481578,1,2,1,1,169.46643116
8481588,1,2,1,1,413.49780776
8481614,1,1,1,1,489.97607452
8481614,1,3,1,1,489.97607452
8481614,1,4,1,1,489.97607452
8481614,1,5,1,1,489.97607452
8481615,1,1,1,1,434.68150122
8481616,1,1,1,1,305.1780476
8481616,1,2,1,1,305.1780476
8481616,1,4,1,1,305.1780476
8481619,1,1,1,1,159.65835074
8481619,1,2,1,1,159.65835074
8481641,1,2,0,1,284.50779974
8481670,1,1,1,1,198.10981315
8481680,1,1,1,1,94.357327461
8481687,1,1,1,1,11.537965907
8481695,1,2,1,1,26.263548839
8481713,1,1,1,1,35.638070367
8481724,1,2,1,1,267.43800233
8481736,1,2,1,1,31.674891
8481738,1,1,1,1,78.803152257
8481739,1,1,1,1,28.964739898
8481739,1,2,1,1,28.964739898
8481739,1,3,1,1,28.964739898
8481745,1,1,1,1,41.922649853
8481750,1,1,0,1,220.2121546
8481750,1,2,1,1,223.1608814
8481753,1,1,1,1,905.74075879
8481754,1,2,1,1,1050.7264047
8481755,1,1,1,1,908.69663765
8481755,1,2,1,1,908.69663765
8481764,1,4,1,1,708.6721161
8481820,1,1,1,1,181.88406967
8481820,1,2,1,1,181.88406967
8481822,1,1,1,1,287.50991946
8481822,1,3,1,1,287.50991946
8481822,1,4,1,1,287.50991946
8481822,1,8,1,1,287.50991946
8481827,1,1,1,1,10.881841801
8481827,1,2,1,1,10.881841801
8481827,1,3,1,1,10.881841801
8481828,1,1,1,1,14.64744459
8481829,1,2,1,1,21.620502571
8481831,1,1,1,1,13.524117669
8481843,1,1,1,1,45.601971178
8481847,1,1,1,1,11.069352218
8481849,1,2,1,1,16.035869678
8481853,1,1,1,1,14.213386897
8481854,1,1,1,1,11.069352218
8481862,1,2,1,1,14.943625494
8481865,1,2,1,1,10.699178676
8481865,1,3,1,1,10.699178676
8481867,1,1,1,1,39.955906386
8481867,1,2,1,1,39.955906386
8481867,1,3,1,1,39.955906386
8481868,1,1,1,1,16.604028326
8481868,1,2,1,1,16.604028326
8481870,1,1,1,1,16.604028326
8481872,1,1,1,1,16.604028326
8481874,1,1,1,1,16.604028326
8481875,1,1,0,1,30.189405586
8481875,1,4,1,1,30.593653523
8481880,1,2,1,1,23.819829031
8481880,1,3,1,1,23.819829031
8481882,1,1,1,1,11.069352218
8481883,1,1,1,1,14.213386897
8481886,1,2,1,1,11.069352218
8481888,1,1,1,1,64.405213416
8481889,1,1,1,1,37.180924066
8481889,1,2,1,1,37.180924066
8481889,1,3,1,1,37.180924066
8481889,1,4,1,1,37.180924066
8481890,1,1,1,1,50.158628418
8481891,1,1,1,1,64.405213416
8481892,1,1,1,1,84.161253923
8481893,1,1,1,1,37.180924066
8481896,1,2,1,1,52.575170952
8481898,1,1,1,1,45.142765576
8481898,1,2,1,1,45.142765576
8481902,1,1,1,1,39.644968377
8481902,1,2,1,1,39.644968377
8481903,1,2,1,1,28.38458448
8481903,1,3,1,1,28.38458448
8481905,1,1,1,1,27.381671628
8481905,1,2,1,1,27.381671628
8481906,1,1,1,1,66.796085497
8481906,1,2,1,1,66.796085497
8481908,1,1,1,1,85.768217303
8481913,1,1,1,1,65.106321187
8481915,1,1,1,1,65.106321187
8481916,1,1,1,1,76.103777338
8481916,1,2,1,1,76.103777338
8481923,1,1,1,1,113.76703775
8481925,1,1,1,1,66.796085497
8481971,1,1,1,1,21.337246769
8481975,1,1,1,1,16.414041932
8481984,1,2,1,1,14.336421903
8481992,1,1,1,1,113.48952032
8481992,1,2,1,1,113.48952032
8481993,1,1,1,1,77.464245545
8481995,1,1,1,1,546.03829637
8482011,1,1,1,1,84.857536071
8482025,1,2,1,1,17.30530698
8482033,1,2,1,1,19.418704241
8482052,1,2,1,1,29.511602953
8482052,1,3,1,1,29.511602953
8482061,1,1,1,1,68.685619736
8482061,1,2,1,1,68.685619736
8482061,1,3,1,1,68.685619736
8482061,1,4,1,1,68.685619736
8482070,1,1,1,1,103.88574114
8482078,1,1,1,1,66.030623931
8482088,1,3,1,1,90.315080785
8482089,1,3,1,1,124.97536041
8482090,1,2,1,1,82.796121872
8482097,1,1,1,1,484.94322588
8482100,1,1,1,1,90.053180952
8482100,1,3,1,1,90.053180952
8482103,1,1,1,1,191.29891931
8482103,1,2,1,1,191.29891931
8482103,1,3,1,1,191.29891931
8482104,1,4,1,1,47.824729826
8482105,1,1,0,1,170.00248168
8482106,1,1,1,1,99.709953493
8482110,1,1,1,1,47.824729826
8482110,1,2,1,1,47.824729826
8482110,1,3,1,1,47.824729826
8482115,1,1,0,1,374.57511552
8482117,1,1,1,1,201.02958931
8482117,1,2,1,1,201.02958931
8482117,1,3,1,1,201.02958931
8482118,1,1,1,1,235.03899607
8482118,1,2,1,1,235.03899607
8482126,1,1,1,1,416.40229534
8482128,1,3,1,1,294.5345893
8482136,1,1,1,1,148.6386489
8482137,1,5,1,1,166.28597427
8482139,1,1,1,1,162.83116947
8482139,1,2,1,1,162.83116947
8482139,1,3,1,1,162.83116947
8482147,1,1,1,1,71.692121561
8482147,1,2,1,1,71.692121561
8482149,1,1,1,1,28.948782682
8482149,1,2,1,1,28.948782682
8482153,1,1,1,1,53.251874384
8482153,1,2,1,1,53.251874384
8482158,1,1,1,1,28.948782682
8482158,1,2,1,1,28.948782682
8482161,1,1,1,1,28.948782682
8482161,1,2,1,1,28.948782682
8482162,1,2,1,1,45.870348923
8482162,1,3,1,1,45.870348923
8482162,1,4,1,1,45.870348923
8482163,1,2,1,1,129.69054641
8482165,1,1,1,1,30.878701527
8482165,1,2,1,1,30.878701527
8482165,1,3,1,1,30.878701527
8482174,1,1,1,1,46.318052291
8482174,1,2,1,1,46.318052291
8482174,1,3,1,1,46.318052291
8482175,1,2,0,1,45.706030681
8482176,1,1,1,1,46.318052291
8482178,1,1,1,1,46.318052291
8482178,1,3,1,1,46.318052291
8482178,1,4,1,1,46.318052291
8482179,1,2,1,1,194.53581962
8482179,1,3,1,1,194.53581962
8482181,1,2,1,1,193.02984468
8482182,1,2,1,1,48.750279029
8482183,1,1,1,1,135.87015063
8482186,1,1,1,1,46.318052291
8482186,1,5,1,1,46.318052291
8482188,1,1,1,1,193.02984468
8482192,1,1,1,1,26.000148816
8482192,1,2,1,1,26.000148816
8482195,1,1,1,1,24.702961222
8482195,1,2,1,1,24.702961222
8482195,1,3,1,1,24.702961222
8482196,1,2,1,1,101.65991891
8482196,1,3,1,1,101.65991891
8482202,1,1,1,1,54.270639556
8482203,1,1,0,1,30.448657163
8482203,1,2,0,1,30.448657163
8482205,1,2,1,1,21.862444962
8482206,1,1,1,1,47.310268874
8482208,1,1,1,1,21.862444962
8482208,1,2,1,1,21.862444962
8482208,1,3,1,1,21.862444962
8482209,1,5,1,1,28.575844342
8482210,1,1,1,1,76.602432852
8482212,1,1,1,1,46.318052291
8482216,1,1,1,1,46.318052291
8482216,1,3,1,1,46.318052291
8482220,1,2,1,1,46.318052291
8482222,1,1,1,1,63.381124007
8482222,1,2,1,1,63.381124007
8482222,1,3,1,1,63.381124007
8482222,1,4,1,1,63.381124007
8482224,1,1,1,1,75.101592514
8482224,1,2,1,1,75.101592514
8482226,1,1,1,1,103.07576897
8482228,1,1,1,1,103.75243713
8482229,1,1,1,1,87.42616744
8482231,1,1,1,1,48.543266123
8482232,1,1,1,1,103.75243713
8482232,1,2,1,1,103.75243713
8482233,1,1,1,1,72.464080337
8482234,1,1,1,1,103.07576897
8482235,1,1,1,1,64.541944289
8482236,1,1,1,1,24.702961222
8482236,1,2,1,1,24.702961222
8482240,1,1,1,1,29.705921883
8482289,1,1,1,1,172.16267021
8482294,1,1,1,1,291.01320365
8482294,1,2,1,1,291.01320365
8482294,1,3,1,1,291.01320365
8482306,1,1,1,1,144.24185617
8482306,1,3,1,1,144.24185617
8482306,1,4,1,1,144.24185617
8482308,1,1,1,1,58.683334213
8482310,1,1,1,1,77.991043179
8482310,1,2,1,1,77.991043179
8482312,1,1,1,1,110.39118954
8482313,1,3,1,1,58.683334213
8482314,1,1,1,1,58.683334213
8482314,1,2,1,1,58.683334213
8482314,1,3,1,1,58.683334213
8482314,1,5,1,1,58.683334213
8482316,1,1,1,1,134.65675595
8482316,1,2,1,1,134.65675595
8482316,1,3,1,1,134.65675595
8482318,1,1,1,1,86.603879066
8482320,1,1,1,1,194.77905494
8482321,1,1,1,1,58.683334213
8482321,1,2,1,1,58.683334213
8482321,1,3,1,1,58.683334213
8482321,1,4,1,1,58.683334213
8482322,1,1,1,1,58.683334213
8482322,1,3,1,1,58.683334213
8482322,1,4,1,1,58.683334213
8482323,1,2,1,1,77.991043179
8482324,1,1,0,1,108.93254027
8482325,1,1,1,1,131.29835207
8482325,1,2,1,1,131.29835207
8482326,1,2,1,1,125.47577748
8482327,1,2,1,1,131.29835207
8482328,1,1,1,1,200.60162952
8482328,1,2,1,1,200.60162952
8482331,1,1,1,1,122.36242932
8482331,1,2,1,1,122.36242932
8482332,1,1,1,1,90.285369815
8482334,1,1,1,1,106.74831499
8482335,1,1,0,1,105.80012659
8482336,1,1,1,1,75.748368863
8482337,1,1,1,1,75.748368863
8482337,1,2,1,1,75.748368863
8482338,1,1,1,1,107.21683163
8482339,1,1,1,1,56.995863433
8482339,1,2,1,1,56.995863433
8482340,1,1,0,1,195.47753261
8482340,1,2,1,1,198.09505315
8482342,1,1,1,1,127.52279747
8482342,1,2,1,1,127.52279747
8482343,1,1,1,1,226.62225935
8482343,1,2,1,1,226.62225935
8482344,1,1,1,1,96.226532295
8482344,1,2,1,1,96.226532295
8482345,1,1,1,1,139.41753053
8482345,1,2,1,1,139.41753053
8482346,1,1,1,1,124.85885809
8482346,1,2,1,1,124.85885809
8482346,1,3,1,1,124.85885809
8482347,1,1,1,1,65.203704681
8482347,1,2,1,1,65.203704681
8482347,1,3,1,1,65.203704681
8482348,1,1,1,1,86.656714643
8482348,1,2,1,1,86.656714643
8482349,1,1,1,1,143.14909041
8482349,1,2,1,1,143.14909041
8482350,1,1,1,1,243.91889923
8482351,1,2,1,1,110.60820351
8482351,1,3,1,1,110.60820351
8482351,1,4,1,1,110.60820351
8482352,1,1,1,1,119.47629997
8482352,1,2,1,1,119.47629997
8482353,1,1,1,1,64.481277936
8482353,1,2,1,1,64.481277936
8482354,1,1,1,1,102.31666365
8482355,1,1,1,1,92.304384775
8482355,1,2,1,1,92.304384775
8482355,1,3,1,1,92.304384775
8482356,1,1,1,1,128.2817412
8482356,1,2,1,1,128.2817412
8482357,1,1,1,1,134.23452365
8482357,1,2,1,1,134.23452365
8482358,1,1,1,1,134.23452365
8482359,1,2,1,1,144.28450736
8482359,1,3,1,1,144.28450736
8482360,1,1,1,1,125.0987705
8482361,1,1,1,1,112.85982276
8482364,1,3,1,1,413.55347239
8482381,1,1,1,1,164.77339702
8482382,1,1,1,1,370.58855674
8482383,1,1,1,1,220.19166115
8482383,1,2,1,1,220.19166115
8482383,1,3,1,1,220.19166115
8482395,1,1,0,1,253.42058357
8482396,1,2,0,1,110.17618995
8482397,1,1,0,1,328.24281354
8482398,1,1,0,1,207.25612871
8482400,1,1,1,1,213.8019287
8482400,1,2,0,1,210.97686602
8482400,1,3,1,1,213.8019287
8482401,1,1,0,1,194.80652643
8482402,1,1,0,1,207.25612871
8482420,1,1,1,1,243.58296863
8482436,1,2,1,1,318.79266219
8482437,1,1,1,1,59.113268751
8482437,1,3,1,1,59.113268751
8482438,1,1,1,1,89.168041663
8482438,1,2,1,1,89.168041663
8482438,1,4,1,1,89.168041663
8482439,1,1,1,1,38.719540664
8482439,1,2,1,1,38.719540664
8482454,1,2,1,1,184.02737576
8482456,1,1,1,1,31.525832689
8482460,1,1,1,1,126.10333076
8482460,1,5,1,1,126.10333076
8482469,1,1,1,1,382.0324749
8482469,1,2,1,1,382.0324749
8482470,1,1,1,1,145.40696669
8482470,1,2,1,1,145.40696669
8482470,1,4,0,1,143.48563793
8482470,1,5,0,1,143.48563793
8482471,1,1,1,1,66.768487081
8482471,1,3,1,1,66.768487081
8482471,1,4,1,1,66.768487081
8482474,1,2,1,1,54.15270881
8482480,1,1,1,1,58.938018832
8482481,1,1,1,1,58.313794485
8482483,1,1,1,1,56.523785383
8482483,1,2,1,1,56.523785383
8482483,1,3,1,1,56.523785383
8482488,1,1,1,1,96.942177776
8482490,1,1,1,1,70.952024736
8482491,1,1,1,1,79.454721536
8482493,1,1,1,1,34.708898186
8482494,1,1,1,1,45.22342036
8482495,1,1,1,1,88.431462561
8482495,1,2,1,1,88.431462561
8482495,1,3,1,1,88.431462561
8482496,1,1,1,1,122.31641253
8482496,1,3,1,1,122.31641253
8482500,1,2,1,1,227.52558345
8482506,1,1,1,1,74.377098779
8482506,1,2,1,1,74.377098779
8482506,1,3,1,1,74.377098779
8482507,1,1,1,1,58.223194301
8482507,1,2,1,1,58.223194301
8482508,1,1,1,1,79.383684285
8482508,1,2,1,1,79.383684285
8482508,1,3,1,1,79.383684285
8482508,1,4,1,1,79.383684285
8482508,1,5,1,1,79.383684285
8482508,1,6,1,1,79.383684285
8482509,1,1,1,1,94.723972141
8482509,1,2,1,1,94.723972141
8482509,1,3,1,1,94.723972141
8482510,1,1,1,1,91.058636431
8482510,1,2,1,1,91.058636431
8482511,1,1,1,1,59.083200544
8482511,1,2,1,1,59.083200544
8482512,1,1,1,1,78.263617599
8482512,1,2,1,1,78.263617599
8482512,1,3,1,1,78.263617599
8482512,1,4,1,1,78.263617599
8482513,1,1,1,1,94.72181598
8482514,1,1,1,1,80.23718975
8482515,1,1,1,1,97.635747345
8482515,1,2,1,1,97.635747345
8482515,1,3,1,1,97.635747345
8482515,1,4,1,1,97.635747345
8482517,1,1,1,1,85.886790777
8482517,1,2,1,1,85.886790777
8482517,1,3,1,1,85.886790777
8482518,1,2,1,1,64.190638012
8482523,1,1,1,1,113.9712082
8482531,1,2,1,1,46.200906769
8482532,1,1,1,1,45.22342036
8482535,1,1,1,1,102.658961
8482535,1,2,1,1,102.658961
8482535,1,3,1,1,102.658961
8482535,1,4,1,1,102.658961
8482535,1,5,1,1,102.658961
8482536,1,2,1,1,52.188336011
8482537,1,1,1,1,74.202885184
8482537,1,3,1,1,74.202885184
8482542,1,2,1,1,63.167177333
8482546,1,1,0,1,83.703581887
8482548,1,1,1,1,51.115451425
8482549,1,1,1,1,77.862129098
8482549,1,2,1,1,77.862129098
8482549,1,4,1,1,77.862129098
8482550,1,1,1,1,38.658430106
8482550,1,3,1,1,38.658430106
8482553,1,1,0,1,74.086946589
8482553,1,2,1,1,75.078999752
8482556,1,1,1,1,42.225284899
8482556,1,2,1,1,42.225284899
8482556,1,3,1,1,42.225284899
8482556,1,5,0,1,41.667342896
8482557,1,1,0,1,56.106912927
8482557,1,2,1,1,56.858206413
8482557,1,3,0,1,56.106912927
8482557,1,4,0,1,56.106912927
8482557,1,5,1,1,56.858206413
8482558,1,1,0,1,59.679166509
8482558,1,2,0,1,59.679166509
8482558,1,3,0,1,59.679166509
8482558,1,4,0,1,59.679166509
8482559,1,1,1,1,49.295600728
8482559,1,2,1,1,49.295600728
8482559,1,3,1,1,49.295600728
8482559,1,4,1,1,49.295600728
8482560,1,2,1,1,56.166997144
8482560,1,3,1,1,56.166997144
8482560,1,5,0,1,55.424836921
8482561,1,1,1,1,47.289178815
8482561,1,2,1,1,47.289178815
8482561,1,5,0,1,46.664325267
8482562,1,1,1,1,60.501124227
8482562,1,2,1,1,60.501124227
8482562,1,3,1,1,60.501124227
8482562,1,4,1,1,60.501124227
8482563,1,1,1,1,64.868963497
8482563,1,2,1,1,64.868963497
8482564,1,1,1,1,50.268257612
8482564,1,2,1,1,50.268257612
8482564,1,3,1,1,50.268257612
8482565,1,1,1,1,69.853484506
8482565,1,2,1,1,69.853484506
8482566,1,1,1,1,54.522723076
8482566,1,2,1,1,54.522723076
8482566,1,4,1,1,54.522723076
8482566,1,5,1,1,54.522723076
8482566,1,6,1,1,54.522723076
8482566,1,7,1,1,54.522723076
8482567,1,1,1,1,51.125933588
8482567,1,2,1,1,51.125933588
8482567,1,4,1,1,51.125933588
8482567,1,5,0,1,50.450383243
8482567,1,6,0,1,50.450383243
8482568,1,1,1,1,52.435321153
8482568,1,2,0,1,51.742469272
8482568,1,3,0,1,51.742469272
8482569,1,1,0,1,79.411194967
8482569,1,2,1,1,80.474541896
8482570,1,1,1,1,56.666956257
8482570,1,2,1,1,56.666956257
8482570,1,3,1,1,56.666956257
8482570,1,4,1,1,56.666956257
8482571,1,1,1,1,68.54409694
8482571,1,2,1,1,68.54409694
8482571,1,3,1,1,68.54409694
8482571,1,4,1,1,68.54409694
8482571,1,5,0,1,67.638392437
8482572,1,2,1,1,57.338573441
8482572,1,3,1,1,57.338573441
8482572,1,4,1,1,57.338573441
8482572,1,5,0,1,56.580932645
8482573,1,1,1,1,43.645576324
8482573,1,2,1,1,43.645576324
8482573,1,3,1,1,43.645576324
8482573,1,4,0,1,43.068867362
8482575,1,1,1,1,144.24861541
8482575,1,2,1,1,144.24861541
8482576,1,1,1,1,197.01523249
8482576,1,2,1,1,197.01523249
8482576,1,3,1,1,197.01523249
8482577,1,1,1,1,128.29436424
8482577,1,2,1,1,128.29436424
8482579,1,1,1,1,45.381566714
8482579,1,2,1,1,45.381566714
8482579,1,3,1,1,45.381566714
8482580,1,1,1,1,122.34634619
8482629,1,1,1,1,235.56709884
8482637,1,2,1,1,1185.3322135
8482655,1,3,1,1,292.49893849
8482661,1,1,0,1,166.82413487
8482663,1,1,1,1,32.372710267
8482664,1,1,1,1,87.821171715
8482664,1,2,1,1,87.821171715
8482667,1,1,1,1,44.151383971
8482668,1,1,1,1,44.151383971
8482668,1,2,1,1,44.151383971
8482669,1,1,1,1,44.151383971
8482669,1,2,1,1,44.151383971
8482673,1,2,1,1,92.782714345
8482673,1,3,1,1,92.782714345
8482676,1,1,1,1,55.189229964
8482735,1,1,1,1,8.3082424114
8482760,1,1,1,1,22.669627252
8482760,1,4,1,1,22.669627252
8482760,1,6,1,1,22.669627252
8482764,1,1,1,1,19.672052423
8482764,1,2,1,1,19.672052423
8482766,1,1,1,1,27.320296098
8482766,1,2,1,1,27.320296098
8482767,1,1,1,1,16.245631888
8482767,1,2,1,1,16.245631888
8482768,1,1,1,1,22.540196115
8482769,1,1,1,1,23.050152642
8482770,1,1,1,1,16.268484784
8482771,1,2,1,1,11.494962063
8482771,1,3,1,1,11.494962063
8482772,1,1,1,1,15.172162485
8482772,1,2,0,1,14.971685762
8482774,1,1,1,1,9.7145937891
8482774,1,2,1,1,9.7145937891
8482775,1,1,1,1,14.447111203
8482777,1,1,1,1,26.81745017
8482778,1,2,1,1,52.256982525
8482778,1,3,1,1,52.256982525
8482778,1,4,1,1,52.256982525
8482778,1,5,1,1,52.256982525
8482778,1,6,1,1,52.256982525
8482778,1,7,1,1,52.256982525
8482778,1,8,1,1,52.256982525
8482778,1,9,1,1,52.256982525
8482778,1,10,1,1,52.256982525
8482790,1,1,0,1,266.48424815
8482800,1,2,1,1,50.482530246
8482801,1,1,1,1,274.47332194
8482801,1,2,0,1,270.8465804
8482804,1,2,1,1,62.49161123
8482808,1,1,1,1,30.781908452
8482822,1,1,1,1,49.473893154
8482823,1,2,1,1,88.064443903
8482829,1,2,1,1,34.11127548
8482830,1,1,1,1,88.874943403
8482830,1,2,1,1,88.874943403
8482830,1,3,1,1,88.874943403
8482830,1,4,1,1,88.874943403
8482830,1,5,1,1,88.874943403
8482832,1,2,1,1,107.33709434
8482832,1,3,1,1,107.33709434
8482833,1,1,1,1,262.81767
8482833,1,2,1,1,262.81767
8482842,1,1,1,1,201.49058499
8482842,1,2,1,1,201.49058499
8482848,1,2,1,1,37.157713218
8482849,1,6,1,1,28.90204608
8482850,1,1,1,1,23.915780035
8482851,1,1,1,1,52.814293649
8482852,1,1,1,1,49.799038995
8482854,1,1,1,1,35.319573248
8482855,1,3,1,1,56.384759155
8482856,1,1,1,1,49.799038995
8482857,1,1,1,1,133.39147801
8482857,1,2,1,1,133.39147801
8482857,1,3,1,1,133.39147801
8482862,1,1,1,1,77.434048571
8482862,1,2,1,1,77.434048571
8482862,1,3,1,1,77.434048571
8482866,1,1,1,1,116.61610779
8482887,1,1,1,1,50.591082494
8482887,1,2,1,1,50.591082494
8482890,1,1,1,1,87.922022412
8482890,1,2,1,1,87.922022412
8483051,1,2,1,1,107.33881555
8483051,1,3,1,1,107.33881555
8483052,1,1,1,1,67.329003138
8483110,1,1,1,1,204.10988145
8483111,1,1,1,1,167.72287083
8483111,1,2,1,1,167.72287083
8483111,1,4,1,1,167.72287083
8483111,1,6,0,1,165.50667183
8483112,1,1,1,1,120.56329669
8483112,1,2,1,1,120.56329669
8483113,1,1,1,1,385.06635995
8483115,1,1,1,1,571.50766806
