DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P5010,P8526,P8530,PERSONAS,FEX_C,logro_educativo,analfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,aseguramiento_salud,barreras_acceso_salud,desempleo_larga_duracion,empleo_formal,acueducto,alcantarillado,pisos,paredes,hacinamiento,IPM,POBRE,FEXP,PERIODO,P1075,P1077S21,P1077S22,P1077S23
8452783,1,1,1,5,1,1,446.78295044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,446.78295044,20250731,1,2,1,2
8452784,1,2,2,1,1,2,257.72087558,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,515.44175115,,,,,
8452786,1,1,1,1,1,1,446.78295044,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,446.78295044,20250731,2,2,2,2
8452789,1,3,1,1,1,3,477.59033377,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.24,0,1432.7710013,,,,,
8452790,1,6,4,1,1,6,436.68109823,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.25,0,2620.0865894,,,,,
8452792,1,6,5,1,2,6,377.07406401,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.25,0,2262.4443841,,,,,
8452793,1,4,2,2,2,4,321.69290888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1286.7716355,,,,,
8452794,1,3,2,2,2,3,154.93457544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,464.80372633,,,,,
8452795,1,3,2,2,2,3,182.36399747,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,547.0919924,,,,,
8452796,1,5,4,1,1,5,346.5206204,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1732.603102,,,,,
8452797,1,2,2,1,1,2,725.71573105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451.4314621,,,,,
8452798,1,2,2,1,1,2,1143.4875485,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,2286.975097,,,,,
8452799,1,2,2,2,6,2,423.04098757,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,846.08197514,,,,,
8452801,1,2,1,2,1,2,96.514188672,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,193.02837734,,,,,
8452802,1,5,2,2,1,5,82.349473368,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09,0,411.74736684,,,,,
8452803,1,5,2,2,1,5,69.689623803,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,348.44811901,,,,,
8452804,1,1,1,2,1,1,161.26773618,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,161.26773618,20250731,1,2,2,2
8452805,1,3,2,1,1,3,96.87897433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,290.63692299,,,,,
8452806,1,5,2,1,1,5,134.51804759,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,672.59023796,,,,,
8452807,1,4,2,1,1,4,127.65547575,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,510.62190298,,,,,
8452808,1,4,2,2,1,4,128.90347914,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,515.61391654,,,,,
8452809,1,4,1,2,1,4,90.326563476,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.33,0,361.3062539,,,,,
8452810,1,5,2,2,1,5,53.661920127,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.39,1,268.30960064,,,,,
8452811,1,3,2,1,1,3,84.400817031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,253.20245109,,,,,
8452812,1,2,2,2,1,2,95.020057482,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,190.04011496,,,,,
8452813,1,7,3,2,1,7,115.56626429,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.24,0,808.96385005,,,,,
8452814,1,2,1,2,1,2,95.17652348,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,190.35304696,,,,,
8452815,1,1,1,2,1,1,78.998133778,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,78.998133778,20250731,1,2,1,2
8452816,1,6,2,2,1,6,106.25061898,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0.58,1,637.50371388,,,,,
8452817,1,3,1,2,1,3,88.789289633,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.23,0,266.3678689,,,,,
8452818,1,3,2,2,1,3,59.879269267,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,179.6378078,,,,,
8452819,1,3,2,2,1,3,71.409973875,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,214.22992162,,,,,
8452820,1,5,3,2,1,5,58.336477187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,291.68238594,,,,,
8452821,1,1,1,1,1,1,125.43046147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,125.43046147,20250731,2,2,2,2
8452822,1,5,2,1,1,5,190.71508594,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.2,0,953.57542972,,,,,
8452823,1,3,2,2,1,3,184.93539294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,554.80617883,,,,,
8452824,1,4,3,2,2,4,104.92039103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,419.68156412,,,,,
8452825,1,2,3,2,2,2,116.21288591,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,232.42577181,,,,,
8452826,1,2,2,2,2,2,116.21288591,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,232.42577181,,,,,
8452827,1,2,2,2,1,2,144.63918935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,289.2783787,,,,,
8452828,1,3,4,2,2,3,131.3509258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.0527774,,,,,
8452829,1,2,2,2,2,2,90.646051007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,181.29210201,,,,,
8452832,1,3,3,1,1,3,581.35900112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1744.0770034,,,,,
8452833,1,2,1,1,1,2,940.2178922,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,1880.4357844,,,,,
8452834,1,2,2,2,2,2,165.93707004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,331.87414008,,,,,
8452835,1,2,3,1,1,2,601.25077245,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1202.5015449,,,,,
8452836,1,5,2,5,2,5,429.21978148,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.39,1,2146.0989074,,,,,
8452838,1,5,2,1,2,5,260.69611732,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,1303.4805866,,,,,
8452839,1,3,2,1,1,3,1035.3062937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105.9188811,,,,,
8452840,1,3,2,1,1,3,919.44341056,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,2758.3302317,,,,,
8452841,1,4,2,1,1,4,1017.1858541,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.19,0,4068.7434165,,,,,
8452842,1,1,1,2,2,1,223.73978158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,223.73978158,20250731,1,2,2,2
8452843,1,2,2,3,6,2,291.0029772,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,582.0059544,,,,,
8452844,1,5,3,2,6,5,487.65128469,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,2438.2564234,,,,,
8452845,1,1,1,2,6,1,192.07402057,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,192.07402057,20250731,1,2,2,2
8452846,1,3,2,2,6,3,271.17780149,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0.44,1,813.53340448,,,,,
8452847,1,4,4,1,1,4,1067.2526388,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,4269.0105551,,,,,
8452848,1,6,3,1,1,6,1043.6943442,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,6262.1660653,,,,,
8452849,1,5,3,1,1,5,1060.0068927,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,5300.0344634,,,,,
8452850,1,1,1,1,1,1,1124.1591442,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1124.1591442,20250731,2,2,2,2
8452851,1,3,2,1,1,3,648.27307619,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1944.8192286,,,,,
8452852,1,3,2,1,1,3,818.84504274,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,2456.5351282,,,,,
8452853,1,2,2,1,1,2,676.16167864,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.35,1,1352.3233573,,,,,
8452854,1,4,2,1,1,4,984.67831973,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,3938.7132789,,,,,
8452855,1,3,1,1,1,3,168.56931982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.70795945,,,,,
8452856,1,2,2,1,1,2,110.3664973,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,220.7329946,,,,,
8452857,1,3,4,2,2,3,140.43983788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,421.31951364,,,,,
8452858,1,3,3,2,2,3,171.03454294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.10362881,,,,,
8452859,1,5,1,5,6,5,749.77665141,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0.41,1,3748.8832571,,,,,
8452861,1,1,1,1,1,1,474.28519412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.28519412,20250731,1,1,2,2
8452862,1,6,4,1,1,6,128.24588168,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,769.47529008,,,,,
8452866,1,2,2,1,1,2,100.70974718,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.28,0,201.41949436,,,,,
8452867,1,3,3,1,1,3,179.74665012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,539.23995035,,,,,
8452868,1,2,2,1,1,2,78.709222793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.41844559,,,,,
8452870,1,3,2,1,1,3,239.81460162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,719.44380487,,,,,
8452871,1,1,1,2,5,1,421.74801247,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.24,0,421.74801247,20250731,2,2,2,2
8452872,1,4,2,2,5,4,162.65309717,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.34,1,650.61238866,,,,,
8452873,1,1,1,2,5,1,325.25509667,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,325.25509667,20250731,2,2,2,2
8452874,1,4,2,2,5,4,295.32332851,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,1181.293314,,,,,
8452875,1,2,1,2,2,2,263.9536051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,527.90721019,,,,,
8452876,1,1,1,2,5,1,325.25509667,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.38,1,325.25509667,20250731,1,2,2,2
8452878,1,2,1,2,5,2,329.66907521,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,659.33815042,,,,,
8452879,1,4,2,2,5,4,295.32332851,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,1181.293314,,,,,
8452880,1,2,1,2,5,2,363.98277953,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0.33,0,727.96555905,,,,,
8452881,1,1,1,2,5,1,279.65736185,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.38,1,279.65736185,20250731,2,2,2,2
8452882,1,2,1,2,5,2,212.43396078,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,424.86792155,,,,,
8452884,1,1,1,2,5,1,234.68409037,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,234.68409037,20250731,1,2,2,2
8452885,1,3,2,2,5,3,345.34078958,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,1036.0223688,,,,,
8452886,1,1,1,2,5,1,279.65736185,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,279.65736185,20250731,1,1,2,2
8452896,1,5,2,2,2,5,216.09038097,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,1080.4519049,,,,,
8452905,1,2,1,6,4,2,81.084622285,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0.46,1,162.16924457,,,,,
8452906,1,5,1,6,4,5,138.04156897,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,690.20784485,,,,,
8452907,1,2,1,6,4,2,81.016385695,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.36,1,162.03277139,,,,,
8452908,1,4,1,6,4,4,59.064454605,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.36,1,236.25781842,,,,,
8452909,1,1,1,6,4,1,163.47919693,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0.46,1,163.47919693,20250731,2,2,2,2
8452910,1,2,1,6,4,2,148.38591378,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0.46,1,296.77182756,,,,,
8452911,1,8,2,6,4,8,55.167540022,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0.51,1,441.34032017,,,,,
8452912,1,4,1,6,4,4,197.65399786,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,790.61599146,,,,,
8452913,1,4,1,6,4,4,193.51956075,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0.51,1,774.07824299,,,,,
8452914,1,6,1,6,4,6,53.092441106,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,318.55464663,,,,,
8452915,1,2,1,6,4,2,72.956538803,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.27,0,145.91307761,,,,,
8452916,1,1,1,6,4,1,146.94979736,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,146.94979736,20250731,2,2,2,2
8452917,1,4,1,6,4,4,100.86311449,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.36,1,403.45245795,,,,,
8452918,1,1,1,6,3,1,183.6872467,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38,1,183.6872467,20250731,2,2,2,2
8452919,1,5,1,6,3,5,103.27779557,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0.47,1,516.38897785,,,,,
8452920,1,3,2,6,3,3,69.964293598,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.33,0,209.89288079,,,,,
8452921,1,2,1,6,3,2,110.93787218,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38,1,221.87574437,,,,,
8452922,1,6,2,6,4,6,193.40729957,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0.42,1,1160.4437974,,,,,
8452923,1,3,1,6,4,3,155.04518217,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,465.13554651,,,,,
8452924,1,3,1,6,4,3,170.15037214,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.47,1,510.45111643,,,,,
8452926,1,2,1,1,1,2,141.21879824,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,282.43759648,,,,,
8452927,1,3,2,2,2,3,237.7993387,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,713.39801611,,,,,
8452928,1,4,2,1,3,4,409.04613648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1636.1845459,,,,,
8452929,1,2,1,1,2,2,137.68832828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,275.37665657,,,,,
8452930,1,2,2,1,2,2,137.68832828,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,275.37665657,,,,,
8452931,1,2,1,2,2,2,137.68832828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,275.37665657,,,,,
8452932,1,3,1,2,2,3,192.88404769,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.35,1,578.65214306,,,,,
8452933,1,1,1,2,3,1,160.00603216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.00603216,20250731,1,2,1,2
8452934,1,3,2,2,2,3,192.88404769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,578.65214306,,,,,
8452938,1,2,1,2,3,2,110.89803395,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.44,1,221.7960679,,,,,
8452939,1,3,1,2,2,3,192.88404769,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.14,0,578.65214306,,,,,
8452940,1,3,2,2,4,3,160.69712102,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,482.09136306,,,,,
8452941,1,1,1,2,2,1,124.99829436,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24,0,124.99829436,20250731,2,2,2,2
8452942,1,3,2,2,3,3,254.49737981,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.14,0,763.49213943,,,,,
8452943,1,4,2,2,3,4,399.05072848,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.14,0,1596.2029139,,,,,
8452944,1,2,1,2,3,2,132.2978041,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,264.5956082,,,,,
8452945,1,3,1,2,4,3,469.18615434,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.18,0,1407.558463,,,,,
8452946,1,6,3,2,3,6,510.49591782,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,3062.9755069,,,,,
8452947,1,1,1,2,4,1,211.42655343,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.18,0,211.42655343,20250731,1,2,2,2
8452948,1,5,2,2,3,5,511.99583157,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.29,0,2559.9791578,,,,,
8452949,1,4,2,2,6,4,349.0413322,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0.58,1,1396.1653288,,,,,
8452950,1,1,1,2,3,1,237.85487261,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,237.85487261,20250731,2,2,2,2
8452951,1,3,1,6,6,3,326.96572375,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.47,1,980.89717126,,,,,
8452952,1,2,2,5,3,2,216.89431508,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38,1,433.78863016,,,,,
8452953,1,2,1,6,6,2,364.79220245,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,729.5844049,,,,,
8452955,1,3,2,5,5,3,40.894382082,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,122.68314625,,,,,
8452956,1,1,1,5,1,1,95.964339114,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,95.964339114,20250731,2,2,2,2
8452957,1,2,1,1,5,2,74.019124715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,148.03824943,,,,,
8452959,1,1,1,1,1,1,119.20633517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.20633517,20250731,1,2,1,2
8452960,1,1,1,2,1,1,81.0419271,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.24,0,81.0419271,20250731,1,2,2,2
8452961,1,1,1,5,5,1,91.401834398,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.38,1,91.401834398,20250731,2,2,2,2
8452962,1,3,3,1,5,3,64.017926344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,192.05377903,,,,,
8452963,1,3,2,2,5,3,38.914333135,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,116.74299941,,,,,
8452964,1,4,3,5,5,4,58.004342667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,232.01737067,,,,,
8452965,1,1,1,5,5,1,81.403721417,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.24,0,81.403721417,20250731,1,2,2,2
8452966,1,3,2,5,1,3,67.229202059,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,201.68760618,,,,,
8452967,1,1,1,2,5,1,76.562611411,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,76.562611411,20250731,1,2,1,2
8452968,1,1,1,1,1,1,82.942829029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,82.942829029,20250731,1,2,2,2
8452969,1,1,1,5,5,1,73.159828682,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,73.159828682,20250731,2,2,2,2
8452970,1,1,1,5,5,1,58.116333038,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,58.116333038,20250731,2,2,1,2
8452971,1,3,3,1,1,3,54.974919026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.92475708,,,,,
8452972,1,3,2,2,1,3,70.472302877,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.18,0,211.41690863,,,,,
8452973,1,6,2,3,1,6,97.66026548,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0.47,1,585.96159288,,,,,
8452974,1,5,3,2,1,5,33.304683755,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.18,0,166.52341877,,,,,
8452975,1,4,3,2,1,4,102.51611817,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0.23,0,410.06447269,,,,,
8452976,1,2,2,2,1,2,67.496152846,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.38,1,134.99230569,,,,,
8452977,1,3,2,2,1,3,82.414639914,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0.23,0,247.24391974,,,,,
8452978,1,5,1,6,1,5,71.506392887,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.22,0,357.53196444,,,,,
8452979,1,4,3,3,5,4,166.31981898,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,665.27927592,,,,,
8452980,1,6,2,6,5,6,148.7874321,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.43,1,892.72459257,,,,,
8452981,1,5,2,6,5,5,104.77721491,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.53,1,523.88607456,,,,,
8452982,1,4,1,6,5,4,84.057381862,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.36,1,336.22952745,,,,,
8452983,1,8,1,6,5,8,75.747896356,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0.56,1,605.98317084,,,,,
8452984,1,4,1,6,5,4,84.057381862,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.36,1,336.22952745,,,,,
8452985,1,6,1,6,5,6,73.313837432,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0.31,0,439.88302459,,,,,
8452986,1,3,1,6,5,3,100.37384525,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0.47,1,301.12153574,,,,,
8452987,1,1,1,6,5,1,163.72753479,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.22,0,163.72753479,20250731,2,2,2,2
8452988,1,5,1,6,5,5,135.03008133,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0.51,1,675.15040667,,,,,
8452989,1,4,1,6,5,4,123.3823239,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0.56,1,493.52929559,,,,,
8452990,1,3,1,6,5,3,108.68451661,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0.42,1,326.05354984,,,,,
8452991,1,5,1,6,6,5,82.414680368,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.26,0,412.07340184,,,,,
8452992,1,2,1,6,5,2,166.40682922,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0.52,1,332.81365843,,,,,
8452993,1,8,1,6,6,8,164.67492965,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0.66,1,1317.3994372,,,,,
8452994,1,3,1,6,5,3,143.46356193,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0.27,0,430.39068579,,,,,
8452995,1,4,1,6,5,4,135.91142521,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0.56,1,543.64570083,,,,,
8452996,1,2,3,5,2,2,106.70428283,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.44,1,213.40856565,,,,,
8452997,1,2,2,2,2,2,147.83703509,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,295.67407019,,,,,
8452998,1,2,1,3,2,2,149.27223621,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,298.54447242,,,,,
8452999,1,3,3,2,2,3,121.84701388,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3,0,365.54104163,,,,,
8453000,1,2,1,5,2,2,85.363426261,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,170.72685252,,,,,
8453001,1,2,1,3,2,2,119.41778897,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,238.83557794,,,,,
8453002,1,2,1,2,2,2,85.363426261,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.4,1,170.72685252,,,,,
8453003,1,1,2,3,2,1,88.919710366,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.44,1,88.919710366,20250731,2,2,2,2
8453004,1,3,2,2,2,3,53.126677785,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,159.38003335,,,,,
8453005,1,2,2,6,5,2,68.390009408,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,136.78001882,,,,,
8453006,1,1,1,6,5,1,79.039742547,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0.48,1,79.039742547,20250731,2,2,2,2
8453008,1,1,1,5,5,1,115.02840752,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.38,1,115.02840752,20250731,2,2,2,2
8453009,1,1,1,6,5,1,133.37956555,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0.42,1,133.37956555,20250731,2,2,2,2
8453010,1,4,1,6,5,4,201.43805668,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0.46,1,805.75222672,,,,,
8453011,1,4,1,6,5,4,209.69148014,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0.46,1,838.76592057,,,,,
8453012,1,2,1,6,6,2,206.42156231,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0.57,1,412.84312462,,,,,
8453013,1,3,1,6,5,3,178.35017561,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0.42,1,535.05052683,,,,,
8453014,1,4,1,5,5,4,181.29383347,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.42,1,725.17533387,,,,,
8453015,1,6,1,6,5,6,127.53970217,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0.41,1,765.23821302,,,,,
8453016,1,3,1,6,5,3,153.92948095,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.32,0,461.78844284,,,,,
