DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P5010,P8526,P8530,PERSONAS,FEX_C,logro_educativo,analfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,aseguramiento_salud,barreras_acceso_salud,desempleo_larga_duracion,empleo_formal,acueducto,alcantarillado,pisos,paredes,hacinamiento,IPM,POBRE,FEXP,PERIODO,P1075,P1077S21,P1077S22,P1077S23
8375902,1,2,2,2,2,2,155.64013565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,311.2802713,,,,,
8375903,1,2,1,2,2,2,98.743956611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,197.48791322,,,,,
8375904,1,3,2,2,2,3,227.32229074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.96687223,,,,,
8375905,1,2,2,2,2,2,179.79344405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,359.5868881,,,,,
8375906,1,1,1,2,2,1,279.32740398,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,279.32740398,20250731,2,2,2,2
8375908,1,3,1,2,2,3,163.10708006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,489.32124019,,,,,
8375909,1,2,1,2,2,2,93.777866647,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,187.55573329,,,,,
8375910,1,4,2,2,2,4,123.96559574,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,495.86238297,,,,,
8375911,1,1,1,2,2,1,105.70136333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,105.70136333,20250731,2,2,2,2
8375912,1,4,1,2,1,4,255.61554708,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.44,1,1022.4621883,,,,,
8375914,1,3,2,2,2,3,135.88909243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.66727728,,,,,
8375916,1,1,1,2,2,1,105.70136333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.70136333,20250731,2,2,2,2
8375917,1,2,1,2,2,2,84.665399725,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0,169.33079945,,,,,
8375918,1,3,1,2,2,3,133.26500096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.79500289,,,,,
8375919,1,1,1,2,2,1,135.30469218,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,135.30469218,20250731,2,2,2,2
8375920,1,3,2,2,2,3,162.86832981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.60498943,,,,,
8375922,1,3,2,2,2,3,135.88909243,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,407.66727728,,,,,
8375923,1,2,1,1,1,2,240.85689581,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,481.71379162,,,,,
8375924,1,1,1,1,1,1,271.48092791,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,271.48092791,20250731,2,2,2,2
8375925,1,1,1,1,1,1,347.51343052,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0,347.51343052,20250731,2,2,2,2
8375927,1,2,1,2,1,2,240.85689581,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,481.71379162,,,,,
8375928,1,5,2,1,1,5,649.66016536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,3248.3008268,,,,,
8375929,1,2,1,2,2,2,217.4526473,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,434.90529459,,,,,
8375930,1,4,2,1,1,4,474.32755406,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0.4,1,1897.3102162,,,,,
8375932,1,2,1,2,2,2,567.9924328,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.35,1,1135.9848656,,,,,
8375933,1,2,1,1,1,2,240.85689581,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,481.71379162,,,,,
8375935,1,2,1,1,1,2,217.4526473,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,434.90529459,,,,,
8375936,1,2,2,1,1,2,217.4526473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.90529459,,,,,
8375937,1,3,2,1,1,3,770.56945077,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0,2311.7083523,,,,,
8375938,1,3,2,1,1,3,217.4526473,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,652.35794189,,,,,
8375939,1,1,1,1,1,1,347.51343052,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,347.51343052,20250731,2,2,2,1
8375940,1,5,2,1,2,5,869.81058918,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,4349.0529459,,,,,
8375941,1,3,2,1,1,3,513.3399614,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1540.0198842,,,,,
8375943,1,7,3,2,2,7,171.21728969,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.29,0,1198.5210278,,,,,
8375944,1,2,2,2,5,2,295.38251316,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.38,1,590.76502632,,,,,
8375948,1,2,2,2,5,2,295.38251316,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0.48,1,590.76502632,,,,,
8375950,1,4,2,2,5,4,190.11303791,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.33,0,760.45215164,,,,,
8375951,1,5,3,2,5,5,310.36163266,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,1551.8081633,,,,,
8375954,1,2,1,2,2,2,210.58240228,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,421.16480455,,,,,
8375955,1,3,2,2,2,3,161.23542495,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.15,0,483.70627484,,,,,
8375956,1,3,2,2,2,3,239.5968061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,718.7904183,,,,,
8375957,1,2,1,2,2,2,210.58240228,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.4,1,421.16480455,,,,,
8375958,1,2,2,2,2,2,326.79570423,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,653.59140845,,,,,
8375959,1,4,2,2,2,4,197.09742171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,788.38968685,,,,,
8375961,1,1,1,2,2,1,418.07208836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,418.07208836,20250731,2,2,2,2
8375962,1,2,1,2,2,2,261.65300523,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,523.30601047,,,,,
8375963,1,3,1,2,2,3,313.15991234,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,939.47973701,,,,,
8375964,1,5,2,6,1,5,195.34612983,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.39,1,976.73064917,,,,,
8375966,1,2,1,1,1,2,118.77346971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,237.54693942,,,,,
8375967,1,3,2,1,1,3,137.55890257,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,412.67670771,,,,,
8375968,1,3,2,1,1,3,189.06740111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,567.20220333,,,,,
8375969,1,4,2,1,1,4,225.51450133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,902.05800533,,,,,
8375970,1,1,1,1,1,1,269.82235557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.82235557,20250731,1,2,2,2
8375971,1,5,3,1,1,5,246.02273947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1230.1136973,,,,,
8375972,1,3,1,1,1,3,114.82491896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.09,0,344.47475689,,,,,
8375973,1,3,2,1,1,3,260.15532281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.46596843,,,,,
8375974,1,5,3,1,1,5,88.491769428,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,442.45884714,,,,,
8375975,1,5,2,1,1,5,121.67618296,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,608.38091482,,,,,
8375976,1,1,1,1,1,1,208.57579313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,208.57579313,20250731,2,2,2,2
8375977,1,1,1,1,1,1,208.57579313,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.34,1,208.57579313,20250731,2,2,2,2
8375978,1,3,3,1,1,3,267.13239143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.3971743,,,,,
8375981,1,2,2,1,1,2,319.06906517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,638.13813035,,,,,
8375982,1,2,2,1,1,2,214.64877138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,429.29754275,,,,,
8375983,1,1,1,1,1,1,252.35900739,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,252.35900739,20250731,2,2,2,2
8375985,1,4,2,1,1,4,247.86401779,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.29,0,991.45607117,,,,,
8375986,1,4,2,1,1,4,282.60397334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1130.4158934,,,,,
8375987,1,1,1,1,9,1,208.57579313,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,208.57579313,20250731,1,2,2,2
8375988,1,2,2,1,1,2,163.31352085,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,326.6270417,,,,,
8375989,1,3,1,4,9,3,82.110704597,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.36,1,246.33211379,,,,,
8375990,1,3,1,2,9,3,90.345911165,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0.46,1,271.03773349,,,,,
8375991,1,4,1,6,8,4,86.010863724,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,344.0434549,,,,,
8375992,1,1,1,6,9,1,90.0203112,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.36,1,90.0203112,20250731,2,2,2,2
8375993,1,9,1,6,8,9,138.95231023,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0.51,1,1250.5707921,,,,,
8375994,1,2,1,2,9,2,55.308980316,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0.42,1,110.61796063,,,,,
8375995,1,3,1,6,8,3,70.765241072,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,212.29572321,,,,,
8375996,1,3,1,6,9,3,100.70630016,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0.55,1,302.11890047,,,,,
8375997,1,3,1,6,8,3,131.18502684,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0.46,1,393.55508053,,,,,
8375998,1,5,1,4,8,5,108.54998155,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0.46,1,542.74990773,,,,,
8375999,1,3,2,2,8,3,196.48475584,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,589.45426753,,,,,
8376000,1,1,1,6,8,1,106.7959962,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.12,0,106.7959962,20250731,1,2,2,2
8376001,1,1,1,6,8,1,118.42600042,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,118.42600042,20250731,2,2,2,2
8376003,1,5,2,6,8,5,59.064454605,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.33,0,295.32227302,,,,,
8376004,1,3,2,6,8,3,65.923102546,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.43,1,197.76930764,,,,,
8376005,1,3,1,6,8,3,145.01865387,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.27,0,435.05596161,,,,,
8376006,1,5,1,6,8,5,74.474402364,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,372.37201182,,,,,
8376007,1,1,1,6,4,1,118.42600042,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.47,1,118.42600042,20250731,2,2,2,2
8376008,1,2,1,6,8,2,88.046897627,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.32,0,176.09379525,,,,,
8376009,1,4,2,1,1,4,170.7934743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,683.17389719,,,,,
8376010,1,4,2,1,1,4,63.614675398,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,254.45870159,,,,,
8376011,1,1,1,1,1,1,131.93819816,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,131.93819816,20250731,2,2,2,2
8376012,1,3,2,1,1,3,159.49444983,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,478.4833495,,,,,
8376013,1,2,1,2,1,2,84.057026537,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,168.11405307,,,,,
8376014,1,4,2,2,1,4,117.36089422,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,469.4435769,,,,,
8376015,1,1,1,2,1,1,110.65634798,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,110.65634798,20250731,2,2,2,2
8376016,1,3,2,2,1,3,132.43889321,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,397.31667963,,,,,
8376017,1,3,2,2,1,3,64.359463312,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,193.07838994,,,,,
8376018,1,1,1,2,1,1,110.65634798,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,110.65634798,20250731,1,2,2,2
8376019,1,3,2,2,1,3,64.359463312,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,193.07838994,,,,,
8376020,1,2,1,2,1,2,104.44259998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,208.88519997,,,,,
8376021,1,4,2,2,1,4,105.83957177,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.29,0,423.35828707,,,,,
8376022,1,3,2,2,1,3,152.16760179,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,456.50280536,,,,,
8376023,1,4,2,2,1,4,96.469569539,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,385.87827816,,,,,
8376024,1,2,1,2,1,2,66.014666496,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,132.02933299,,,,,
8376034,1,3,1,6,4,3,233.31635599,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.22,0,699.94906796,,,,,
8376035,1,2,1,6,5,2,172.9900927,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.42,1,345.9801854,,,,,
8376036,1,2,1,6,5,2,121.28707015,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.22,0,242.57414029,,,,,
8376037,1,3,1,2,4,3,285.9800852,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.18,0,857.94025561,,,,,
8376038,1,4,2,6,5,4,326.77371706,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.42,1,1307.0948683,,,,,
8376040,1,1,1,6,4,1,121.28707015,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0.42,1,121.28707015,20250731,2,2,2,2
8376041,1,2,1,3,5,2,97.753517966,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,195.50703593,,,,,
8376042,1,3,2,1,5,3,116.05249908,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,348.15749724,,,,,
8376043,1,4,3,2,5,4,111.51875653,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,446.0750261,,,,,
8376044,1,2,2,2,5,2,75.267555771,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,150.53511154,,,,,
8376045,1,1,1,3,1,1,103.35952541,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.44,1,103.35952541,20250731,2,2,2,2
8376046,1,2,2,3,1,2,110.4342922,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.24,0,220.86858439,,,,,
8376048,1,1,1,3,1,1,82.261650958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,82.261650958,20250731,1,2,1,2
8376049,1,4,3,3,1,4,97.954245548,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,391.81698219,,,,,
8376050,1,4,2,5,5,4,96.977402716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,387.90961086,,,,,
8376051,1,2,2,2,5,2,63.950071753,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,127.90014351,,,,,
8376053,1,8,3,5,5,8,96.797854466,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.23,0,774.38283573,,,,,
8376054,1,3,2,2,5,3,83.429406192,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.23,0,250.28821858,,,,,
8376058,1,3,2,1,10,3,21.824635042,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.09,0,65.473905126,,,,,
8376064,1,1,1,2,10,1,18.543097261,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,18.543097261,20250731,1,2,2,2
8376065,1,3,3,2,1,3,38.246667654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,114.74000296,,,,,
8376069,1,3,1,2,1,3,152.81506666,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.18,0,458.44519998,,,,,
8376070,1,3,1,2,8,3,128.08658693,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.36,1,384.25976079,,,,,
8376071,1,3,1,2,8,3,178.050702,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.26,0,534.15210599,,,,,
8376072,1,5,1,2,8,5,252.01321164,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.36,1,1260.0660582,,,,,
8376073,1,3,2,2,8,3,159.4772073,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.43,1,478.4316219,,,,,
8376074,1,5,2,2,8,5,261.63948662,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0.41,1,1308.1974331,,,,,
8376075,1,1,1,6,8,1,165.19584906,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,165.19584906,20250731,2,2,2,2
8376076,1,4,1,2,9,4,125.61905812,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.42,1,502.47623246,,,,,
8376078,1,10,2,6,8,10,340.01653047,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.57,1,3400.1653047,,,,,
8376079,1,4,1,2,8,4,196.59314,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.32,0,786.37256002,,,,,
8376080,1,5,3,2,10,5,261.63948662,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.28,0,1308.1974331,,,,,
8376081,1,2,2,1,10,2,107.43404614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.86809228,,,,,
8376082,1,2,1,1,1,2,216.82482204,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,433.64964407,,,,,
8376083,1,6,2,1,1,6,180.59269395,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.34,1,1083.5561637,,,,,
8376084,1,3,1,1,8,3,187.37172143,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.18,0,562.1151643,,,,,
8376085,1,3,2,1,1,3,165.43879753,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,496.31639259,,,,,
8376086,1,2,1,1,1,2,111.86953949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,223.73907897,,,,,
8376087,1,2,1,1,1,2,104.27886423,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,208.55772847,,,,,
8376088,1,3,1,2,8,3,111.52663715,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.32,0,334.57991146,,,,,
8376089,1,2,1,1,9,2,95.715403404,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,191.43080681,,,,,
8376090,1,2,1,1,9,2,54.084664446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,108.16932889,,,,,
8376091,1,3,2,1,9,3,67.862324531,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,203.58697359,,,,,
8376093,1,2,1,1,9,2,54.084664446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,108.16932889,,,,,
8376096,1,2,1,1,9,2,95.715403404,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,191.43080681,,,,,
8376097,1,3,2,1,8,3,55.266739494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.80021848,,,,,
8376098,1,6,2,1,9,6,100.24495109,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.19,0,601.46970655,,,,,
8376100,1,4,2,1,8,4,108.32576146,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,433.30304582,,,,,
8376101,1,2,2,1,1,2,226.74595752,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,453.49191503,,,,,
8376102,1,4,2,1,1,4,330.91125855,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,1323.6450342,,,,,
8376103,1,3,2,1,1,3,211.99243915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,635.97731746,,,,,
8376104,1,2,2,1,1,2,182.46147798,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,364.92295596,,,,,
8376105,1,4,2,1,1,4,280.07663134,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,1120.3065253,,,,,
8376106,1,1,1,1,1,1,158.58358783,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,158.58358783,20250731,2,2,2,2
8376107,1,3,2,1,1,3,555.1916538,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1665.5749614,,,,,
8376110,1,2,1,1,1,2,675.25294249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1350.505885,,,,,
8376111,1,5,3,1,1,5,702.27628844,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,3511.3814422,,,,,
8376114,1,2,2,1,1,2,568.94362519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1137.8872504,,,,,
8376115,1,4,1,1,1,4,721.79377298,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.38,1,2887.1750919,,,,,
8376116,1,1,1,1,1,1,303.60957837,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,303.60957837,20250731,1,2,2,2
8376117,1,6,2,1,1,6,385.52196352,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.29,0,2313.1317811,,,,,
8376118,1,5,2,1,1,5,309.50412833,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1547.5206416,,,,,
8376119,1,4,3,1,1,4,257.94963241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1031.7985296,,,,,
8376120,1,3,3,1,1,3,214.04956363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.14869089,,,,,
8376121,1,3,2,1,1,3,322.47940436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,967.43821307,,,,,
8376122,1,3,2,1,1,3,241.07210973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,723.21632918,,,,,
8376123,1,2,2,1,1,2,258.53167901,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,517.06335803,,,,,
8376124,1,4,2,1,1,4,331.30666027,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1325.2266411,,,,,
8376125,1,4,1,1,1,4,313.80096697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,1255.2038679,,,,,
8376126,1,4,2,1,1,4,344.03074009,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.35,1,1376.1229603,,,,,
8376127,1,4,2,1,1,4,249.80339351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,999.21357405,,,,,
8376128,1,1,1,1,1,1,182.0813441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,182.0813441,20250731,2,2,2,2
8376129,1,2,1,1,1,2,119.47244505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,238.9448901,,,,,
8376130,1,4,2,1,1,4,233.5140222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,934.0560888,,,,,
8376131,1,5,3,1,1,5,172.64322711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,863.21613557,,,,,
8376132,1,5,3,1,1,5,137.83148324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,689.15741621,,,,,
8376133,1,1,1,1,1,1,120.58197171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.58197171,20250731,1,1,2,2
8376134,1,1,1,1,1,1,177.67908577,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,177.67908577,20250731,2,2,2,2
8376135,1,8,3,1,1,8,248.02654258,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,1984.2123406,,,,,
8376136,1,4,2,1,1,4,109.65900171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,438.63600685,,,,,
8376137,1,1,1,1,1,1,121.85125563,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,121.85125563,20250731,1,2,2,2
8376138,1,2,2,1,1,2,147.51299612,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,295.02599224,,,,,
8376139,1,5,2,1,1,5,170.43383447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.16917234,,,,,
8376140,1,4,1,1,1,4,190.17697074,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,760.70788298,,,,,
8376141,1,4,2,1,1,4,186.11002775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,744.440111,,,,,
8376142,1,5,3,1,1,5,236.51676439,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1182.5838219,,,,,
8376143,1,2,2,1,1,2,105.06907211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,210.13814422,,,,,
8376144,1,3,2,1,1,3,150.35338898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,451.06016695,,,,,
8376145,1,3,2,2,1,3,54.000356389,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,162.00106917,,,,,
8376147,1,4,2,2,1,4,47.295854018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,189.18341607,,,,,
8376148,1,4,2,2,2,4,27.81355457,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.29,0,111.25421828,,,,,
8376149,1,2,2,2,1,2,46.502232275,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,93.00446455,,,,,
8376152,1,4,2,2,1,4,61.606306235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,246.42522494,,,,,
