DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P6020,P6040,P6051,FEX_C,P6090,P5665,P8563,P51,P55,P774,P6160,P8587,P8587S1,P1088,P1088S1,P6180,P6250,P6260,P6270,P6351,P7250,P6920,P8586,P3336S1,P3336S2,P3336S3,P3337,P6240,P1082S2
8409943,1,1,1,1,62,1,155.071040505308,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409943,2,1,2,2,61,2,155.071040505308,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409944,1,1,1,2,35,1,458.753354358722,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409944,2,1,2,1,37,2,458.753354358722,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409944,3,1,3,1,13,3,458.753354358722,1,2,NA,NA,NA,NA,1,NA,NA,3,7,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409944,4,1,4,2,12,3,458.753354358722,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409944,5,1,5,2,6,3,458.753354358722,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409945,1,1,1,1,81,1,174.787729564704,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409946,1,1,1,2,40,1,140.002669068644,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409947,1,1,1,2,38,1,140.002669068644,1,2,NA,NA,NA,NA,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409947,2,1,2,1,58,2,140.002669068644,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409948,1,1,1,2,48,1,140.002669068644,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409948,2,1,2,2,89,5,140.002669068644,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,
8409949,1,1,1,2,87,1,155.071040505308,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409949,2,1,2,1,84,7,155.071040505308,1,1,6,NA,NA,NA,2,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409950,1,1,1,1,46,1,224.706145591781,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409950,2,1,2,1,85,5,224.706145591781,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409950,3,1,3,2,71,5,224.706145591781,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409951,1,1,1,1,68,1,155.071040505308,1,2,NA,NA,NA,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,2
8409951,2,1,2,2,88,5,155.071040505308,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409952,1,1,1,1,44,1,204.02309252379,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,2
8409952,2,1,2,2,81,5,204.02309252379,1,2,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,2
8409953,1,1,1,2,65,1,310.41832076473,1,1,7,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409953,2,1,2,1,68,2,310.41832076473,1,1,6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409953,3,1,3,1,39,3,310.41832076473,1,1,1,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,1
8409955,1,1,1,2,60,1,598.168172001589,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409955,2,1,2,1,39,3,598.168172001589,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409955,3,1,3,1,29,3,598.168172001589,1,2,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8409955,4,1,4,1,28,3,598.168172001589,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8409956,1,1,1,2,69,1,1176.4412486176,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,1
8409956,2,1,2,1,35,3,1176.4412486176,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409957,1,1,1,1,78,1,948.857915916316,1,2,NA,NA,NA,NA,1,11,4,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,3,1
8409958,1,1,1,2,64,1,839.958565473582,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,2
8409958,2,1,2,1,71,2,839.958565473582,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409959,1,1,1,2,23,1,1025.03373892599,1,2,NA,NA,NA,NA,1,NA,NA,7,1,NA,2,2,2,1,12,2,1,2,1,2,,4,1
8409960,1,1,1,2,80,1,839.958565473582,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409960,2,1,2,1,85,14,839.958565473582,1,1,1,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,
8409961,1,1,1,2,50,1,926.297364669937,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409961,2,1,2,2,16,3,926.297364669937,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409962,1,1,1,2,25,1,840.168213315454,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,2,2,2,1,4,2,2,,,,,4,1
8409963,1,1,1,1,40,1,1285.34059906034,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409964,1,1,1,2,72,1,1522.87726010644,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409964,2,1,2,1,52,3,1522.87726010644,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409964,3,1,3,1,35,3,1522.87726010644,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409965,1,1,1,2,47,1,783.272425690712,1,1,1,NA,NA,NA,1,10,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8409965,2,1,2,1,22,2,783.272425690712,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409966,1,1,1,1,74,1,671.966852378866,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409966,2,1,2,2,72,2,671.966852378866,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409967,1,1,1,2,72,1,671.966852378866,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409967,2,1,2,1,69,2,671.966852378866,1,1,6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409968,1,1,1,1,68,1,759.086332733053,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409969,1,1,1,2,84,1,664.004189703019,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409970,1,1,1,2,61,1,664.004189703019,1,1,1,NA,NA,NA,1,4,8,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8409971,1,1,1,2,47,1,672.134570652364,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,1,8,2,2,,,,,4,1
8409972,1,1,1,2,61,1,664.004189703019,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409973,1,1,1,2,56,1,1073.08703917298,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8409973,2,1,2,2,10,3,1073.08703917298,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409974,1,1,1,2,82,1,664.004189703019,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409975,1,1,1,1,59,1,759.086332733053,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409976,1,1,1,1,60,1,1779.59186544362,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409976,2,1,2,2,57,2,1779.59186544362,1,2,NA,NA,NA,NA,2,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409976,3,1,3,1,27,3,1779.59186544362,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8409977,1,1,1,1,74,1,1259.93784821037,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409977,2,1,2,2,63,2,1259.93784821037,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409978,1,1,1,1,48,1,1694.56265576932,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409978,2,1,2,2,41,2,1694.56265576932,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409978,3,1,3,1,15,3,1694.56265576932,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8409979,1,1,1,1,68,1,1423.28687387447,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409980,1,1,1,1,57,1,1779.59186544362,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409980,2,1,2,2,60,2,1779.59186544362,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409980,3,1,3,1,31,3,1779.59186544362,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,NA,NA,NA,NA,NA,2,1,1,2,2,,1,1
8409981,1,1,1,2,85,1,1245.00785569316,1,2,NA,NA,NA,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409982,1,1,1,1,67,1,1259.93784821037,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409982,2,1,2,2,60,2,1259.93784821037,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409983,1,1,1,2,63,1,1274.86784072759,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409983,2,1,2,1,66,7,1274.86784072759,2,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,3,1
8409983,3,1,3,1,58,7,1274.86784072759,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409984,1,1,1,2,54,1,2071.13270832397,1,1,6,NA,NA,NA,1,10,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409984,2,1,2,2,22,3,2071.13270832397,1,2,NA,NA,NA,NA,1,NA,NA,7,2,2,1,NA,NA,NA,NA,2,1,1,2,2,,3,1
8409984,3,1,3,1,16,3,2071.13270832397,1,2,NA,NA,NA,NA,1,NA,NA,4,10,2,1,NA,NA,NA,NA,2,1,1,2,2,1,3,1
8409984,4,1,4,2,9,3,2071.13270832397,1,1,7,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8409985,1,1,1,1,71,1,1259.93784821037,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,1,NA,NA,2,2,,,,,4,1
8409985,2,1,2,2,70,2,1259.93784821037,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409986,1,1,1,1,75,1,559.972376982388,1,2,NA,NA,NA,NA,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409986,2,1,2,2,57,2,559.972376982388,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409987,1,1,1,2,46,1,559.052968056008,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409987,2,1,2,1,63,2,559.052968056008,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409987,3,1,3,1,11,4,559.052968056008,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409987,4,1,4,1,11,4,559.052968056008,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409987,5,1,5,1,11,4,559.052968056008,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409988,1,1,1,2,38,1,542.367100690079,1,1,1,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409988,2,1,2,2,12,3,542.367100690079,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8409988,3,1,3,1,10,3,542.367100690079,1,1,1,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409988,4,1,4,2,71,9,542.367100690079,1,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409989,1,1,1,2,63,1,608.191350194115,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409989,2,1,2,2,23,3,608.191350194115,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8409989,3,1,3,1,4,4,608.191350194115,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409991,1,1,1,1,67,1,559.972376982388,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8409991,2,1,2,2,66,2,559.972376982388,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409992,1,1,1,1,46,1,856.893732706893,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409993,1,1,1,2,41,1,863.083991685443,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,1
8409993,2,1,2,1,17,3,863.083991685443,1,2,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409993,3,1,3,2,8,3,863.083991685443,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409994,1,1,1,1,29,1,856.893732706893,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409995,1,1,1,1,87,1,559.972376982388,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,2
8409995,2,1,2,2,81,2,559.972376982388,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409996,1,1,1,1,84,1,632.571943944211,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,2
8409997,1,1,1,2,33,1,958.433951004926,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,1
8409997,2,1,2,2,9,3,958.433951004926,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409997,3,1,3,2,12,9,958.433951004926,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409998,1,1,1,2,62,1,93.9344594799072,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409998,2,1,2,1,90,5,93.9344594799072,1,2,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409998,3,1,3,2,87,5,93.9344594799072,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8409998,4,1,4,1,55,7,93.9344594799072,1,2,NA,NA,NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409999,1,1,1,1,61,1,93.352708706168,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409999,2,1,2,2,64,2,93.352708706168,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410000,1,1,1,2,68,1,108.577859474427,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410000,2,1,2,2,30,3,108.577859474427,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8410000,3,1,3,2,7,4,108.577859474427,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8410001,1,1,1,1,71,1,105.222148186384,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8410002,1,1,1,2,47,1,84.281554705914,1,1,7,NA,NA,NA,1,3,5,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8410002,2,1,2,1,65,2,84.281554705914,1,1,8,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410003,1,1,1,2,29,1,106.63653925821,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410003,2,1,2,1,11,3,106.63653925821,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,1
8410004,1,1,1,1,66,1,84.281554705914,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410004,2,1,2,2,63,2,84.281554705914,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410004,3,1,3,2,84,6,84.281554705914,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,2
8410005,1,1,1,2,29,1,120.447298954643,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8410005,2,1,2,2,3,3,120.447298954643,1,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8410006,1,1,1,2,47,1,120.502120583992,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410006,2,1,2,2,26,3,120.502120583992,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,1
8410006,3,1,3,1,24,3,120.502120583992,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410006,4,1,4,1,21,3,120.502120583992,1,1,1,NA,NA,NA,1,NA,NA,4,11,2,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,1
8410007,1,1,1,2,75,1,84.281554705914,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,2
8410008,1,1,1,1,79,1,105.222148186384,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8410009,1,1,1,1,78,1,93.352708706168,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8410009,2,1,2,2,59,2,93.352708706168,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410010,1,1,1,1,39,1,84.281554705914,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410010,2,1,2,2,36,2,84.281554705914,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410010,3,1,3,1,75,5,84.281554705914,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8410011,1,1,1,1,73,1,93.352708706168,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8410011,2,1,2,2,78,2,93.352708706168,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8410012,1,1,1,1,65,1,93.352708706168,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8410012,2,1,2,2,67,2,93.352708706168,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410013,1,1,1,1,36,1,84.281554705914,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8410013,2,1,2,2,32,2,84.281554705914,1,2,NA,NA,NA,NA,1,11,6,NA,NA,NA,1,NA,NA,NA,NA,1,2,,,,,4,1
8410015,1,1,1,1,70,1,105.222148186384,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410016,1,1,1,1,30,1,84.281554705914,9,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410016,2,1,2,2,26,2,84.281554705914,9,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410017,1,1,1,2,64,1,159.417490708086,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410017,2,1,2,1,23,3,159.417490708086,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410019,1,1,1,1,86,1,105.222148186384,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,2
8410020,1,1,1,2,34,1,198.963271210517,1,2,NA,NA,NA,NA,1,6,1,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,1
8410020,2,1,2,1,11,3,198.963271210517,1,1,1,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,,,,,
8410020,3,1,3,2,6,3,198.963271210517,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8410021,1,1,1,2,54,1,227.072818875654,1,1,8,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410021,2,1,2,1,52,2,227.072818875654,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410021,3,1,3,1,24,3,227.072818875654,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410021,4,1,4,1,19,3,227.072818875654,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410022,1,1,1,1,38,1,162.129938477815,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410022,2,1,2,2,27,2,162.129938477815,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8410022,3,1,3,1,7,3,162.129938477815,1,2,NA,NA,NA,NA,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8410023,1,1,1,2,63,1,84.281554705914,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8410024,1,1,1,1,67,1,105.222148186384,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8410025,1,1,1,1,59,1,84.281554705914,1,1,1,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410025,2,1,2,2,42,2,84.281554705914,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410026,1,1,1,1,67,1,93.352708706168,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8410026,2,1,2,2,64,2,93.352708706168,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410027,1,1,1,1,68,1,84.281554705914,1,1,1,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8410027,2,1,2,2,60,2,84.281554705914,1,1,6,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8410027,3,1,3,1,39,3,84.281554705914,1,1,1,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8410027,4,1,4,2,37,3,84.281554705914,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
