"DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P5010","P8526","P8530","REGION","DEPARTAMENTO","PERSONAS","FEX_C","logro_educativo","analfabetismo","inasistencia_escolar","rezago_escolar","atencion_integral","trabajo_infantil","aseguramiento_salud","barreras_acceso_salud","desempleo_larga_duracion","empleo_formal","acueducto","alcantarillado","pisos","paredes","hacinamiento","IPM","POBRE","FEXP","PERIODO","P1075","P1077S21","P1077S22","P1077S23"
8378356,1,3,3,1,1,3,18,3,61.6589074262614,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,184.976722278784,NA,NA,NA,NA,NA
8378357,1,2,1,1,1,3,18,2,53.7429340357158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,107.485868071432,NA,NA,NA,NA,NA
8378358,1,3,3,1,1,3,18,3,50.7012329688934,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,152.10369890668,NA,NA,NA,NA,NA
8378359,1,4,3,1,1,3,18,4,71.0618090402115,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,284.247236160846,NA,NA,NA,NA,NA
8378360,1,1,1,1,1,3,18,1,81.4830018337847,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,81.4830018337847,20250731,2,2,2,2
8378361,1,3,2,1,1,3,18,3,77.0564743808539,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,231.169423142562,NA,NA,NA,NA,NA
8378362,1,3,2,2,2,3,18,3,17.0731564538782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,51.2194693616346,NA,NA,NA,NA,NA
8378363,1,5,3,2,2,3,18,5,117.804779531759,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.2,0,589.023897658795,NA,NA,NA,NA,NA
8378364,1,1,1,2,2,3,18,1,17.0731564538782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,17.0731564538782,20250731,2,2,2,2
8378365,1,4,2,2,2,3,18,4,95.2168045851394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,380.867218340558,NA,NA,NA,NA,NA
8378366,1,3,3,2,2,3,18,3,28.702951631613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.108854894839,NA,NA,NA,NA,NA
8378367,1,3,2,2,2,3,18,3,17.0731564538782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,51.2194693616346,NA,NA,NA,NA,NA
8378368,1,5,4,2,2,3,18,5,75.3795402245598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.897701122799,NA,NA,NA,NA,NA
8378369,1,3,2,2,2,3,18,3,17.0731564538782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,51.2194693616346,NA,NA,NA,NA,NA
8378370,1,2,1,2,2,3,18,2,17.0731564538782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,34.1463129077564,NA,NA,NA,NA,NA
8378371,1,3,1,2,2,3,18,3,17.0731564538782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,51.2194693616346,NA,NA,NA,NA,NA
8378373,1,2,1,2,6,3,18,2,18.9701738376424,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.33,0,37.9403476752848,NA,NA,NA,NA,NA
8378374,1,3,3,2,6,3,18,3,31.89216847957,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,95.67650543871,NA,NA,NA,NA,NA
8378377,1,2,2,2,6,3,18,2,18.9701738376424,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,37.9403476752848,NA,NA,NA,NA,NA
8378379,1,4,3,2,6,3,18,4,18.9701738376424,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.29,0,75.8806953505696,NA,NA,NA,NA,NA
8378380,1,3,2,2,6,3,18,3,18.9701738376424,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.34,1,56.9105215129272,NA,NA,NA,NA,NA
8378381,1,1,1,2,2,3,18,1,35.5690759455795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5690759455795,20250731,1,2,2,2
8378382,1,3,3,2,2,3,18,3,59.7978158991937,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,179.393447697581,NA,NA,NA,NA,NA
8378383,1,3,2,2,2,3,18,3,59.7978158991937,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,179.393447697581,NA,NA,NA,NA,NA
8378385,1,2,2,2,2,3,18,2,35.5690759455795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,71.138151891159,NA,NA,NA,NA,NA
8378387,1,3,2,2,2,3,18,3,35.5690759455795,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,106.707227836738,NA,NA,NA,NA,NA
8378388,1,1,1,2,2,3,18,1,35.5690759455795,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,35.5690759455795,20250731,2,2,2,2
8378389,1,2,2,2,2,3,18,2,35.5690759455795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,71.138151891159,NA,NA,NA,NA,NA
8378391,1,2,1,2,3,3,18,2,14.9462445313758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,29.8924890627516,NA,NA,NA,NA,NA
8378392,1,4,2,2,3,3,18,4,102.382925611318,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,409.531702445272,NA,NA,NA,NA,NA
8378393,1,3,1,2,5,3,18,3,14.9462445313758,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,44.8387335941274,NA,NA,NA,NA,NA
8378394,1,3,2,2,6,3,18,3,25.1272419963616,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0.39,1,75.3817259890848,NA,NA,NA,NA,NA
8378395,1,2,2,2,3,3,18,2,14.9462445313758,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,29.8924890627516,NA,NA,NA,NA,NA
8378398,1,1,1,2,3,3,18,1,14.9462445313758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,14.9462445313758,20250731,2,2,2,2
8378399,1,1,1,2,3,3,18,1,14.9462445313758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,14.9462445313758,20250731,2,2,2,2
8378400,1,4,2,2,6,3,18,4,14.9462445313758,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,59.7849781255032,NA,NA,NA,NA,NA
8378401,1,3,2,1,2,3,18,3,18.9487766077906,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,56.8463298233718,NA,NA,NA,NA,NA
8378402,1,1,1,1,1,3,18,1,11.2711553775564,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,11.2711553775564,20250731,2,2,2,2
8378403,1,3,3,1,2,3,18,3,11.2711553775564,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,33.8134661326692,NA,NA,NA,NA,NA
8378405,1,2,2,2,2,3,18,2,11.2711553775564,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.3,0,22.5423107551128,NA,NA,NA,NA,NA
8378406,1,4,2,1,2,3,18,4,11.2711553775564,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,45.0846215102256,NA,NA,NA,NA,NA
8378408,1,3,2,2,2,3,18,3,11.2711553775564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,33.8134661326692,NA,NA,NA,NA,NA
8378410,1,3,2,1,2,3,18,3,18.9487766077906,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,56.8463298233718,NA,NA,NA,NA,NA
8378411,1,2,1,1,1,3,18,2,36.7985923905073,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,73.5971847810146,NA,NA,NA,NA,NA
8378412,1,1,1,1,1,3,18,1,36.7985923905073,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.34,1,36.7985923905073,20250731,1,2,2,2
8378413,1,2,2,1,1,3,18,2,36.7985923905073,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,73.5971847810146,NA,NA,NA,NA,NA
8378414,1,2,2,1,1,3,18,2,143.228711747507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,286.457423495014,NA,NA,NA,NA,NA
8378415,1,1,1,1,1,3,18,1,71.4238181583701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,71.4238181583701,20250731,1,2,2,2
8378416,1,3,2,1,1,3,18,3,36.7985923905073,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24,0,110.395777171522,NA,NA,NA,NA,NA
8378417,1,4,3,1,1,3,18,4,155.818932291883,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.35,1,623.275729167532,NA,NA,NA,NA,NA
8378418,1,4,3,1,1,3,18,4,161.913806518232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,647.655226072928,NA,NA,NA,NA,NA
8378419,1,3,2,1,1,3,18,3,36.7985923905073,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0,110.395777171522,NA,NA,NA,NA,NA
8378420,1,2,1,1,1,3,18,2,143.565077806801,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,287.130155613602,NA,NA,NA,NA,NA
8378421,1,1,1,1,1,3,18,1,36.7985923905073,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,36.7985923905073,20250731,2,2,2,2
8378422,1,3,2,1,1,3,18,3,96.0288949377485,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.35,1,288.086684813245,NA,NA,NA,NA,NA
8378423,1,1,1,1,1,3,18,1,57.957783015049,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.14,0,57.957783015049,20250731,1,2,2,2
8378424,1,3,2,1,1,3,18,3,57.957783015049,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,173.873349045147,NA,NA,NA,NA,NA
8378425,1,4,2,1,1,3,18,4,242.569662323716,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0.49,1,970.278649294864,NA,NA,NA,NA,NA
8378426,1,2,2,1,1,3,18,2,57.957783015049,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.15,0,115.915566030098,NA,NA,NA,NA,NA
8378427,1,3,1,1,1,3,18,3,255.014245266216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,765.042735798648,NA,NA,NA,NA,NA
8378428,1,2,2,1,1,3,18,2,57.957783015049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,115.915566030098,NA,NA,NA,NA,NA
8378429,1,3,2,1,1,3,18,3,149.822931508954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,449.468794526862,NA,NA,NA,NA,NA
8378430,1,2,2,1,1,3,18,2,57.957783015049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,115.915566030098,NA,NA,NA,NA,NA
8378431,1,3,2,1,1,3,18,3,255.014245266216,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,765.042735798648,NA,NA,NA,NA,NA
8378432,1,1,1,1,1,3,18,1,112.492513599433,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,112.492513599433,20250731,1,2,2,2
8378433,1,1,1,2,4,3,18,1,17.4826241543951,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,17.4826241543951,20250731,1,2,2,2
8378434,1,3,2,2,6,3,18,3,17.4826241543951,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.34,1,52.4478724631853,NA,NA,NA,NA,NA
8378435,1,2,1,2,4,3,18,2,28.1679686610032,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,56.3359373220064,NA,NA,NA,NA,NA
8378436,1,2,2,2,3,3,18,2,17.4826241543951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,34.9652483087902,NA,NA,NA,NA,NA
8378437,1,2,1,2,4,3,18,2,17.4826241543951,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,34.9652483087902,NA,NA,NA,NA,NA
8378438,1,2,1,2,4,3,18,2,17.4826241543951,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,34.9652483087902,NA,NA,NA,NA,NA
8378439,1,2,2,2,6,3,18,2,17.4826241543951,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0.44,1,34.9652483087902,NA,NA,NA,NA,NA
8378440,1,3,2,2,4,3,18,3,29.3913382011612,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,88.1740146034836,NA,NA,NA,NA,NA
8378441,1,4,2,2,4,3,18,4,97.5004014191151,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,390.00160567646,NA,NA,NA,NA,NA
8378442,1,1,1,2,6,3,18,1,17.4826241543951,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,17.4826241543951,20250731,1,2,2,2
8378443,1,6,3,1,1,3,41,6,322.506746991323,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0,1935.04048194794,NA,NA,NA,NA,NA
8378444,1,4,3,1,1,3,41,4,312.835042309226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1251.3401692369,NA,NA,NA,NA,NA
8378445,1,4,3,1,1,3,41,4,287.828887599217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.31555039687,NA,NA,NA,NA,NA
8378446,1,1,1,1,1,3,41,1,271.827268543052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.827268543052,20250731,1,1,1,1
8378447,1,5,3,1,1,3,41,5,286.310861098884,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.2,0,1431.55430549442,NA,NA,NA,NA,NA
8378448,1,2,2,1,1,3,41,2,129.464412541331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.928825082662,NA,NA,NA,NA,NA
8378449,1,4,2,1,1,3,41,4,287.982879354116,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,1151.93151741646,NA,NA,NA,NA,NA
8378450,1,2,1,1,1,3,41,2,129.464412541331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,258.928825082662,NA,NA,NA,NA,NA
8378451,1,3,2,1,1,3,41,3,208.781996411549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,626.345989234647,NA,NA,NA,NA,NA
8378452,1,4,3,1,1,3,41,4,258.019466787965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1032.07786715186,NA,NA,NA,NA,NA
8378453,1,1,1,1,1,3,41,1,130.467011365644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,130.467011365644,20250731,1,2,2,2
8378454,1,1,1,1,1,3,41,1,83.2285273633347,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,83.2285273633347,20250731,1,2,2,2
8378455,1,2,2,2,2,3,41,2,50.2294833457361,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,100.458966691472,NA,NA,NA,NA,NA
8378456,1,2,2,1,2,3,41,2,20.8099735407291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6199470814582,NA,NA,NA,NA,NA
8378457,1,1,1,1,2,3,41,1,20.8099735407291,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,20.8099735407291,20250731,2,2,2,2
8378458,1,2,1,1,2,3,41,2,27.2306387533422,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,54.4612775066844,NA,NA,NA,NA,NA
8378459,1,2,2,1,2,3,41,2,20.8099735407291,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,41.6199470814582,NA,NA,NA,NA,NA
8378460,1,1,1,2,6,3,41,1,32.0701166000458,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,32.0701166000458,20250731,2,2,2,2
8378462,1,3,2,2,6,3,41,3,25.6995060993578,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,77.0985182980734,NA,NA,NA,NA,NA
8378465,1,5,3,2,6,3,41,5,54.0622627619364,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,270.311313809682,NA,NA,NA,NA,NA
8378466,1,3,2,2,2,3,41,3,22.9670938733842,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,68.9012816201526,NA,NA,NA,NA,NA
8378469,1,3,2,2,2,3,41,3,53.8682487079064,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.2,0,161.604746123719,NA,NA,NA,NA,NA
8378471,1,4,2,2,2,3,41,4,46.6549086897245,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,186.619634758898,NA,NA,NA,NA,NA
8378473,1,3,2,2,4,3,41,3,27.8612710565733,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,83.5838131697199,NA,NA,NA,NA,NA
8378474,1,2,1,2,4,3,41,2,45.1929654499972,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.24,0,90.3859308999944,NA,NA,NA,NA,NA
8378475,1,6,2,2,4,3,41,6,86.3236628440418,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.39,1,517.941977064251,NA,NA,NA,NA,NA
8378476,1,3,2,6,4,3,41,3,31.2279541700078,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,93.6838625100234,NA,NA,NA,NA,NA
8378478,1,2,2,1,1,3,41,2,129.262145386691,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,258.524290773382,NA,NA,NA,NA,NA
8378479,1,6,2,2,2,3,41,6,196.745636653911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1180.47381992347,NA,NA,NA,NA,NA
8378480,1,5,2,2,2,3,41,5,165.660733439292,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.24,0,828.30366719646,NA,NA,NA,NA,NA
8378483,1,2,2,2,2,3,41,2,58.805976816912,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,117.611953633824,NA,NA,NA,NA,NA
8378488,1,4,3,2,2,3,41,4,235.223907267648,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,940.895629070592,NA,NA,NA,NA,NA
8378496,1,1,1,2,2,3,41,1,58.805976816912,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,58.805976816912,20250731,2,2,2,2
8378498,1,4,3,1,1,5,95,4,18.4537524612977,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,73.8150098451908,NA,NA,NA,NA,NA
8378499,1,1,1,2,3,5,95,1,9.20677710494832,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.42,1,9.20677710494832,20250731,2,2,2,2
8378500,1,4,2,2,3,5,95,4,14.9334728834944,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,59.7338915339776,NA,NA,NA,NA,NA
8378501,1,2,1,1,1,5,95,2,13.7624111755889,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,27.5248223511778,NA,NA,NA,NA,NA
8378502,1,2,1,2,3,5,95,2,15.9518856807963,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,31.9037713615926,NA,NA,NA,NA,NA
8378503,1,4,2,1,3,5,95,4,16.3947952779476,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,65.5791811117904,NA,NA,NA,NA,NA
8378504,1,1,1,1,1,5,95,1,12.449288100276,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.3,0,12.449288100276,20250731,2,2,2,2
8378505,1,1,1,2,3,5,95,1,12.8456903952853,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,12.8456903952853,20250731,2,2,1,2
8378506,1,4,2,1,1,5,95,4,30.4106136201718,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.19,0,121.642454480687,NA,NA,NA,NA,NA
8378507,1,3,2,1,3,5,95,3,17.1524059199192,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,51.4572177597576,NA,NA,NA,NA,NA
8378508,1,2,2,1,1,5,95,2,12.6083446803982,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,25.2166893607964,NA,NA,NA,NA,NA
8378509,1,2,3,1,1,5,95,2,12.6083446803982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2166893607964,NA,NA,NA,NA,NA
8378510,1,4,2,2,3,5,95,4,15.4024860722963,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,61.6099442891852,NA,NA,NA,NA,NA
8378511,1,2,1,1,3,5,95,2,20.8758038772206,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.29,0,41.7516077544412,NA,NA,NA,NA,NA
8378512,1,2,2,1,3,5,95,2,23.7151774296634,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,47.4303548593268,NA,NA,NA,NA,NA
8378514,1,2,2,1,1,5,95,2,15.1513633578405,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24,0,30.302726715681,NA,NA,NA,NA,NA
8378515,1,2,2,2,3,5,95,2,18.062452111898,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.23,0,36.124904223796,NA,NA,NA,NA,NA
8378517,1,2,1,1,1,5,95,2,17.9849691499174,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,35.9699382998348,NA,NA,NA,NA,NA
8378518,1,2,1,1,1,5,95,2,18.437517973176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,36.875035946352,NA,NA,NA,NA,NA
8378519,1,2,1,1,1,5,95,2,13.7624111755889,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24,0,27.5248223511778,NA,NA,NA,NA,NA
8378520,1,3,2,1,1,5,95,3,12.8905641232758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,38.6716923698274,NA,NA,NA,NA,NA
8378522,1,3,2,1,1,5,95,3,19.9788969909138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,59.9366909727414,NA,NA,NA,NA,NA
8378523,1,4,2,2,3,5,95,4,15.1357735909071,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0.28,0,60.5430943636284,NA,NA,NA,NA,NA
8378524,1,6,2,1,3,5,95,6,17.819349035457,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.39,1,106.916094212742,NA,NA,NA,NA,NA
8378525,1,3,3,1,3,5,95,3,11.9422832386938,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,35.8268497160814,NA,NA,NA,NA,NA
8378526,1,2,2,1,1,5,95,2,11.2721801310147,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,22.5443602620294,NA,NA,NA,NA,NA
8378527,1,4,3,1,1,5,95,4,19.2925593913567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,77.1702375654268,NA,NA,NA,NA,NA
8378528,1,3,2,1,1,5,95,3,28.665373943485,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,85.996121830455,NA,NA,NA,NA,NA
8378529,1,1,1,1,1,5,95,1,10.6180354963232,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24,0,10.6180354963232,20250731,2,2,2,2
8378530,1,4,2,1,1,5,95,4,18.4809446563812,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,73.9237786255248,NA,NA,NA,NA,NA
8378531,1,3,2,1,1,5,95,3,19.3015656993298,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,57.9046970979894,NA,NA,NA,NA,NA
8378532,1,3,2,2,1,5,95,3,20.1113008186886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3339024560658,NA,NA,NA,NA,NA
8378533,1,5,2,1,1,5,95,5,24.8592711141176,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.2,0,124.296355570588,NA,NA,NA,NA,NA
8378534,1,2,1,1,1,5,95,2,21.8726844207881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,43.7453688415762,NA,NA,NA,NA,NA
8378535,1,4,3,1,1,5,95,4,15.7625802273585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.050320909434,NA,NA,NA,NA,NA
8378536,1,1,1,1,3,5,95,1,16.8397180424452,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.24,0,16.8397180424452,20250731,2,2,2,2
8378537,1,2,2,2,3,5,95,2,10.0926327497522,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,20.1852654995044,NA,NA,NA,NA,NA
8378539,1,7,4,2,3,5,95,7,61.2697671350572,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,428.8883699454,NA,NA,NA,NA,NA
8378540,1,2,3,2,3,5,95,2,5.61571252934546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,11.2314250586909,NA,NA,NA,NA,NA
8378541,1,2,2,2,3,5,95,2,5.61571252934546,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,11.2314250586909,NA,NA,NA,NA,NA
8378542,1,1,1,2,3,5,95,1,5.61571252934546,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,5.61571252934546,20250731,2,2,2,2
8378543,1,5,3,2,3,5,95,5,5.61571252934546,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.3,0,28.0785626467273,NA,NA,NA,NA,NA
8378544,1,4,2,2,3,5,95,4,5.61571252934546,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.39,1,22.4628501173818,NA,NA,NA,NA,NA
8378545,1,3,2,2,3,5,95,3,7.38189965482616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1456989644785,NA,NA,NA,NA,NA
8378546,1,7,2,2,3,5,95,7,5.61571252934546,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0.48,1,39.3099877054182,NA,NA,NA,NA,NA
8378547,1,3,3,2,3,5,95,3,5.61571252934546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,16.8471375880364,NA,NA,NA,NA,NA
8378548,1,4,3,2,3,5,95,4,5.61571252934546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,22.4628501173818,NA,NA,NA,NA,NA
8378549,1,4,1,2,3,5,95,4,5.61571252934546,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0.53,1,22.4628501173818,NA,NA,NA,NA,NA
8378551,1,3,2,2,3,5,95,3,7.38189965482616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,22.1456989644785,NA,NA,NA,NA,NA
8378553,1,1,1,2,3,5,95,1,9.92777750723572,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,9.92777750723572,20250731,1,2,2,2
8378555,1,3,2,2,3,5,95,3,9.92777750723572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,29.7833325217072,NA,NA,NA,NA,NA
8378556,1,2,2,2,3,5,95,2,9.92777750723572,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,19.8555550144714,NA,NA,NA,NA,NA
