"DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P5010","P8526","P8530","REGION","DEPARTAMENTO","PERSONAS","FEX_C","logro_educativo","analfabetismo","inasistencia_escolar","rezago_escolar","atencion_integral","trabajo_infantil","aseguramiento_salud","barreras_acceso_salud","desempleo_larga_duracion","empleo_formal","acueducto","alcantarillado","pisos","paredes","hacinamiento","IPM","POBRE","FEXP","PERIODO","P1075","P1077S21","P1077S22","P1077S23"
8410075,1,1,1,1,1,1,23,1,366.017264223856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,366.017264223856,20250731,1,2,1,2
8410076,1,4,5,1,1,1,23,4,187.944183334559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.776733338236,NA,NA,NA,NA,NA
8410077,1,5,2,2,1,1,23,5,343.961675740622,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.35,1,1719.80837870311,NA,NA,NA,NA,NA
8410078,1,4,2,2,3,1,23,4,390.229692011026,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,1560.9187680441,NA,NA,NA,NA,NA
8410079,1,4,2,1,1,1,23,4,195.915943988094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,783.663775952376,NA,NA,NA,NA,NA
8410080,1,2,1,1,1,1,23,2,196.758850727261,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,393.517701454522,NA,NA,NA,NA,NA
8410081,1,4,3,1,1,1,23,4,270.589479182706,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,1082.35791673082,NA,NA,NA,NA,NA
8410082,1,1,1,1,1,1,23,1,295.998888844115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.998888844115,20250731,1,2,2,2
8410083,1,4,2,1,1,1,23,4,340.479053519863,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,1361.91621407945,NA,NA,NA,NA,NA
8410084,1,1,1,1,1,1,23,1,251.290481842914,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,251.290481842914,20250731,1,2,2,2
8410085,1,4,3,1,1,1,23,4,247.780142040008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,991.120568160032,NA,NA,NA,NA,NA
8410086,1,3,2,1,1,1,23,3,377.870783898138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1133.61235169441,NA,NA,NA,NA,NA
8410088,1,1,1,1,1,1,23,1,321.180056180071,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,321.180056180071,20250731,1,2,1,2
8410089,1,3,3,2,1,1,23,3,201.722309812986,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,605.166929438958,NA,NA,NA,NA,NA
8410090,1,1,1,1,1,1,23,1,295.998888844115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,295.998888844115,20250731,1,2,2,2
8410091,1,3,2,1,1,1,23,3,234.926131091464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,704.778393274392,NA,NA,NA,NA,NA
8410092,1,4,2,2,1,1,23,4,430.215856881201,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,1720.8634275248,NA,NA,NA,NA,NA
8410093,1,6,2,2,1,1,23,6,495.53856482628,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0.41,1,2973.23138895768,NA,NA,NA,NA,NA
8410094,1,7,2,2,1,1,23,7,296.018484134168,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.41,1,2072.12938893918,NA,NA,NA,NA,NA
8410095,1,2,1,6,1,1,23,2,275.9625802611,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0.42,1,551.9251605222,NA,NA,NA,NA,NA
8410096,1,1,1,2,1,1,23,1,347.474463363079,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.32,0,347.474463363079,20250731,2,2,2,2
8410097,1,5,1,2,9,1,23,5,453.975986795327,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.41,1,2269.87993397664,NA,NA,NA,NA,NA
8410098,1,7,2,2,1,1,23,7,307.823777943765,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0.52,1,2154.76644560635,NA,NA,NA,NA,NA
8410099,1,5,2,2,1,1,23,5,322.004421097155,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0.57,1,1610.02210548578,NA,NA,NA,NA,NA
8410100,1,3,2,6,1,1,23,3,252.817632100073,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.33,0,758.452896300219,NA,NA,NA,NA,NA
8410101,1,4,2,2,3,1,23,4,420.412036165108,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.38,1,1681.64814466043,NA,NA,NA,NA,NA
8410102,1,5,2,2,3,1,23,5,320.97087971803,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,1604.85439859015,NA,NA,NA,NA,NA
8410103,1,1,1,2,3,1,23,1,491.192096977328,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,491.192096977328,20250731,2,2,2,2
8410104,1,2,1,2,4,1,23,2,306.734208927163,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0.42,1,613.468417854326,NA,NA,NA,NA,NA
8410105,1,2,2,2,3,1,23,2,216.218517282705,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0.46,1,432.43703456541,NA,NA,NA,NA,NA
8410106,1,3,2,2,3,1,23,3,188.842665283831,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,566.527995851493,NA,NA,NA,NA,NA
8410107,1,1,1,2,4,1,23,1,276.143386640565,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.28,0,276.143386640565,20250731,1,2,2,2
8410108,1,2,1,2,3,1,23,2,216.218517282705,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,432.43703456541,NA,NA,NA,NA,NA
8410109,1,3,2,2,3,1,23,3,431.562988077688,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,1294.68896423306,NA,NA,NA,NA,NA
8410110,1,3,1,2,3,1,23,3,415.242619668284,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.22,0,1245.72785900485,NA,NA,NA,NA,NA
8410111,1,5,4,2,4,1,23,5,228.565804730385,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.37,1,1142.82902365192,NA,NA,NA,NA,NA
8410113,1,3,2,2,3,1,23,3,276.995639372352,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,830.986918117056,NA,NA,NA,NA,NA
8410115,1,3,2,2,3,1,23,3,310.897401725403,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.28,0,932.692205176209,NA,NA,NA,NA,NA
8410116,1,2,1,2,1,1,23,2,171.959200023312,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,343.918400046624,NA,NA,NA,NA,NA
8410117,1,2,1,6,1,1,23,2,338.805266527169,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28,0,677.610533054338,NA,NA,NA,NA,NA
8410118,1,2,1,2,2,1,23,2,185.158077046167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,370.316154092334,NA,NA,NA,NA,NA
8410119,1,2,1,6,2,1,23,2,393.108228760286,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,786.216457520572,NA,NA,NA,NA,NA
8410121,1,3,1,6,4,1,44,3,102.24993093853,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0.42,1,306.74979281559,NA,NA,NA,NA,NA
8410122,1,2,1,6,4,1,44,2,74.1324198246683,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.26,0,148.264839649337,NA,NA,NA,NA,NA
8410123,1,5,1,6,4,1,44,5,125.940504336223,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,629.702521681115,NA,NA,NA,NA,NA
8410124,1,3,1,6,4,1,44,3,92.9349454246253,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,278.804836273876,NA,NA,NA,NA,NA
8410125,1,6,1,6,4,1,44,6,133.584086129368,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,801.504516776208,NA,NA,NA,NA,NA
8410126,1,3,1,6,4,1,44,3,59.0644546045012,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.47,1,177.193363813504,NA,NA,NA,NA,NA
8410127,1,3,1,6,4,1,44,3,144.872107809937,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.37,1,434.616323429811,NA,NA,NA,NA,NA
8410128,1,2,1,6,4,1,44,2,182.281722531687,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.37,1,364.563445063374,NA,NA,NA,NA,NA
8410129,1,6,1,6,4,1,44,6,59.0644546045012,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.4,1,354.386727627007,NA,NA,NA,NA,NA
8410130,1,4,2,6,4,1,44,4,67.3018809843829,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.27,0,269.207523937532,NA,NA,NA,NA,NA
8410131,1,1,1,6,4,1,44,1,163.47919693173,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.36,1,163.47919693173,20250731,2,2,2,2
8410132,1,5,1,6,4,1,44,5,59.0644546045012,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.42,1,295.322273022506,NA,NA,NA,NA,NA
8410133,1,4,1,6,4,1,44,4,105.324565567474,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.42,1,421.298262269896,NA,NA,NA,NA,NA
8410134,1,3,1,6,4,1,44,3,99.9654573564295,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.26,0,299.896372069288,NA,NA,NA,NA,NA
8410135,1,1,1,6,4,1,44,1,163.47919693173,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,163.47919693173,20250731,1,2,2,2
8410136,1,3,1,6,4,1,44,3,144.872107809937,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,434.616323429811,NA,NA,NA,NA,NA
8410137,1,7,2,6,4,1,44,7,119.434479847859,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.31,0,836.041358935013,NA,NA,NA,NA,NA
8410138,1,2,1,6,4,1,44,2,81.0846222851881,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0.52,1,162.169244570376,NA,NA,NA,NA,NA
8410139,1,2,1,6,4,1,44,2,88.0468976268895,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.37,1,176.093795253779,NA,NA,NA,NA,NA
8410140,1,5,1,6,4,1,44,5,59.0644546045012,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.36,1,295.322273022506,NA,NA,NA,NA,NA
8410142,1,5,1,6,4,1,44,5,184.437118240031,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.45,1,922.185591200155,NA,NA,NA,NA,NA
8410143,1,2,1,6,4,1,44,2,88.0468976268895,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,176.093795253779,NA,NA,NA,NA,NA
8410146,1,3,1,2,3,3,5,3,90.7158702452665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,272.1476107358,NA,NA,NA,NA,NA
8410147,1,1,1,2,3,3,5,1,47.0886696813216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,47.0886696813216,20250731,2,2,2,2
8410148,1,1,1,2,3,3,5,1,75.2529129596527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2529129596527,20250731,2,2,2,2
8410149,1,3,3,2,5,4,27,3,74.7220054563619,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,224.166016369086,NA,NA,NA,NA,NA
8410150,1,2,2,5,5,4,27,2,86.7332197643352,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0.48,1,173.46643952867,NA,NA,NA,NA,NA
8410151,1,6,2,2,5,4,27,6,69.2007285794727,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0.27,0,415.204371476836,NA,NA,NA,NA,NA
8410152,1,2,1,2,1,4,27,2,76.40082922946,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,152.80165845892,NA,NA,NA,NA,NA
8410153,1,4,3,2,5,4,27,4,95.2760447731825,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,381.10417909273,NA,NA,NA,NA,NA
8410154,1,5,2,1,1,4,27,5,96.3485009596001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,481.742504798,NA,NA,NA,NA,NA
8410156,1,4,3,2,5,4,27,4,94.5028673337796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,378.011469335118,NA,NA,NA,NA,NA
8410157,1,6,2,5,1,4,27,6,120.30028635183,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.43,1,721.80171811098,NA,NA,NA,NA,NA
8410158,1,2,2,2,10,4,27,2,67.1475753403974,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,134.295150680795,NA,NA,NA,NA,NA
8410160,1,4,2,1,1,4,27,4,112.289624196965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,449.15849678786,NA,NA,NA,NA,NA
8410161,1,2,2,2,5,4,27,2,75.4825485184647,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,150.965097036929,NA,NA,NA,NA,NA
8410162,1,3,1,2,5,4,27,3,87.6008765019651,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.18,0,262.802629505895,NA,NA,NA,NA,NA
8410163,1,3,2,2,5,4,27,3,96.6294199670757,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,289.888259901227,NA,NA,NA,NA,NA
8410164,1,1,1,1,5,4,27,1,77.5834462301101,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.34,1,77.5834462301101,20250731,1,2,2,2
8410165,1,3,2,2,5,4,27,3,87.6008765019651,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,262.802629505895,NA,NA,NA,NA,NA
8410166,1,2,2,6,5,4,27,2,88.0380684547236,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0.62,1,176.076136909447,NA,NA,NA,NA,NA
8410167,1,2,4,6,5,4,27,2,66.2640546122342,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0.47,1,132.528109224468,NA,NA,NA,NA,NA
8410168,1,4,3,6,5,4,27,4,100.486453471716,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.42,1,401.945813886864,NA,NA,NA,NA,NA
8410169,1,1,1,6,5,4,27,1,81.4037214171485,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0.52,1,81.4037214171485,20250731,2,2,2,2
8410170,1,5,4,6,5,4,27,5,98.7031546105062,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0.27,0,493.515773052531,NA,NA,NA,NA,NA
8410171,1,4,3,6,5,4,27,4,102.082377997752,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0.42,1,408.329511991008,NA,NA,NA,NA,NA
8410172,1,3,1,6,5,4,27,3,104.066701965099,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.26,0,312.200105895297,NA,NA,NA,NA,NA
8410173,1,5,3,2,5,4,27,5,105.815951818903,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0.27,0,529.079759094515,NA,NA,NA,NA,NA
8410174,1,3,1,6,5,4,27,3,104.066701965099,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.36,1,312.200105895297,NA,NA,NA,NA,NA
8410175,1,2,2,6,5,4,27,2,95.4419414987673,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.32,0,190.883882997535,NA,NA,NA,NA,NA
8410176,1,4,3,6,5,4,27,4,82.5175559615483,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0.47,1,330.070223846193,NA,NA,NA,NA,NA
8410177,1,4,3,5,5,4,27,4,24.3125016753001,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0.27,0,97.2500067012004,NA,NA,NA,NA,NA
8410178,1,1,1,5,5,4,27,1,18.5432860101348,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0.48,1,18.5432860101348,20250731,2,2,2,2
8410179,1,3,1,5,5,4,27,3,32.9465079404687,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.27,0,98.8395238214061,NA,NA,NA,NA,NA
8410180,1,2,1,2,10,4,27,2,30.9051044915018,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,61.8102089830036,NA,NA,NA,NA,NA
8410181,1,4,3,2,6,4,27,4,35.2401666351973,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,140.960666540789,NA,NA,NA,NA,NA
8410182,1,3,2,2,5,4,27,3,15.4401509818999,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0.48,1,46.3204529456997,NA,NA,NA,NA,NA
8410184,1,3,2,5,5,4,27,3,47.4064122269343,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.23,0,142.219236680803,NA,NA,NA,NA,NA
8410186,1,4,2,1,1,4,27,4,22.0052008853558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,88.0208035414232,NA,NA,NA,NA,NA
8410187,1,7,3,1,1,4,27,7,7.92242585471981,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,55.4569809830387,NA,NA,NA,NA,NA
8410188,1,2,2,1,1,4,27,2,12.6649362881453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,25.3298725762906,NA,NA,NA,NA,NA
8410189,1,5,4,1,10,4,27,5,7.92242585471981,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,39.6121292735991,NA,NA,NA,NA,NA
8410190,1,3,1,6,5,4,27,3,40.5292103247851,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,121.587630974355,NA,NA,NA,NA,NA
8410191,1,3,1,6,5,4,27,3,54.891434730461,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.43,1,164.674304191383,NA,NA,NA,NA,NA
8410192,1,2,1,6,5,4,27,2,64.2879997365474,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,128.575999473095,NA,NA,NA,NA,NA
8410193,1,2,1,6,5,4,27,2,72.9892833315909,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.43,1,145.978566663182,NA,NA,NA,NA,NA
8410194,1,1,1,6,5,4,27,1,82.6910729275176,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,82.6910729275176,20250731,2,2,2,2
8410195,1,2,1,6,5,4,27,2,49.9257753308715,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,99.851550661743,NA,NA,NA,NA,NA
8410196,1,2,2,6,5,4,27,2,101.713732142943,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,203.427464285886,NA,NA,NA,NA,NA
8410197,1,2,1,6,5,4,27,2,45.9549952511521,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,91.9099905023042,NA,NA,NA,NA,NA
8410198,1,2,1,6,5,4,27,2,46.5731022166594,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,93.1462044333188,NA,NA,NA,NA,NA
8410199,1,3,2,6,5,4,27,3,54.5862101406207,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.38,1,163.758630421862,NA,NA,NA,NA,NA
8410200,1,4,3,2,2,4,27,4,62.3146055219527,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,249.258422087811,NA,NA,NA,NA,NA
8410201,1,5,2,6,5,4,27,5,46.2632001103342,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.33,0,231.316000551671,NA,NA,NA,NA,NA
8410202,1,5,2,6,5,4,27,5,58.0324442769606,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,290.162221384803,NA,NA,NA,NA,NA
8410203,1,2,1,6,5,4,27,2,55.0401790919657,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,110.080358183931,NA,NA,NA,NA,NA
8410204,1,5,1,6,2,4,27,5,26.6752914662629,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.43,1,133.376457331314,NA,NA,NA,NA,NA
8410206,1,6,2,6,5,4,27,6,35.4320420723605,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.38,1,212.592252434163,NA,NA,NA,NA,NA
8410207,1,4,2,6,2,4,27,4,48.2576057061171,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,193.030422824468,NA,NA,NA,NA,NA
8410208,1,6,2,6,2,4,27,6,34.9899476574294,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,209.939685944576,NA,NA,NA,NA,NA
8410209,1,2,1,6,5,4,27,2,49.3076683653642,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,98.6153367307284,NA,NA,NA,NA,NA
8410210,1,4,3,1,1,4,27,4,76.2349977120558,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.35,1,304.939990848223,NA,NA,NA,NA,NA
8410211,1,3,3,1,1,4,27,3,103.426963637487,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,310.280890912461,NA,NA,NA,NA,NA
8410212,1,1,1,1,5,4,27,1,70.98045328987,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.34,1,70.98045328987,20250731,2,2,2,2
8410213,1,3,2,1,1,4,27,3,109.614655779889,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,328.843967339667,NA,NA,NA,NA,NA
8410214,1,3,2,1,1,4,27,3,62.5130378837138,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,187.539113651141,NA,NA,NA,NA,NA
8410215,1,5,4,1,1,4,27,5,106.477341220477,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,532.386706102385,NA,NA,NA,NA,NA
8410216,1,5,4,1,1,4,27,5,101.147240373733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,505.736201868665,NA,NA,NA,NA,NA
8410217,1,1,1,1,1,4,27,1,70.98045328987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,70.98045328987,20250731,2,2,2,2
8410218,1,5,2,1,1,4,27,5,101.044775804235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,505.223879021175,NA,NA,NA,NA,NA
8410219,1,2,2,1,1,4,27,2,72.2019497797671,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,144.403899559534,NA,NA,NA,NA,NA
8410220,1,2,1,1,1,4,27,2,102.20546714759,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,204.41093429518,NA,NA,NA,NA,NA
8410221,1,2,1,1,5,4,27,2,102.224626064626,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.24,0,204.449252129252,NA,NA,NA,NA,NA
8410222,1,1,1,1,5,4,27,1,32.0803441705556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.14,0,32.0803441705556,20250731,2,2,2,2
8410223,1,6,3,1,5,4,27,6,58.0868432237698,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,348.521059342619,NA,NA,NA,NA,NA
8410224,1,2,1,1,1,4,27,2,41.7985866891967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5971733783934,NA,NA,NA,NA,NA
8410225,1,1,1,1,1,4,27,1,32.0803441705556,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,32.0803441705556,20250731,2,2,2,2
8410227,1,2,2,1,1,4,27,2,41.7985866891967,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,83.5971733783934,NA,NA,NA,NA,NA
8410228,1,2,2,1,1,4,27,2,31.1169259894692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,62.2338519789384,NA,NA,NA,NA,NA
8410229,1,4,3,1,1,4,27,4,39.8225286076523,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.25,0,159.290114430609,NA,NA,NA,NA,NA
8410230,1,1,1,1,1,4,27,1,32.0803441705556,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,32.0803441705556,20250731,1,2,2,2
8410231,1,5,4,1,1,4,27,5,48.5049329152989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,242.524664576495,NA,NA,NA,NA,NA
8410232,1,2,1,6,5,4,27,2,84.226589837634,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,168.453179675268,NA,NA,NA,NA,NA
8410233,1,7,1,6,5,4,27,7,72.4989848316837,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.37,1,507.492893821786,NA,NA,NA,NA,NA
8410234,1,8,2,6,5,4,27,8,75.5051178661937,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.27,0,604.04094292955,NA,NA,NA,NA,NA
8410235,1,1,1,6,5,4,27,1,100.796981769592,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,100.796981769592,20250731,2,2,2,2
8410236,1,4,1,6,5,4,27,4,34.5212109174852,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.32,0,138.084843669941,NA,NA,NA,NA,NA
8410237,1,5,1,6,2,4,27,5,49.864522999579,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.28,0,249.322614997895,NA,NA,NA,NA,NA
8410238,1,6,2,6,2,4,27,6,86.8549650821466,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,521.12979049288,NA,NA,NA,NA,NA
8410239,1,2,1,6,5,4,27,2,101.733544583023,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,203.467089166046,NA,NA,NA,NA,NA
8410240,1,4,1,6,2,4,27,4,62.6346687937555,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.53,1,250.538675175022,NA,NA,NA,NA,NA
8410241,1,5,2,6,5,4,27,5,168.092257862716,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.43,1,840.46128931358,NA,NA,NA,NA,NA
8410242,1,3,2,6,5,4,27,3,124.500059931611,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.33,0,373.500179794833,NA,NA,NA,NA,NA
8410243,1,2,1,2,5,4,27,2,171.303298961368,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.34,1,342.606597922736,NA,NA,NA,NA,NA
8410244,1,2,1,3,5,4,27,2,122.452748919501,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,244.905497839002,NA,NA,NA,NA,NA
8410245,1,7,2,2,5,4,27,7,128.386638592271,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0.43,1,898.706470145897,NA,NA,NA,NA,NA
8410246,1,4,1,2,5,4,27,4,158.683296312851,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.38,1,634.733185251404,NA,NA,NA,NA,NA
8410247,1,5,2,2,5,4,27,5,198.187215896079,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,990.936079480395,NA,NA,NA,NA,NA
8410248,1,3,1,6,5,4,27,3,173.350609973478,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.33,0,520.051829920434,NA,NA,NA,NA,NA
