DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,P3,P4005,P4015,P8520S3,P8520S5
8391854,2,1,3,5,7,2,2
8391855,3,1,3,1,7,2,2
8391856,7,1,3,5,7,2,2
8391857,3,1,3,9,7,2,2
8391858,4,1,3,1,4,2,2
8391859,2,1,3,1,6,2,2
8391860,1,1,3,1,6,2,1
8391861,4,1,3,1,6,2,2
8391862,1,1,3,1,4,2,1
8391863,2,1,3,9,7,2,2
8391864,4,1,3,1,6,2,1
8391865,4,1,3,1,7,2,1
8391866,1,1,3,1,7,2,2
8391867,5,1,3,1,4,2,2
8391868,2,1,3,1,6,2,2
8391869,1,1,3,1,6,2,2
8391870,1,1,3,1,6,2,2
8391871,5,1,3,1,6,2,2
8391872,2,1,3,1,6,2,2
8391873,4,1,3,1,6,2,2
8391874,5,1,3,1,6,2,2
8391875,2,1,3,1,6,2,2
8391876,4,1,3,1,6,2,2
8391877,1,1,3,1,6,2,2
8391878,5,1,3,1,4,2,2
8391879,3,1,3,1,6,2,2
8391880,7,1,1,1,6,1,1
8391881,4,1,1,1,4,1,1
8391882,4,1,1,1,6,1,1
8391883,3,1,1,1,4,1,1
8391884,2,1,1,1,4,1,1
8391885,10,1,1,1,6,1,1
8391886,4,1,1,1,6,1,1
8391887,6,1,1,1,4,1,1
8391888,1,1,1,1,6,1,1
8391889,10,1,1,1,6,1,1
8391890,2,1,1,1,4,1,1
8391891,5,1,1,1,4,1,1
8391892,3,1,1,1,4,1,1
8391893,1,1,2,1,4,2,1
8391894,2,1,2,1,4,2,1
8391895,3,1,2,1,4,2,1
8391896,5,1,1,1,4,1,1
8391898,1,1,3,5,7,2,1
8391899,3,1,3,1,4,2,1
8391900,3,1,3,1,6,2,1
8391901,7,1,3,1,6,2,1
8391902,7,1,3,5,6,2,1
8391903,4,1,3,1,7,2,1
8391904,3,1,3,1,4,2,1
8391905,1,1,3,1,6,2,1
8391906,3,1,3,1,6,2,2
8391907,1,1,3,1,6,2,1
8391908,2,1,3,1,6,2,1
8391909,3,1,3,1,6,2,1
8391910,5,1,3,5,6,2,1
8391911,4,1,3,1,6,2,1
8391912,5,1,3,1,6,2,1
8391913,1,1,3,1,4,2,1
8391914,2,1,3,1,6,2,1
8391915,6,1,3,1,6,2,1
8391916,4,1,3,1,6,2,1
8391918,1,1,2,1,6,2,1
8391919,3,1,2,9,7,2,1
8391921,6,1,2,1,7,2,1
8391922,4,1,2,1,6,2,1
8391923,2,1,2,1,6,2,1
8391924,1,1,1,1,4,2,2
8391925,5,1,1,1,6,1,1
8391926,4,1,1,1,4,1,1
8391927,2,1,1,1,4,1,1
8391928,3,1,1,1,4,1,1
8391929,2,1,1,1,4,1,1
8391930,2,1,1,1,4,1,1
8391932,3,1,1,1,4,1,1
8391933,4,1,1,1,4,1,1
8391934,2,1,1,1,4,1,1
8391935,3,1,1,1,4,1,1
8391936,2,1,1,1,4,1,1
8391937,3,1,1,1,6,1,1
8391938,2,1,1,1,4,1,1
8391939,4,1,1,1,4,1,1
8391941,2,1,1,1,4,1,1
8391942,2,1,1,1,4,1,1
8391943,4,1,2,1,4,1,1
8391947,1,1,2,1,6,1,1
8391948,3,1,2,1,4,1,1
8391950,2,1,2,1,4,1,1
8391951,2,1,2,1,6,1,1
8391952,4,1,2,1,4,1,1
8391956,2,1,2,1,4,1,1
8391957,4,1,2,1,4,1,1
8391958,2,1,2,1,6,1,1
8391964,2,1,2,1,4,2,2
8391965,2,1,2,1,4,2,2
8391966,3,1,2,1,4,2,2
8391967,1,1,2,1,6,2,2
8391968,1,1,2,1,6,2,2
8391969,4,1,2,5,6,2,2
8391970,4,1,2,5,7,2,2
8391971,2,1,2,9,7,2,2
8391972,1,1,2,1,6,2,2
8391973,3,1,2,1,6,2,2
8391974,2,1,2,5,4,2,2
8391975,5,1,2,3,7,2,2
8391977,3,1,2,1,6,2,2
8391978,3,1,2,1,4,2,2
8391979,2,1,2,1,6,2,2
8391980,2,1,2,1,6,2,2
8391981,3,1,2,5,7,2,2
8391982,4,1,2,1,6,2,2
8391983,3,1,3,1,6,2,2
8391984,2,1,2,1,6,1,1
8391985,4,1,1,1,4,1,1
8391986,2,1,1,1,4,1,1
8391987,3,1,1,1,4,1,1
8391988,3,1,1,1,4,1,1
8391989,1,1,1,1,4,1,1
8391990,4,1,1,1,4,1,1
8391991,4,1,1,1,4,1,1
8391992,3,1,1,1,4,1,1
8391993,2,1,1,1,4,1,1
8391994,3,1,1,1,4,1,1
8391996,2,1,1,1,4,1,1
8391997,1,1,1,1,4,1,1
8391998,1,1,1,1,4,1,1
8391999,1,1,1,1,4,1,1
8392000,1,1,1,1,4,1,1
8392001,1,1,1,1,4,1,1
8392002,3,1,1,1,4,1,1
8392003,2,1,1,1,4,1,1
8392004,2,1,1,1,4,1,1
8392005,2,1,2,1,4,2,1
8392006,1,1,2,1,6,2,1
8392007,2,1,2,1,3,2,1
8392008,2,1,2,1,4,2,1
8392009,2,1,2,1,4,2,1
8392010,2,1,2,1,6,2,1
8392011,4,1,1,1,4,1,1
8392012,1,1,2,1,4,1,1
8392013,1,1,1,1,4,1,1
8392014,1,1,1,1,4,1,1
8392015,1,1,1,1,4,1,1
8392016,2,1,2,1,4,1,1
8392017,3,1,2,1,4,1,1
8392018,5,1,2,1,4,1,1
8392019,2,1,2,1,4,1,1
8392020,3,1,2,1,4,1,1
8392021,2,1,1,1,4,1,1
8392022,5,1,2,1,4,1,1
8392023,3,1,2,1,4,1,1
8392024,3,1,2,1,4,1,1
8392025,4,1,2,1,4,1,1
8392026,4,1,2,1,4,1,1
8392027,3,1,2,1,4,1,1
8392028,1,1,2,1,6,1,1
8392029,3,1,2,1,4,1,1
8392030,3,1,1,1,4,1,1
8392031,2,1,1,1,4,1,1
8392032,3,1,3,1,4,2,2
8392033,3,1,3,1,6,2,2
8392034,2,1,3,1,6,2,1
8392035,2,1,3,1,6,2,2
8392036,2,1,3,1,6,2,1
8392037,4,1,3,1,4,2,1
8392038,1,1,3,1,4,2,1
8392039,3,1,3,1,6,2,1
8392040,2,1,3,1,6,2,1
8392041,1,1,3,1,4,2,1
8392042,3,1,1,1,4,1,1
8392043,3,1,1,1,4,1,1
8392044,4,1,1,1,4,1,1
8392045,5,1,1,1,4,1,1
8392046,2,1,1,1,4,1,1
8392047,4,1,1,1,4,1,1
8392048,1,1,1,1,4,1,1
8392049,3,1,1,8,4,1,1
8392050,2,1,1,1,4,1,1
8392051,4,1,1,1,4,1,1
8392052,1,1,1,1,4,1,1
8392053,2,1,1,1,4,1,1
8392054,2,1,1,1,4,1,1
8392055,1,1,1,1,6,1,1
8392056,3,1,1,1,4,1,1
8392057,4,1,1,1,4,1,1
8392058,2,1,1,1,4,1,1
8392086,2,1,1,1,6,2,1
8392087,3,1,1,1,6,2,1
8392088,1,1,1,1,6,2,1
8392089,4,1,1,1,4,2,1
8392092,3,1,1,1,4,2,1
8392093,3,1,1,1,4,2,1
8392175,3,1,1,1,4,1,1
8392176,3,1,1,1,4,1,1
8392177,3,1,1,1,4,1,1
8392178,1,1,1,1,3,1,1
8392179,1,1,1,1,4,1,1
8392180,4,1,1,1,4,1,1
8392181,1,1,1,1,4,1,1
8392182,2,1,1,1,4,1,1
8392183,2,1,1,1,4,1,1
8392184,2,1,1,1,4,1,1
8392185,3,2,1,1,4,1,1
8392186,2,1,1,1,4,1,1
8392187,3,1,1,1,4,1,1
8392188,5,1,1,1,4,1,1
8392189,2,1,1,1,4,1,1
8392190,2,1,1,1,4,1,1
8392191,3,1,1,1,4,1,1
8392192,3,1,1,1,4,1,1
8392193,4,1,1,1,4,1,1
8392194,2,1,1,1,4,1,1
8392195,4,1,1,1,6,1,1
8392196,2,1,1,1,4,1,1
8392197,1,1,1,1,4,1,1
8392198,2,1,1,1,4,1,1
8392199,4,1,1,1,4,1,1
8392201,2,1,1,1,4,1,1
8392202,3,1,3,1,6,2,2
8392203,5,1,3,1,4,2,2
8392204,5,1,3,5,5,2,2
8392205,1,1,3,1,4,2,2
8392206,4,1,3,5,2,2,2
8392207,1,1,3,1,6,2,2
8392208,3,1,3,5,2,2,2
8392209,2,1,3,5,5,2,2
8392210,2,1,3,5,6,2,2
8392211,1,1,3,1,6,2,2
8392212,2,1,3,1,6,2,2
8392213,3,1,3,5,6,2,2
8392214,6,1,3,1,6,2,2
8392215,3,1,3,1,4,2,2
8392216,3,1,3,1,6,2,2
8392217,2,1,3,1,4,2,2
8392218,2,1,3,1,4,2,2
8392219,4,1,3,1,4,2,2
8392220,4,1,3,1,6,2,2
8392221,4,1,3,5,4,2,2
8392222,3,1,3,5,6,2,2
8392223,2,1,3,1,6,2,2
8392224,1,1,2,5,4,2,2
8392225,4,1,2,1,4,2,2
8392226,2,1,2,1,6,2,2
8392227,2,1,2,1,6,2,2
8392228,4,1,2,5,4,2,2
8392229,1,1,2,1,4,2,2
8392230,2,1,2,1,6,2,2
8392231,1,1,2,1,6,2,2
8392232,3,1,2,1,6,2,2
8392233,3,1,1,1,4,1,1
8392234,2,1,1,1,4,1,1
8392235,3,1,1,1,6,1,1
8392236,1,1,1,1,4,1,1
8392237,2,1,1,1,4,1,1
8392238,4,2,1,1,6,1,1
8392239,3,1,1,1,4,1,1
8392240,4,2,1,1,6,1,1
8392241,3,1,1,1,4,1,1
8392242,2,1,1,1,6,1,1
8392243,3,1,1,1,6,1,1
8392244,1,1,1,1,4,1,1
8392245,4,1,1,1,4,1,1
8392246,9,1,1,1,4,1,1
8392247,2,1,1,1,6,1,1
8392248,2,1,1,1,4,1,1
8392249,1,1,1,1,4,1,1
8392250,3,1,1,1,4,1,1
8392251,1,1,1,1,4,1,1
8392252,3,1,1,1,4,1,1
8392253,3,1,1,1,4,1,1
8392254,3,1,1,1,4,1,1
8392255,1,1,1,1,4,1,1
8392256,4,1,1,1,4,1,1
8392257,1,1,1,1,4,1,1
8392258,1,1,1,1,4,1,1
8392260,2,1,1,1,4,1,1
8392261,1,1,1,1,4,1,1
8392262,3,1,1,1,4,1,1
8392264,4,1,1,1,4,1,1
8392266,2,1,1,1,4,1,1
8392267,3,1,3,1,4,2,1
8392268,2,1,3,1,4,2,1
8392269,2,1,3,1,4,2,1
8392270,3,1,3,1,4,2,1
8392271,4,1,2,1,4,2,1
8392273,1,1,2,1,4,2,1
8392274,1,1,2,1,4,2,1
8392275,1,1,2,1,6,2,1
8392276,2,1,2,1,6,2,1
8392277,2,1,2,1,6,2,1
8392278,2,1,1,1,4,1,1
8392279,3,1,1,1,4,1,1
8392280,2,1,1,1,4,1,1
8392281,3,1,1,1,4,1,1
8392282,4,1,1,1,4,1,1
8392283,3,1,1,1,4,1,1
8392284,1,1,1,1,4,1,1
8392285,1,1,1,1,4,1,1
8392286,4,1,1,1,4,1,1
8392287,2,1,1,1,4,1,1
8392288,3,1,1,1,4,1,1
8392289,1,1,1,1,4,1,1
8392290,5,1,1,1,4,1,1
8392291,2,1,1,1,6,1,1
8392292,3,1,1,1,4,1,1
8392293,4,1,1,1,4,1,1
8392294,3,1,1,1,4,1,1
8392295,2,1,1,1,4,1,1
8392296,7,1,1,1,4,1,1
8392297,3,1,1,1,4,1,1
8392298,2,1,1,1,4,1,1
8392299,2,1,1,1,4,1,1
8392300,2,1,1,1,4,1,1
8392301,1,1,1,1,4,1,1
8392302,2,1,1,1,4,1,1
8392303,2,1,1,1,4,1,1
8392304,1,1,1,1,4,1,1
8392305,2,1,1,1,4,1,1
8392306,3,1,1,1,4,1,1
8392307,4,1,1,1,4,1,1
8392308,2,1,1,1,4,1,1
8392309,1,1,1,1,4,1,1
8392310,3,1,1,1,4,1,1
8392311,2,1,1,1,4,1,1
8392312,2,1,1,1,4,1,1
8392313,2,1,1,1,4,1,1
8392314,2,1,1,1,4,1,1
8392315,3,1,1,1,4,1,1
8392316,2,1,1,1,6,1,1
8392317,2,1,1,1,4,1,1
8392318,3,1,1,1,4,1,1
8392319,2,1,1,1,4,1,1
8392321,2,1,1,2,6,1,1
8392322,1,1,3,1,4,2,2
8392323,3,1,3,1,6,2,1
8392324,1,1,3,5,6,2,1
8392325,4,1,3,1,6,2,1
8392326,2,1,3,1,6,2,1
8392327,2,1,3,1,4,2,1
8392328,2,1,3,6,4,2,1
8392329,2,1,3,1,4,2,1
8392330,2,1,3,1,4,2,1
8392331,3,1,3,1,6,2,1
8392332,2,1,3,1,4,2,2
8392333,1,1,3,1,4,2,2
8392334,4,1,3,1,4,2,2
8392335,1,1,3,1,4,2,1
8392336,1,1,3,1,4,2,1
8392337,2,1,1,1,4,1,1
8392338,2,1,1,1,4,1,1
8392339,2,1,1,1,4,1,1
8392340,3,1,1,1,4,1,1
8392341,5,1,1,1,4,1,1
8392342,3,1,1,1,4,1,1
8392343,4,1,1,1,4,1,1
8392344,2,1,1,1,4,1,1
8392345,2,1,1,1,4,1,1
8392346,1,1,1,1,4,1,1
8392347,1,1,1,1,4,1,1
8392348,2,1,1,1,4,1,1
8392349,4,1,1,1,4,1,1
8392350,1,1,1,1,4,1,1
8392351,2,1,1,1,4,1,1
8392352,4,1,1,1,4,1,1
8392353,2,1,1,1,4,1,1
8392354,5,1,1,1,4,1,1
8392355,4,1,1,1,4,1,1
8392356,3,1,1,1,4,1,1
8392357,3,1,1,1,4,1,1
8392358,2,1,1,1,4,1,1
8392359,2,1,1,1,4,1,1
8392360,2,1,2,1,4,1,1
8392361,3,1,2,1,4,1,1
8392362,2,1,2,1,4,1,1
8392363,5,1,2,1,4,1,1
8392364,3,1,1,1,5,1,1
8392365,4,1,1,1,4,1,1
8392366,3,1,2,1,4,1,1
8392367,2,1,2,1,4,1,1
8392368,1,1,1,1,4,1,1
8392369,3,1,1,1,4,1,1
8392370,4,1,1,1,4,1,1
8392371,3,1,1,1,4,1,1
8392372,2,1,2,1,6,2,1
8392373,4,1,2,1,6,2,2
8392374,1,1,2,1,6,2,2
8392375,1,1,1,1,1,1,1
8392376,2,1,1,1,4,1,1
8392377,1,1,2,1,6,1,1
8392378,2,1,2,1,4,1,1
8392379,2,1,2,1,4,2,1
8392380,1,1,1,8,5,1,1
8392381,2,1,1,1,4,1,1
8392382,2,1,1,1,1,1,1
8392383,4,1,1,1,4,1,1
8392384,6,1,3,1,6,2,1
8392385,2,1,1,3,5,1,1
8392386,1,1,1,1,4,1,1
8392387,2,1,1,1,4,1,1
8392388,2,1,1,1,4,1,1
8392389,3,1,1,1,4,1,1
8392391,2,1,1,1,6,1,1
8392392,4,1,1,1,4,1,1
8392393,1,1,1,3,6,1,1
8392394,2,1,1,1,4,1,1
8392395,4,1,1,1,4,1,1
8392396,1,1,1,1,4,1,1
8392397,4,1,1,1,4,1,1
8392398,1,1,1,1,6,1,1
8392399,1,1,1,1,4,1,1
8392400,2,1,2,1,4,2,1
8392401,2,1,2,3,4,1,1
8392402,1,1,2,1,4,1,1
8392403,3,1,2,1,6,2,1
8392404,1,1,1,1,4,1,1
8392405,1,1,3,1,4,2,1
8392406,1,1,3,1,6,2,1
8392407,5,1,3,1,6,2,1
8392408,5,1,3,2,6,2,1
8392409,3,1,3,3,6,2,1
8392410,4,1,3,2,4,2,1
8392411,1,1,1,3,6,1,1
8392412,1,1,1,1,4,1,1
8392413,1,1,1,1,4,1,1
8392414,1,1,1,1,4,1,1
8392415,2,1,2,1,6,1,1
8392416,2,1,2,1,4,1,1
8392417,6,1,3,1,4,2,1
8392418,3,1,2,1,6,1,1
8392419,2,1,2,6,6,1,1
8392420,2,1,2,3,6,1,1
8392423,3,1,1,1,4,2,2
8392424,2,1,1,1,4,1,1
8392426,3,1,1,1,6,1,1
8392427,3,1,1,1,6,1,1
8392428,6,1,1,5,6,1,1
8392429,3,1,1,1,4,1,1
8392430,1,1,1,1,6,1,1
8392432,2,1,1,1,4,1,1
8392433,3,1,1,1,4,1,1
8392434,4,1,1,1,4,1,1
8392435,4,1,1,1,4,1,1
8392436,5,1,1,1,4,1,1
8392437,4,1,1,1,4,1,1
8392438,3,1,1,1,4,1,1
8392450,3,1,1,1,4,1,1
8392451,1,1,1,1,4,1,1
8392452,3,1,1,1,4,1,1
8392453,2,1,1,1,4,1,1
8392454,1,1,1,1,4,1,1
8392455,3,1,1,1,4,1,1
8392456,3,1,1,1,4,1,1
8392457,2,1,1,1,6,1,1
8392459,2,1,1,1,4,1,1
8392461,4,1,1,1,4,1,1
8392462,2,1,1,1,6,1,1
8392463,3,1,1,2,4,1,1
8392464,2,1,1,1,6,1,1
8392465,1,1,1,1,4,1,1
8392466,2,1,1,1,6,1,1
8392467,2,1,1,1,6,1,1
8392470,5,1,3,1,6,2,2
8392472,3,1,3,1,6,2,2
8392474,1,1,3,1,4,2,2
8392476,2,1,3,1,6,2,1
8392477,1,1,3,1,6,1,1
8392478,1,1,3,1,4,2,1
8392480,1,1,3,1,4,2,1
8392481,1,1,3,1,6,2,2
8392482,4,1,3,1,4,2,2
8392483,1,1,3,1,6,2,1
8392484,2,1,3,4,6,2,1
8392487,2,1,3,1,6,2,1
8392488,2,1,2,1,4,1,1
8392489,1,1,2,1,4,1,1
8392491,2,1,2,1,4,1,1
8392494,3,1,1,1,6,1,2
8392496,2,1,1,1,6,2,1
8392497,3,2,1,1,4,2,1
8392499,2,1,1,1,4,1,1
8392500,2,1,1,1,4,1,1
8392502,4,1,1,1,4,1,1
8392504,1,1,1,1,4,1,1
8392505,4,1,1,1,4,1,1
8392506,3,1,1,1,6,1,1
8392507,2,1,1,1,4,1,1
8392508,5,1,1,1,4,1,1
8392509,1,1,3,1,4,2,1
8392510,1,1,3,1,6,2,1
8392511,3,1,3,1,6,2,1
8392513,2,1,1,1,4,1,1
8392514,6,1,1,1,4,1,1
8392515,4,1,1,1,4,1,1
8392516,1,1,1,1,4,1,1
8392517,2,1,1,1,4,1,1
8392518,2,1,3,1,4,2,1
8392519,3,1,3,1,6,2,1
8392520,3,1,3,1,4,2,1
8392521,2,1,3,1,4,2,1
8392523,4,1,1,1,4,1,1
8392524,2,1,1,1,4,1,1
8392525,2,1,1,1,4,1,1
8392526,1,1,1,1,4,1,1
8392527,1,1,1,1,4,1,1
8392528,2,1,1,1,4,1,1
8392529,3,1,1,1,4,1,1
8392530,2,1,1,1,4,1,1
8392531,2,1,1,1,6,1,1
8392532,1,1,1,1,4,1,1
8392533,1,1,1,1,5,1,1
8392534,1,1,3,1,6,2,2
8392535,2,1,3,1,6,2,1
8392536,4,1,3,1,6,2,2
8392537,1,1,3,1,6,2,2
8392538,1,1,3,1,6,2,2
8392539,2,1,3,2,6,2,2
8392540,2,1,3,1,6,2,2
8392541,1,1,3,4,6,2,2
8392542,1,1,3,1,6,2,2
8392543,1,1,3,1,6,2,2
8392544,5,1,3,1,6,2,1
8392545,5,1,3,1,6,2,1
8392546,3,1,3,1,6,2,1
8392547,1,1,3,1,6,2,1
8392548,3,1,3,1,6,2,1
8392549,5,1,3,1,6,2,1
8392550,3,1,3,1,4,2,1
8392551,3,1,3,1,6,2,1
8392553,5,1,3,1,6,2,1
8392554,1,1,3,1,6,2,1
8392555,2,1,1,1,4,1,1
8392556,1,1,1,1,4,1,1
8392557,5,1,1,1,4,1,1
8392558,4,1,1,1,7,1,1
8392559,5,1,1,1,4,1,1
8392560,1,1,1,1,7,1,1
8392561,3,1,1,1,6,1,1
8392562,3,1,1,1,4,1,1
8392563,3,1,1,1,6,1,1
8392564,5,1,1,1,4,1,1
8392565,6,1,1,1,7,1,1
8392566,4,1,1,7,7,1,1
8392567,2,1,1,1,4,1,1
8392568,3,1,1,1,4,1,1
8392569,4,1,1,1,6,1,1
8392570,3,1,1,1,6,1,1
8392571,2,1,1,1,6,1,1
8392572,4,1,1,1,6,1,1
8392573,2,1,1,1,6,1,1
8392574,5,1,1,1,7,1,1
8392575,7,1,1,1,6,1,1
8392576,7,1,1,1,6,1,1
8392577,2,1,1,1,7,1,1
8392578,2,1,1,1,4,1,1
8392579,1,1,1,1,6,1,1
8392580,2,1,1,3,6,1,1
8392581,3,1,1,1,6,1,1
8392582,1,1,1,1,6,1,1
8392583,1,1,1,3,6,1,1
8392584,2,1,1,1,6,1,1
8392585,4,1,1,1,6,1,1
8392586,4,1,1,3,6,1,1
8392589,4,1,2,9,7,2,2
8392592,6,1,2,5,7,2,2
8392595,3,1,2,5,7,2,2
8392596,4,1,2,5,7,2,2
8392597,3,1,2,3,7,2,2
8392598,2,1,3,1,7,2,1
8392599,5,1,3,1,6,2,1
8392602,4,1,3,1,7,2,1
8392603,3,1,3,1,7,2,1
8392604,2,1,3,1,6,2,1
8392606,4,1,3,5,7,2,1
8392607,2,1,3,1,6,2,2
8392608,5,1,3,1,7,2,1
8392609,2,1,3,1,6,2,1
8392610,4,1,3,1,6,2,1
8392611,5,1,3,5,7,2,1
8392612,2,1,3,1,6,2,1
8392614,1,1,3,5,7,2,1
8392615,3,1,3,1,7,2,1
8392616,5,1,3,1,6,2,1
8392617,4,1,3,1,6,2,1
8392618,3,1,3,1,6,2,1
8392619,3,1,3,4,7,2,2
8392620,3,1,3,8,7,2,2
8392621,1,1,3,8,7,2,2
8392622,4,1,3,4,7,2,2
8392623,3,1,3,4,7,2,2
8392625,4,1,3,3,6,2,2
8392626,3,1,2,5,6,2,2
8392627,4,1,2,1,4,2,2
8392628,1,1,2,5,6,2,2
8392629,3,1,2,5,6,2,2
8392630,2,1,2,5,6,2,2
8392631,2,1,2,5,6,2,2
8392632,2,1,2,5,6,2,2
8392633,2,1,2,5,7,2,2
8392634,2,1,2,5,6,2,2
8392635,4,1,2,5,7,2,2
8392636,3,1,1,1,4,1,1
8392637,3,1,1,1,4,1,1
8392638,4,1,1,1,4,1,1
8392639,2,1,1,1,4,1,1
8392640,2,1,1,1,4,1,1
8392641,5,1,1,1,4,1,1
8392642,1,1,1,1,4,1,1
8392644,2,1,1,1,4,1,1
8392645,1,1,1,1,4,1,1
8392647,3,1,2,1,6,1,1
8392648,3,1,2,5,7,1,1
8392649,4,1,2,1,6,2,1
8392650,2,1,2,1,6,1,1
8392651,1,1,2,1,6,1,1
8392652,1,1,2,1,6,1,1
8392653,3,1,2,1,6,1,1
8392654,3,1,2,1,6,1,1
8392655,1,1,2,1,6,1,1
8392656,2,1,2,1,6,1,1
8392657,3,1,1,1,6,2,2
8392658,7,1,1,5,7,2,2
8392659,3,1,1,5,6,2,2
8392660,3,1,1,1,4,2,2
8392661,5,1,1,1,6,2,1
8392662,3,1,1,1,6,2,2
8392663,5,1,1,5,2,2,2
8392664,3,1,1,1,4,2,1
8392665,4,1,1,1,6,2,2
8392666,3,1,1,1,4,2,1
8392667,7,1,1,1,6,2,2
8392668,5,1,1,1,4,2,2
8392669,3,1,1,1,6,2,1
8392670,3,1,1,1,6,1,1
8392671,6,1,1,1,6,2,2
8392672,3,1,1,1,6,2,2
8392673,7,1,1,5,2,1,1
8392674,3,1,1,1,4,2,2
8392675,4,1,1,1,6,2,1
8392676,2,1,1,5,6,2,1
8392677,1,1,1,1,6,2,1
8392678,3,1,1,1,6,2,2
8392679,1,1,1,1,6,2,2
8392680,3,1,1,1,6,2,1
8392681,4,1,1,5,6,2,2
8392682,1,1,1,1,5,2,2
8392683,4,1,1,1,6,2,2
8392684,5,1,1,5,6,2,1
8392685,3,1,1,1,4,2,2
8392686,1,1,1,1,6,2,2
8392687,3,1,1,1,4,1,1
8392688,1,1,1,1,6,1,1
8392689,4,1,1,1,6,1,1
8392690,1,1,1,1,4,1,1
8392691,4,1,1,1,4,1,1
8392692,10,1,1,5,5,2,2
8392693,2,1,1,1,4,2,2
8392694,2,1,1,1,6,2,2
8392695,1,1,1,1,6,2,2
8392696,4,1,1,1,4,2,2
8392697,4,1,1,1,4,2,2
8392698,3,1,1,1,4,2,2
8392699,1,1,1,1,5,2,2
8392700,5,1,1,1,4,2,2
8392701,5,1,1,1,6,2,2
8392702,3,1,1,1,6,2,2
8392703,2,1,1,1,6,2,2
8392704,4,1,1,1,6,2,2
8392705,3,1,1,1,5,2,2
8392706,4,1,1,1,4,2,2
8392707,4,1,1,1,4,1,1
8392708,1,1,1,1,4,2,2
8392709,4,1,1,5,5,1,1
8392710,2,1,1,1,6,1,1
8392711,2,1,1,1,6,1,1
8392712,4,1,1,1,6,1,1
8392713,3,1,1,5,5,1,1
8392714,1,1,1,1,6,1,1
8392715,4,1,1,1,4,1,1
8392716,9,1,1,1,6,1,1
8392717,4,1,1,1,6,1,1
8392718,2,1,1,5,6,1,1
8392720,1,1,1,1,6,1,1
8392721,4,1,1,1,4,1,1
8392722,6,1,1,1,4,1,1
8392723,2,1,1,1,6,1,1
8392724,1,1,1,1,4,1,1
8392725,1,1,1,1,6,1,1
8392726,4,1,1,1,4,1,1
8392730,3,1,1,1,6,1,1
8392731,2,1,1,1,6,1,1
8392732,4,1,1,1,6,1,1
8392733,1,1,1,1,4,1,1
8392735,4,1,1,1,6,1,1
8392736,2,1,1,1,6,1,1
8392737,1,1,1,1,6,1,1
8392738,5,1,1,1,4,1,1
8392739,6,1,1,1,6,1,1
8392741,4,1,1,5,5,1,1
8392743,7,1,1,1,6,1,1
8392744,5,1,1,5,6,1,1
8392746,3,1,1,1,6,1,1
8392747,1,1,1,1,4,1,1
8392748,1,1,1,1,4,1,1
8392749,7,1,1,1,4,1,1
8392750,4,1,1,9,6,1,1
8392751,2,1,1,1,6,1,1
8392752,3,1,1,1,4,1,1
8392754,1,1,3,1,6,2,1
8392755,2,1,3,1,5,2,1
8392756,2,1,3,1,6,2,1
8392757,2,1,1,1,4,1,1
8392758,4,1,3,1,6,2,1
8392759,1,1,3,5,6,2,1
8392760,2,1,3,5,6,2,2
8392761,4,1,3,1,6,2,1
8392762,1,1,3,1,4,2,1
8392763,2,1,1,1,4,1,1
8392764,2,1,3,1,6,2,1
8392765,5,1,3,1,4,2,1
8392766,5,1,1,5,6,1,2
8392767,2,1,1,1,6,1,2
8392768,3,1,1,1,6,1,2
8392769,5,1,1,1,4,1,2
8392770,3,1,1,1,4,1,2
8392771,4,1,1,1,6,1,2
8392772,3,1,1,1,6,1,2
8392773,3,1,1,1,6,2,1
8392774,5,1,1,1,6,2,1
8392775,3,1,1,1,6,1,1
8392776,2,1,1,5,6,2,1
8392777,2,1,1,5,6,1,1
8392778,6,1,1,1,7,1,2
8392779,5,1,1,1,4,1,2
8392780,5,1,1,1,6,1,2
8392781,3,1,1,5,6,2,2
8392782,1,1,1,1,6,2,1
8392783,6,1,1,1,4,2,1
8392784,3,1,1,1,6,1,2
8392785,3,1,1,1,6,1,1
8392786,4,1,1,5,7,2,2
8392787,4,1,1,1,6,2,1
8392788,1,1,1,1,4,1,1
8392790,4,1,1,5,5,2,2
8392791,5,1,1,5,5,2,1
8392792,3,1,1,1,4,1,1
8392793,1,1,1,1,6,1,2
8392794,6,1,1,1,6,1,1
8392795,1,1,1,1,4,1,2
8392796,2,1,1,1,4,1,1
8392797,3,1,1,1,4,1,1
8392805,2,1,1,1,4,1,1
8392806,3,1,1,1,4,2,2
8392807,2,1,1,1,4,2,2
8392808,2,1,1,1,4,2,2
8392810,3,1,1,1,4,2,2
8392811,1,1,1,1,4,2,2
8392812,4,1,1,6,6,2,2
8392813,1,1,1,1,4,1,2
8392814,4,1,1,1,4,1,2
8392815,3,1,1,1,4,2,2
8392817,2,1,1,1,4,1,2
8392818,3,1,1,1,6,2,2
8392820,3,1,1,1,4,2,2
8392821,4,1,1,1,6,2,2
8392822,2,1,1,1,4,2,2
8392824,2,1,1,5,6,2,2
8392825,1,1,1,1,4,2,2
8392826,2,1,1,1,4,2,2
8392827,3,1,1,1,4,2,2
8392828,5,1,1,1,4,2,2
8392829,1,1,1,1,4,2,2
8392830,3,1,1,1,4,2,2
8392831,3,1,1,1,4,2,2
8392832,3,1,1,1,4,2,2
