DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P5010	P8526	P8530	FEX_C	ALFABETISMO	LOGRO_EDUCATIVO	INASISTENCIA_ESCOLAR	REZAGO_ESCOLAR	ATENCION_INTEGRAL	TRABAJO_INFANTIL	DESEMPLEO_LARGA_DURACION	EMPLEO_FORMAL	ASEGURAMIENTO_SALUD	BARRERAS_ACCESO_SALUD	PERIODO	REGION	PERSONAS	ACUEDUCTO	ALCANTARILLADO	PISOS	PAREDES	P5010_imp	HACINAMIENTO	IPM	POBRE	FEXP
2988192	1	1	2	2	2	191.252536120246	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	2	0	0.2	0	382.505072240492
2988193	1	1	2	1	1	272.726548985808	0	0	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	2	0	0.1	0	545.453097971617
2988194	1	1	2	2	2	640.963162807582	0	0	0	1	0	1	0	1	0	0	20140939	1	4	0	0	0	0	2	0	0.2	0	2563.85265123033
2988195	1	1	2	1	1	356.712962541395	0	1	0	0	0	0	0	1	0	0	20140939	9	1	0	0	0	0	2	0	0.2	0	356.712962541395
2988196	1	1	4	2	6	165.835805661593	1	1	0	0	0	0	0	1	0	0	20140939	3	5	1	0	0	0	4	0	0.34	1	829.179028307967
2988196	2	1	1	2	6	165.835805661593	1	1	0	1	0	0	0	1	0	0	20140939	3	3	1	0	0	0	1	0	0.39	1	497.50741698478
2988197	1	1	2	1	1	237.788623953868	1	1	0	1	0	0	0	1	0	0	20140939	3	4	0	0	0	1	2	0	0.39	1	951.154495815471
2988198	1	1	2	2	2	254.608238593234	0	1	0	0	0	0	0	1	1	0	20140939	3	4	0	0	0	0	2	0	0.3	0	1018.43295437294
2988199	1	1	2	2	2	151.067015703003	0	1	0	0	0	0	0	1	1	0	20140939	3	3	0	0	0	0	2	0	0.3	0	453.201047109008
2988200	1	1	3	1	1	722.248233808669	1	1	0	1	0	0	0	1	0	0	20140939	3	7	0	0	0	1	3	0	0.39	1	5055.73763666068
2988201	1	1	2	1	1	284.808638003697	0	1	0	0	0	0	1	1	0	0	20140939	3	2	0	0	0	0	2	0	0.3	0	569.617276007394
2988202	1	1	2	1	1	398.929070618678	0	0	0	0	0	0	0	1	0	0	20140939	9	2	0	0	0	0	2	0	0.1	0	797.858141237357
2988203	1	1	2	1	1	1775.79043490606	0	0	0	1	0	0	1	1	0	0	20140939	1	3	0	0	0	0	2	0	0.25	0	5327.37130471818
2988204	1	1	1	2	1	108.869196011044	1	1	0	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	1	0	0.3	0	217.738392022088
2988205	1	1	1	2	4	398.879078755029	1	1	0	0	0	0	1	1	0	0	20140939	2	1	1	0	0	0	1	0	0.44	1	398.879078755029
2988206	1	1	3	1	1	278.645900406745	0	0	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	3	0	0.1	0	835.937701220234
2988207	1	1	3	1	1	340.722179572544	1	1	0	1	0	0	0	1	0	0	20140939	7	8	0	0	0	0	3	0	0.35	1	2725.77743658035
2988209	1	1	1	2	1	104.927221748121	0	0	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	1	0	0.1	0	314.781665244363
2988210	1	1	2	1	1	59.1144044679624	0	1	0	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	2	0	0.2	0	118.228808935925
2988211	1	1	1	1	1	1740.6041200453	0	0	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	1	0	0.1	0	3481.2082400906
2988212	1	1	2	2	2	306.247747783764	0	1	0	0	0	0	0	1	0	1	20140939	3	3	0	0	0	0	2	0	0.3	0	918.743243351291
2988213	1	1	4	2	2	168.90418481278	0	1	0	0	0	0	0	1	0	0	20140939	4	5	0	0	0	0	4	0	0.2	0	844.520924063898
2988214	1	1	2	2	2	233.346410583764	1	1	0	0	0	0	0	1	0	0	20140939	4	4	0	0	0	0	2	0	0.3	0	933.385642335057
2988215	1	1	1	1	1	144.59755967938	0	1	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	1	0	0.2	0	433.792679038139
2988216	1	1	1	3	1	74.0514666047119	0	1	0	0	0	0	0	1	0	0	20140939	2	3	0	1	0	0	1	0	0.24	0	222.154399814136
2988217	1	1	2	6	6	649.592259264398	0	1	0	0	0	0	0	1	0	0	20140939	2	3	1	1	0	0	2	0	0.28	0	1948.7767777932
2988219	1	1	1	2	2	216.143471563605	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.2	0	432.28694312721
2988220	1	1	2	1	2	226.214316864003	0	1	0	1	0	0	0	1	0	0	20140939	4	4	0	0	0	0	2	0	0.25	0	904.857267456011
2988221	1	1	2	2	2	218.077348245688	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	2	0	0.2	0	436.154696491377
2988222	1	1	3	2	2	257.098140254371	0	1	0	0	0	0	0	1	0	0	20140939	4	3	0	0	0	0	3	0	0.2	0	771.294420763114
2988223	1	1	4	1	8	507.135827514191	0	0	0	0	0	0	0	1	0	0	20140939	9	4	0	0	0	0	4	0	0.1	0	2028.54331005676
2988224	1	1	3	1	1	304.319162229675	0	1	1	1	0	0	0	1	0	0	20140939	3	4	0	0	0	0	3	0	0.3	0	1217.2766489187
2988225	1	1	1	2	6	363.71172005607	0	1	0	0	0	0	0	1	0	0	20140939	2	2	1	0	0	0	1	0	0.24	0	727.423440112141
2988226	1	1	2	1	1	378.137938443561	0	0	0	0	0	0	0	1	0	1	20140939	9	3	0	0	0	0	2	0	0.2	0	1134.41381533068
2988227	1	1	2	2	2	164.377617233679	1	1	0	1	0	1	0	1	0	0	20140939	4	3	0	0	0	0	2	0	0.4	1	493.132851701036
2988228	1	1	1	2	2	171.838436391737	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	1	0	0.2	0	343.676872783475
2988229	1	1	2	3	6	650.212515702747	0	1	0	0	0	0	0	1	0	0	20140939	3	6	1	1	0	0	2	0	0.28	0	3901.27509421648
2988230	1	1	2	2	6	200.266460572007	0	1	0	0	0	0	0	1	0	0	20140939	3	3	1	0	0	0	2	0	0.24	0	600.79938171602
2988231	1	1	3	2	1	320.775518453487	0	1	1	1	0	0	0	1	0	0	20140939	3	6	0	0	0	0	3	0	0.3	0	1924.65311072092
2988232	1	1	2	2	2	174.763222869506	0	1	0	0	0	0	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.2	0	699.052891478024
2988233	1	1	2	2	1	79.5080860281128	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	238.524258084338
2988234	1	1	2	3	1	97.9544539126287	0	0	0	0	0	0	0	1	0	0	20140939	3	3	0	1	0	0	2	0	0.14	0	293.863361737886
2988235	1	1	1	2	6	781.723697013788	0	1	0	1	0	0	0	1	0	0	20140939	2	4	1	0	0	0	1	1	0.33	0	3126.89478805515
2988236	1	1	2	2	2	500.577566009758	0	1	1	1	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.3	0	2002.31026403903
2988237	1	1	1	1	1	356.712962541395	1	1	0	0	0	0	1	1	1	0	20140939	9	1	0	0	0	0	1	0	0.5	1	356.712962541395
2988238	1	1	2	1	1	2120.69234742827	0	0	0	0	0	0	0	0	0	0	20140939	7	2	0	0	0	0	2	0	0	0	4241.38469485655
2988239	1	1	3	2	2	281.411093727067	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	3	0	0.2	0	844.233281181201
2988240	1	1	1	1	1	476.056889861333	0	1	0	0	0	0	1	1	0	0	20140939	9	1	0	0	0	0	1	0	0.3	0	476.056889861333
2988241	1	1	2	1	1	353.92021345528	0	1	0	1	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0.15	0	1061.76064036584
2988242	1	1	3	1	1	296.84394255984	0	0	0	0	0	0	0	0	0	0	20140939	7	4	0	0	0	0	3	0	0	0	1187.37577023936
2988243	1	1	3	1	1	301.450003980339	1	0	0	1	0	0	0	0	0	0	20140939	7	4	0	0	0	0	3	0	0.15	0	1205.80001592136
2988244	1	1	1	1	1	443.528155831863	0	1	0	0	0	0	0	1	0	0	20140939	9	2	0	0	0	0	1	0	0.2	0	887.056311663725
2988245	1	1	2	2	6	268.307726341033	0	1	1	1	0	0	0	1	0	0	20140939	3	4	1	0	1	0	2	0	0.38	1	1073.23090536413
2988246	1	1	2	1	1	255.479692702263	0	0	0	1	0	0	0	0	0	0	20140939	7	4	0	0	0	0	2	0	0.05	0	1021.91877080905
2988247	1	1	1	1	1	1906.56446435755	0	0	0	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	1	0	0.1	0	3813.12892871509
2988248	1	1	3	1	1	178.143085930122	0	0	1	1	0	0	0	1	0	0	20140939	7	6	0	0	0	0	3	0	0.2	0	1068.85851558073
2988249	1	1	2	1	8	1077.81357598411	0	0	0	0	0	0	0	1	1	1	20140939	1	3	1	0	0	0	2	0	0.34	1	3233.44072795234
2988250	1	1	1	2	1	278.157958705198	1	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.3	0	556.315917410395
2988251	1	1	2	2	6	344.766823583841	0	1	0	1	0	0	0	1	0	1	20140939	3	4	1	0	0	0	2	0	0.39	1	1379.06729433536
2988252	1	1	1	1	1	171.809033613513	1	1	0	0	0	0	0	0	0	0	20140939	7	2	0	0	0	0	1	0	0.2	0	343.618067227026
2988252	2	1	1	1	1	171.809033613513	1	1	0	0	0	0	0	0	0	0	20140939	7	1	0	0	0	0	1	0	0.2	0	171.809033613513
2988253	1	1	1	2	2	667.660146860066	0	1	0	0	0	0	0	1	0	0	20140939	1	1	0	0	0	0	1	0	0.2	0	667.660146860066
2988254	1	1	2	1	8	1563.15683848552	0	0	0	0	0	1	0	1	0	0	20140939	1	3	1	0	0	0	2	0	0.19	0	4689.47051545655
2988255	1	1	2	2	1	169.441014366438	0	1	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.2	0	677.764057465751
2988256	1	1	2	2	2	362.081618317802	1	1	0	1	0	0	0	1	1	0	20140939	1	5	0	0	1	0	2	0	0.49	1	1810.40809158901
2988257	1	1	1	2	6	663.343222646374	0	1	0	1	0	0	0	1	0	0	20140939	3	6	1	0	1	0	1	1	0.37	1	3980.05933587824
2988258	1	1	2	2	6	717.107582920013	0	0	0	0	1	0	0	1	0	0	20140939	2	5	1	0	0	0	2	0	0.19	0	3585.53791460007
2988259	1	1	2	1	1	218.612488902598	0	1	0	0	0	0	0	0	0	0	20140939	7	2	0	0	0	0	2	0	0.1	0	437.224977805197
2988259	2	1	1	1	1	218.612488902598	0	1	0	1	0	0	0	1	0	0	20140939	7	4	0	0	0	0	1	1	0.29	0	874.449955610394
2988260	1	1	4	1	1	276.592354551993	0	0	0	0	0	0	0	0	0	0	20140939	9	1	0	0	0	0	4	0	0	0	276.592354551993
2988260	2	1	2	1	1	276.592354551993	0	0	0	0	0	0	0	1	0	0	20140939	9	3	0	0	0	0	2	0	0.1	0	829.77706365598
2988261	1	1	2	2	2	440.748991509181	1	1	0	0	0	0	1	1	0	0	20140939	1	2	0	0	0	0	2	0	0.4	1	881.497983018362
2988262	1	1	4	2	4	292.373393676427	0	1	0	0	0	0	1	1	0	0	20140939	2	4	1	0	0	0	4	0	0.34	1	1169.49357470571
2988263	1	1	1	6	2	443.151452055435	0	1	1	1	0	0	0	1	0	0	20140939	4	3	0	1	1	0	1	0	0.38	1	1329.45435616631
2988264	1	1	2	2	2	224.611479507178	0	1	0	0	0	0	0	1	0	1	20140939	3	3	0	0	0	0	2	0	0.3	0	673.834438521534
2988265	1	1	3	2	2	22.5946126954608	1	1	0	0	0	0	1	1	0	0	20140939	2	2	0	0	0	0	3	0	0.4	1	45.1892253909216
2988266	1	1	1	1	9	1352.6956032264	0	1	0	0	0	0	0	1	0	0	20140939	1	1	1	0	0	0	1	0	0.24	0	1352.6956032264
2988267	1	1	1	2	1	257.488184761736	0	1	0	0	0	0	0	0	0	0	20140939	3	1	0	0	0	0	1	0	0.1	0	257.488184761736
2988268	1	1	2	1	1	134.244358314183	0	0	0	0	0	0	0	1	0	0	20140939	1	4	0	0	0	0	2	0	0.1	0	536.977433256731
2988269	1	1	2	1	1	460.292186943058	1	1	0	0	0	0	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.3	0	1841.16874777223
2988270	1	1	2	2	2	257.098140254371	1	1	0	0	0	0	0	1	0	0	20140939	4	3	0	0	0	0	2	0	0.3	0	771.294420763114
2988271	1	1	3	2	2	525.308910920759	1	1	0	0	0	0	0	1	0	0	20140939	1	6	0	0	0	0	3	0	0.3	0	3151.85346552456
2988272	1	1	3	1	1	88.5556315891557	0	0	0	1	0	0	0	1	0	0	20140939	1	7	0	0	0	0	3	0	0.15	0	619.88942112409
2988273	1	1	2	1	1	36.1637710328132	0	1	0	0	1	1	0	1	1	0	20140939	8	7	0	0	0	1	2	1	0.48	1	253.146397229692
2988274	1	1	3	2	2	288.748402289934	0	1	0	1	0	0	1	1	0	0	20140939	3	7	0	0	0	0	3	0	0.35	1	2021.23881602954
2988275	1	1	2	2	2	141.905603423708	1	1	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.3	0	425.716810271124
2988276	1	1	2	2	1	108.869196011044	0	1	0	0	0	0	0	1	0	0	20140939	1	2	0	0	1	0	2	0	0.24	0	217.738392022088
2988277	1	1	3	3	1	108.945634955578	0	1	0	0	0	0	0	0	0	0	20140939	3	4	0	1	0	0	3	0	0.14	0	435.782539822314
2988278	1	1	3	2	2	232.691765695439	0	0	0	1	0	0	0	0	0	0	20140939	3	5	0	0	0	0	3	0	0.05	0	1163.4588284772
2988279	1	1	2	1	9	1684.88465974045	0	0	0	0	0	0	0	1	0	0	20140939	1	3	1	0	0	0	2	0	0.14	0	5054.65397922136
2988280	1	1	1	3	2	30.8253708843505	0	1	0	0	0	0	1	1	0	0	20140939	2	1	0	1	0	0	1	0	0.34	1	30.8253708843505
2988281	1	1	2	1	1	275.860763878057	0	1	0	1	0	1	0	1	0	1	20140939	7	4	0	0	0	0	2	0	0.4	1	1103.44305551223
2988282	1	1	2	2	1	57.4111200550909	1	1	0	0	0	0	0	1	0	0	20140939	1	5	0	0	1	0	2	0	0.34	1	287.055600275455
2988283	1	1	1	3	5	147.758795651066	0	1	0	0	0	0	1	1	0	0	20140939	6	1	0	1	0	1	1	0	0.38	1	147.758795651066
2988284	1	1	2	1	1	616.589849767551	0	1	0	1	1	0	0	1	0	0	20140939	7	4	0	0	0	0	2	0	0.3	0	2466.3593990702
2988285	1	1	3	1	1	2516.47347486953	0	0	0	0	0	0	0	1	0	0	20140939	1	4	0	0	0	0	3	0	0.1	0	10065.8938994781
2988286	1	1	1	1	1	2725.46059117354	0	0	0	1	1	0	0	0	0	0	20140939	2	5	0	0	0	0	1	1	0.14	0	13627.3029558677
2988287	1	1	3	2	1	119.313863505407	1	1	0	0	0	0	0	1	0	0	20140939	7	5	0	0	0	0	3	0	0.3	0	596.569317527036
2988288	1	1	2	1	9	1794.81496722808	0	0	0	0	0	0	0	1	1	1	20140939	1	6	1	0	0	0	2	1	0.38	1	10768.8898033685
2988289	1	1	1	1	5	367.230348783279	0	0	0	0	0	0	0	1	0	0	20140939	6	4	0	0	0	0	1	1	0.14	0	1468.92139513312
2988290	1	1	2	2	6	356.599901573614	0	1	0	1	0	0	0	1	0	0	20140939	3	4	1	0	0	0	2	0	0.29	0	1426.39960629445
2988291	1	1	2	2	2	256.349549757767	1	1	0	1	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.35	1	769.0486492733
2988292	1	1	3	2	2	49.9910853577871	0	1	0	1	0	0	0	1	0	0	20140939	2	4	0	0	0	0	3	0	0.25	0	199.964341431148
2988293	1	1	2	1	1	2271.70362930827	0	1	0	0	0	0	1	1	0	0	20140939	6	1	0	0	0	0	2	0	0.3	0	2271.70362930827
2988294	1	1	2	3	5	447.166222050763	0	0	0	1	1	0	0	1	0	0	20140939	6	7	0	1	0	1	2	1	0.32	0	3130.16355435534
2988295	1	1	1	2	10	25.4632524799837	0	1	0	0	0	0	0	1	1	0	20140939	8	1	1	1	0	1	1	0	0.42	1	25.4632524799837
2988296	1	1	2	1	1	2201.39919353219	0	0	0	0	0	0	1	1	0	0	20140939	1	2	0	0	0	0	2	0	0.2	0	4402.79838706438
2988297	1	1	2	2	2	134.919340006552	0	0	0	0	0	0	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0	0	404.758020019655
2988298	1	1	1	1	2	194.979677872018	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	1	0	0.2	0	389.959355744036
2988298	2	1	1	1	2	194.979677872018	0	1	0	0	1	0	0	1	0	0	20140939	4	3	0	0	0	0	1	0	0.25	0	584.939033616054
2988300	1	1	1	2	2	210.997854131174	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	1	0	0.2	0	421.995708262347
2988301	1	1	1	6	6	270.219273600598	0	1	0	0	1	0	1	1	0	0	20140939	3	3	1	1	1	0	1	0	0.47	1	810.657820801795
2988302	1	1	1	2	2	208.913618847754	1	1	0	0	0	0	1	1	0	0	20140939	4	1	0	0	0	0	1	0	0.4	1	208.913618847754
2988303	1	1	4	1	1	1888.20257494352	0	0	0	0	0	0	0	0	0	0	20140939	1	3	0	0	0	0	4	0	0	0	5664.60772483055
2988304	1	1	1	2	1	105.720227257825	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	1	1	0	0.24	0	211.44045451565
2988305	1	1	3	1	1	602.54469309393	0	0	0	1	0	0	0	0	0	0	20140939	7	3	0	0	0	0	3	0	0.05	0	1807.63407928179
2988306	1	1	2	1	1	411.519320572292	0	1	0	1	0	0	1	1	0	0	20140939	7	2	0	0	0	0	2	0	0.35	1	823.038641144584
2988307	1	1	3	2	2	477.106643221804	0	1	0	0	1	0	0	1	0	1	20140939	4	7	0	0	0	0	3	0	0.35	1	3339.74650255263
2988308	1	1	3	1	10	1035.00177903191	0	0	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	3	0	0.1	0	3105.00533709572
2988309	1	1	2	2	2	198.566927031979	0	0	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.1	0	595.700781095936
2988310	1	1	2	2	2	260.822984574313	0	1	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.2	0	782.468953722938
2988310	2	1	2	2	2	260.822984574313	0	0	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.1	0	1043.29193829725
2988311	1	1	1	4	6	398.879078755029	0	1	0	0	0	0	1	1	0	0	20140939	2	1	1	0	0	0	1	0	0.34	1	398.879078755029
2988312	1	1	2	2	6	242.452021455473	0	1	0	1	0	0	0	1	0	1	20140939	3	5	1	0	0	0	2	0	0.39	1	1212.26010727737
2988313	1	1	2	1	8	1508.50786137519	0	0	0	0	0	0	0	1	0	1	20140939	1	3	1	0	0	0	2	0	0.24	0	4525.52358412557
2988314	1	1	1	1	1	356.961530825427	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	1	1	0	0.24	0	713.923061650854
2988315	1	1	1	3	6	220.508377674052	1	1	0	0	0	0	0	1	0	0	20140939	3	2	1	1	0	0	1	0	0.38	1	441.016755348104
2988316	1	1	2	1	1	249.495727088364	0	1	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.2	0	748.487181265092
2988317	1	1	3	2	2	137.582613502191	1	1	0	0	0	0	0	0	0	0	20140939	2	5	0	0	0	0	3	0	0.2	0	687.913067510956
2988318	1	1	2	1	1	254.398688670847	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.2	0	508.797377341693
2988319	1	1	2	2	2	617.252068469887	0	1	0	1	0	0	0	1	0	0	20140939	4	3	0	0	0	0	2	0	0.25	0	1851.75620540966
2988320	1	1	2	2	2	137.582613502191	1	1	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	2	0	0.3	0	275.165227004382
2988320	2	1	1	2	2	137.582613502191	0	0	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	1	0	0.1	0	275.165227004382
2988321	1	1	3	1	1	3260.16258444163	0	0	0	0	0	0	0	1	0	0	20140939	6	3	0	0	0	0	3	0	0.1	0	9780.48775332488
2988322	1	1	2	2	2	207.362642915305	1	1	0	0	0	0	0	0	0	0	20140939	4	3	0	0	0	0	2	0	0.2	0	622.087928745914
2988323	1	1	1	2	2	149.983008442845	0	1	0	0	0	0	1	1	0	0	20140939	2	2	0	0	0	0	1	0	0.3	0	299.966016885689
2988324	1	1	2	6	1	53.6937450980082	0	1	0	1	0	1	0	1	1	1	20140939	2	5	0	1	0	0	2	0	0.54	1	268.468725490041
2988325	1	1	3	2	1	114.325897267635	0	0	0	0	0	0	0	1	1	0	20140939	7	5	0	0	0	0	3	0	0.2	0	571.629486338175
2988326	1	1	3	1	8	300.392269506815	0	1	0	0	0	0	0	1	0	1	20140939	9	3	0	0	0	0	3	0	0.3	0	901.176808520444
2988327	1	1	2	2	1	116.361703737633	0	0	0	1	0	0	0	1	0	1	20140939	7	4	0	0	0	0	2	0	0.25	0	465.446814950533
2988328	1	1	3	1	1	2027.9752855286	0	0	0	0	0	0	0	1	0	0	20140939	1	4	0	0	0	0	3	0	0.1	0	8111.90114211439
2988329	1	1	1	2	2	266.174150826745	1	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	1	0	0.3	0	532.348301653489
2988330	1	1	2	1	1	156.29013049026	0	1	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	2	0	0.2	0	468.87039147078
2988331	1	1	2	1	1	2296.83423889195	0	1	0	0	1	0	0	1	0	0	20140939	1	5	0	0	0	0	2	0	0.25	0	11484.1711944598
2988332	1	1	1	2	8	137.223490556543	0	1	0	1	0	0	0	0	0	0	20140939	7	4	1	0	0	0	1	1	0.23	0	548.893962226173
2988335	1	1	1	1	1	415.604127843907	0	1	0	0	0	0	0	1	0	0	20140939	9	1	0	0	0	0	1	0	0.2	0	415.604127843907
2988336	1	1	3	1	8	402.043596029936	0	0	0	0	0	0	0	1	1	0	20140939	9	4	0	0	0	0	3	0	0.2	0	1608.17438411974
2988337	1	1	2	2	1	126.053892488588	0	0	0	0	0	0	0	1	0	1	20140939	1	5	0	0	0	0	2	0	0.2	0	630.269462442938
2988338	1	1	2	2	10	136.912334462442	0	1	0	0	0	0	0	1	0	0	20140939	7	3	1	0	0	0	2	0	0.24	0	410.737003387325
2988339	1	1	1	2	2	208.913618847754	0	1	0	0	0	0	0	1	0	0	20140939	4	1	0	0	1	0	1	0	0.24	0	208.913618847754
2988340	1	1	3	1	1	1639.18479434608	0	0	0	1	0	0	0	1	0	0	20140939	1	4	0	0	0	0	3	0	0.15	0	6556.73917738433
2988341	1	1	2	2	4	125.580005569222	0	1	0	1	0	0	0	0	0	0	20140939	7	4	1	0	0	0	2	0	0.19	0	502.320022276889
2988342	1	1	2	1	1	296.994294001204	0	1	0	1	0	1	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.3	0	593.988588002408
2988343	1	1	3	2	2	137.582613502191	0	0	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	3	0	0.1	0	412.747840506574
2988344	1	1	1	6	2	86.24944526818	0	1	0	0	1	0	0	1	0	0	20140939	2	4	0	1	0	0	1	1	0.33	0	344.99778107272
2988345	1	1	2	1	1	2199.14051054214	0	0	0	0	0	0	0	0	0	0	20140939	1	2	0	0	0	0	2	0	0	0	4398.28102108428
2988346	1	1	1	6	9	48.277470655921	0	1	0	0	0	0	0	1	0	0	20140939	2	3	1	1	0	0	1	0	0.28	0	144.832411967763
2988347	1	1	2	1	1	289.070045031158	1	1	0	1	1	0	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.4	1	1156.28018012463
2988348	1	1	1	2	2	182.626684602937	0	1	0	0	0	0	0	1	0	0	20140939	4	1	0	0	0	0	1	0	0.2	0	182.626684602937
2988349	1	1	2	2	2	304.404606002263	0	1	0	1	1	0	0	1	1	0	20140939	2	4	0	0	0	0	2	0	0.4	1	1217.61842400905
2988350	1	1	3	1	1	1242.37997412788	0	1	0	1	0	0	0	0	0	0	20140939	5	4	0	0	0	0	3	0	0.15	0	4969.51989651151
2988351	1	1	3	1	1	689.42155915538	0	1	0	0	0	0	0	0	0	0	20140939	2	3	0	0	0	0	3	0	0.1	0	2068.26467746614
2988352	1	1	1	1	1	184.628687688854	1	1	0	0	0	0	0	1	1	0	20140939	7	1	0	0	0	0	1	0	0.4	1	184.628687688854
2988353	1	1	2	1	1	884.919523401982	0	0	0	1	0	0	0	1	0	0	20140939	2	5	0	0	0	0	2	0	0.15	0	4424.59761700991
2988354	1	1	1	1	1	22.8719286522808	0	1	0	0	0	0	0	1	0	0	20140939	8	2	0	0	0	0	1	0	0.2	0	45.7438573045617
2988355	1	1	1	2	2	277.065843259282	0	1	0	0	0	0	0	1	0	0	20140939	3	1	0	0	0	0	1	0	0.2	0	277.065843259282
2988356	1	1	2	1	1	347.463624957701	0	0	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	2	0	0.1	0	1389.8544998308
2988357	1	1	1	1	1	832.689792193012	0	0	0	0	0	0	0	1	0	0	20140939	2	3	0	0	1	1	1	1	0.22	0	2498.06937657904
2988358	1	1	1	1	1	1406.06870788846	0	1	0	0	0	0	1	1	0	0	20140939	5	1	0	0	0	0	1	0	0.3	0	1406.06870788846
2988359	1	1	1	6	9	91.4654376150463	0	1	0	1	1	0	0	1	0	0	20140939	1	3	1	1	1	0	1	0	0.42	1	274.396312845139
2988360	1	1	1	1	1	194.535655264636	0	0	0	0	0	0	1	0	0	0	20140939	7	1	0	0	0	0	1	0	0.1	0	194.535655264636
2988361	1	1	2	1	1	1802.66537972942	1	1	0	1	0	0	0	1	0	0	20140939	5	5	0	0	0	0	2	0	0.35	1	9013.32689864711
2988362	1	1	1	4	2	325.206197210689	0	1	0	0	0	0	1	1	0	0	20140939	4	1	0	0	1	0	1	0	0.34	1	325.206197210689
2988363	1	1	1	1	1	243.835652516807	0	0	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	1	0	0.1	0	487.671305033613
2988364	1	1	3	1	1	1467.04476095458	0	0	0	0	0	0	0	0	0	0	20140939	7	3	0	0	0	0	3	0	0	0	4401.13428286375
2988365	1	1	2	2	6	263.066947941096	0	0	0	1	0	0	0	1	0	0	20140939	3	6	1	0	0	0	2	0	0.19	0	1578.40168764658
2988366	1	1	2	1	1	225.062569951763	0	0	0	0	0	0	0	0	0	0	20140939	7	2	0	0	0	0	2	0	0	0	450.125139903526
2988367	1	1	1	4	2	368.356910648029	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	1	0	1	0	0.24	0	736.713821296058
2988368	1	1	2	2	2	267.961509086102	0	0	0	1	0	0	0	1	1	0	20140939	2	4	0	0	0	0	2	0	0.25	0	1071.84603634441
2988369	1	1	1	2	1	105.720227257825	0	1	0	0	0	0	1	1	0	0	20140939	3	2	0	0	0	1	1	0	0.34	1	211.44045451565
2988370	1	1	3	1	1	2367.08485846869	0	0	0	0	0	0	0	0	0	0	20140939	2	5	0	0	0	0	3	0	0	0	11835.4242923435
2988371	1	1	1	2	1	115.042298494908	0	1	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	1	0	0.2	0	345.126895484724
2988372	1	1	1	4	2	414.574988271937	1	1	0	0	0	0	1	1	0	0	20140939	4	1	0	0	1	0	1	0	0.44	1	414.574988271937
2988373	1	1	1	2	2	22.5946126954608	0	1	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	1	0	0.2	0	45.1892253909216
