DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P5010	P8526	P8530	FEX_C	ALFABETISMO	LOGRO_EDUCATIVO	INASISTENCIA_ESCOLAR	REZAGO_ESCOLAR	ATENCION_INTEGRAL	TRABAJO_INFANTIL	DESEMPLEO_LARGA_DURACION	EMPLEO_FORMAL	ASEGURAMIENTO_SALUD	BARRERAS_ACCESO_SALUD	PERIODO	REGION	PERSONAS	ACUEDUCTO	ALCANTARILLADO	PISOS	PAREDES	P5010_imp	HACINAMIENTO	IPM	POBRE	FEXP
3009268	1	1	1	6	5	254.673006910729	1	1	0	0	0	0	0	1	0	0	20140939	1	2	1	1	0	0	1	0	0.38	1	509.346013821457
3009272	1	1	1	3	6	711.156165484084	1	1	1	1	0	1	0	1	0	0	20140939	2	6	1	1	0	0	1	1	0.57	1	4266.9369929045
3009274	1	1	1	3	10	825.229755024576	0	1	0	0	0	0	0	1	0	0	20140939	2	3	1	1	0	0	1	0	0.28	0	2475.68926507373
3009275	1	1	2	2	6	386.308752299952	0	1	0	1	0	0	0	1	0	0	20140939	2	3	1	0	0	0	2	0	0.29	0	1158.92625689986
3009277	1	1	3	1	1	1727.88306827346	0	1	0	1	0	0	0	1	0	0	20140939	5	7	0	0	0	0	3	0	0.25	0	12095.1814779142
3009279	1	1	1	2	2	283.057379532403	0	1	0	1	0	0	0	1	0	0	20140939	1	3	0	0	0	0	1	0	0.25	0	849.172138597209
3009281	1	1	2	1	1	2084.09362595408	0	1	0	0	0	0	0	0	0	0	20140939	5	4	0	0	0	0	2	0	0.1	0	8336.37450381634
3009282	1	1	2	1	1	2541.38043574597	0	0	0	0	0	0	0	0	0	0	20140939	5	5	0	0	0	0	2	0	0	0	12706.9021787298
3009284	1	1	1	2	5	604.12524360216	0	0	0	0	0	0	0	1	0	0	20140939	1	4	1	0	0	0	1	1	0.18	0	2416.50097440864
3009286	1	1	1	6	5	564.115287517322	0	0	0	1	0	0	0	1	0	1	20140939	1	4	1	1	0	0	1	1	0.37	1	2256.46115006929
3009288	1	1	1	1	1	2285.39117579881	0	0	0	0	0	0	0	1	0	0	20140939	1	1	0	0	0	0	1	0	0.1	0	2285.39117579881
3009295	1	1	2	2	2	311.441752154078	0	1	0	1	0	0	0	1	0	0	20140939	1	4	0	0	0	0	2	0	0.25	0	1245.76700861631
3009296	1	1	1	6	6	359.291978009691	0	1	0	0	0	0	0	1	0	0	20140939	1	1	1	1	0	0	1	0	0.28	0	359.291978009691
3009297	1	1	4	2	5	275.471712519879	0	1	0	1	0	0	1	1	0	1	20140939	1	4	1	0	0	0	4	0	0.49	1	1101.88685007951
3009299	1	1	3	2	6	782.616819968843	0	0	0	0	0	0	0	1	0	0	20140939	2	2	1	0	0	0	3	0	0.14	0	1565.23363993769
3009301	1	1	2	2	3	372.514428028653	0	1	0	0	0	0	0	0	0	0	20140939	1	2	0	0	0	0	2	0	0.1	0	745.028856057306
3009302	1	1	2	3	2	365.913941968343	0	1	1	1	0	0	0	1	0	0	20140939	2	4	0	1	0	0	2	0	0.34	1	1463.65576787337
3009303	1	1	3	2	6	309.183324682171	0	1	0	1	0	0	0	1	0	0	20140939	2	4	1	0	0	0	3	0	0.29	0	1236.73329872868
3009305	1	1	1	2	10	22.8719286522808	0	0	0	0	0	0	0	1	0	0	20140939	8	2	1	1	0	0	1	0	0.18	0	45.7438573045617
3009310	1	1	3	1	1	1452.05718815517	0	0	0	1	0	0	0	1	0	0	20140939	5	4	0	0	0	0	3	0	0.15	0	5808.22875262068
3009311	1	1	1	3	6	306.682648957234	0	1	0	0	0	0	0	1	1	0	20140939	2	2	1	1	0	0	1	0	0.38	1	613.365297914467
3009313	1	1	3	1	1	1656.99393855321	0	1	0	1	0	0	0	1	1	0	20140939	5	5	0	0	0	0	3	0	0.35	1	8284.96969276605
3009314	1	1	2	1	1	1395.9345353381	0	1	0	0	0	0	0	0	0	0	20140939	5	4	0	0	0	0	2	0	0.1	0	5583.73814135241
3009316	1	1	3	1	1	2374.81078654337	0	0	0	0	0	0	0	1	0	0	20140939	1	5	0	0	0	0	3	0	0.1	0	11874.0539327169
3009318	1	1	3	2	10	35.0647639968211	0	0	0	0	0	0	0	1	0	0	20140939	8	6	1	1	0	0	3	0	0.18	0	210.388583980927
3009320	1	1	2	1	1	1242.37997412788	0	1	0	0	0	0	0	1	0	0	20140939	5	4	0	0	0	0	2	0	0.2	0	4969.51989651151
3009321	1	1	2	1	1	1407.21496600715	0	1	0	0	0	0	0	1	0	0	20140939	5	2	0	0	0	0	2	0	0.2	0	2814.42993201429
3009323	1	1	2	1	1	806.510517910925	0	0	1	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	2	0	0.15	0	1613.02103582185
3009324	1	1	3	1	1	1769.81499229326	0	0	0	0	0	0	0	1	0	0	20140939	5	3	0	0	0	0	3	0	0.1	0	5309.44497687978
3009325	1	1	4	1	10	707.241640123382	0	0	0	0	0	0	0	1	0	0	20140939	2	5	0	0	0	0	4	0	0.1	0	3536.20820061691
3009326	1	1	1	2	10	25.4632524799837	0	0	0	0	0	0	0	1	1	0	20140939	8	1	1	1	0	0	1	0	0.28	0	25.4632524799837
3009327	1	1	3	2	2	106.128527233083	0	1	0	1	0	0	0	1	0	0	20140900	7	4	0	0	0	0	3	0	0.25	0	424.514108932332
3009328	1	1	2	2	2	224.727972188088	0	0	0	0	0	0	0	1	0	0	20140900	7	3	0	0	0	0	2	0	0.1	0	674.183916564263
3009331	1	1	1	1	1	1406.06870788846	0	0	0	0	0	0	1	1	0	0	20140939	5	1	0	0	0	0	1	0	0.2	0	1406.06870788846
3009332	1	1	3	1	1	1769.81499229326	0	1	0	0	0	0	0	1	0	0	20140939	5	3	0	0	0	0	3	0	0.2	0	5309.44497687978
3009333	1	1	1	1	1	1742.55004078448	0	0	1	1	1	1	0	1	1	0	20140939	5	3	0	0	0	0	1	1	0.44	1	5227.65012235344
3009334	1	1	2	1	1	1402.05041709508	0	0	0	1	0	0	0	1	0	0	20140939	5	4	0	0	0	0	2	0	0.15	0	5608.20166838034
3009338	1	1	3	1	1	1260.48769059672	0	0	0	1	0	0	0	1	0	0	20140939	5	4	0	0	0	0	3	0	0.15	0	5041.95076238688
3009340	1	1	3	1	10	22.9856075802995	0	0	0	1	0	0	0	1	0	0	20140939	8	4	0	0	0	0	3	0	0.15	0	91.942430321198
3009341	1	1	2	1	10	24.4448761478028	0	0	0	0	0	0	0	1	0	0	20140939	8	3	0	0	0	0	2	0	0.1	0	73.3346284434084
3009342	1	1	3	6	5	542.662630691413	1	1	0	1	1	0	0	1	1	1	20140939	1	5	1	1	0	0	3	0	0.68	1	2713.31315345706
3009343	1	1	3	2	3	581.961420023945	1	1	0	0	0	0	0	1	1	0	20140939	1	7	0	0	0	0	3	0	0.4	1	4073.72994016761
3009349	1	1	2	1	1	1794.46267580189	0	0	0	1	0	0	0	0	0	0	20140939	5	2	0	0	0	0	2	0	0.05	0	3588.92535160379
3009350	1	1	1	2	3	370.206047275333	0	1	0	0	0	0	0	0	0	0	20140939	1	2	0	0	0	0	1	0	0.1	0	740.412094550666
3009351	1	1	1	2	10	28.8470740669064	0	0	0	1	0	0	0	0	0	0	20140939	8	2	1	1	0	0	1	0	0.13	0	57.6941481338129
3009352	1	1	1	1	1	1794.46267580189	0	0	0	0	0	0	0	1	1	0	20140939	5	2	0	0	0	0	1	0	0.2	0	3588.92535160379
3009353	1	1	3	1	1	1784.11739933668	0	0	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	3	0	0.1	0	3568.23479867336
3009354	1	1	1	1	1	762.267191797317	0	0	0	0	0	0	0	1	0	0	20140939	1	1	0	0	0	0	1	0	0.1	0	762.267191797317
3009356	1	1	2	1	1	1452.05718815517	0	0	0	1	0	0	0	1	0	0	20140939	5	4	0	0	0	0	2	0	0.15	0	5808.22875262068
3009357	1	1	3	1	1	1824.81518425006	0	1	0	1	0	1	0	1	0	0	20140939	7	3	0	0	0	0	3	0	0.3	0	5474.44555275019
3009358	1	1	1	1	1	920.85941383421	0	0	0	0	0	0	1	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	920.85941383421
3009359	1	1	3	2	10	15.7594983921177	0	0	0	0	0	0	0	0	0	0	20140939	8	4	1	1	0	0	3	0	0.08	0	63.0379935684708
3009360	1	1	1	1	1	833.610148970837	0	0	0	0	0	0	0	0	0	0	20140939	1	2	0	0	0	0	1	0	0	0	1667.22029794167
3009361	1	1	2	1	1	1925.05493193828	0	0	0	0	0	0	0	1	0	0	20140939	5	3	0	0	0	0	2	0	0.1	0	5775.16479581485
3009362	1	1	1	2	10	28.8343533990043	0	0	0	0	0	0	0	0	0	0	20140939	8	1	1	1	0	0	1	0	0.08	0	28.8343533990043
3009369	1	1	2	2	10	28.8470740669064	0	0	0	0	0	0	0	0	0	0	20140939	8	2	0	0	0	0	2	0	0	0	57.6941481338129
3009370	1	1	1	2	5	370.206047275333	0	1	0	0	0	0	0	1	1	0	20140939	1	2	1	0	0	0	1	0	0.34	1	740.412094550666
3009371	1	1	1	1	10	23.9030256523638	0	1	0	0	0	0	0	1	0	0	20140939	8	1	1	0	0	0	1	0	0.24	0	23.9030256523638
3009372	1	1	2	1	1	1356.42655327354	0	0	0	0	0	0	0	0	0	0	20140939	2	2	0	0	0	0	2	0	0	0	2712.85310654708
3009375	1	1	2	1	1	878.893468862822	0	0	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	2	0	0.1	0	2636.68040658847
3009377	1	1	2	2	10	24.4448761478028	0	0	0	0	0	0	0	1	0	0	20140939	8	3	1	1	0	0	2	0	0.18	0	73.3346284434084
3009378	1	1	2	2	10	33.6794172647146	0	0	0	0	0	0	0	1	0	0	20140939	8	4	1	1	0	0	2	0	0.18	0	134.717669058858
3009380	1	1	2	2	10	29.4180802339631	0	0	0	1	0	0	0	0	0	0	20140939	8	3	1	1	0	0	2	0	0.13	0	88.2542407018893
3009383	1	1	2	2	10	22.6121592505721	0	0	0	0	1	0	0	1	1	0	20140939	8	4	0	1	0	1	2	0	0.33	0	90.4486370022882
3009386	1	1	1	1	10	26.3092352690058	0	1	0	0	0	0	0	1	0	0	20140939	8	1	1	0	0	0	1	0	0.24	0	26.3092352690058
3009387	1	1	1	1	1	745.126274449572	0	0	0	0	1	0	0	0	0	0	20140939	2	3	0	0	0	0	1	1	0.09	0	2235.37882334872
3009388	1	1	2	2	3	446.098749701616	1	1	0	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	2	0	0.3	0	892.197499403232
3009389	1	1	2	1	1	716.013088428933	0	1	0	1	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.25	0	2148.0392652868
3009390	1	1	2	1	1	473.617027061268	0	0	0	0	0	0	1	1	1	0	20140939	2	3	0	0	0	0	2	0	0.3	0	1420.8510811838
3009391	1	1	2	2	10	33.9100309948057	0	0	0	0	0	0	1	1	0	0	20140939	8	3	1	1	0	0	2	0	0.28	0	101.730092984417
3009392	1	1	2	1	1	536.103089515356	1	1	0	1	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.35	1	1608.30926854607
3009393	1	1	3	1	1	641.413933830372	0	1	0	1	0	0	0	1	1	0	20140939	2	5	0	0	0	0	3	0	0.35	1	3207.06966915186
3009394	1	1	2	2	2	597.16277563088	0	1	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	2	0	0.2	0	1194.32555126176
3009396	1	1	1	1	1	580.498029828158	0	1	0	0	0	0	1	1	0	0	20140939	2	1	0	0	0	0	1	0	0.3	0	580.498029828158
3009397	1	1	2	1	1	1938.42218477787	0	0	0	1	0	0	0	1	0	0	20140939	5	4	0	0	0	0	2	0	0.15	0	7753.68873911149
3009398	1	1	2	1	1	1601.51479699727	0	0	0	0	0	0	0	1	1	0	20140939	5	2	0	0	0	0	2	0	0.2	0	3203.02959399454
3009399	1	1	2	2	10	20.8759403498191	0	0	0	0	0	0	0	0	0	0	20140939	8	3	0	1	0	0	2	0	0.04	0	62.6278210494573
3009400	1	1	1	1	1	534.678388050529	1	1	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	1	1	0.34	1	2138.71355220212
3009411	1	1	1	2	2	142.57003425551	0	1	0	0	0	0	0	1	0	0	20140900	7	3	0	0	0	0	1	0	0.2	0	427.710102766531
3009423	1	1	4	1	1	758.224588913971	0	1	0	0	0	0	0	1	0	0	20140939	2	5	0	0	0	0	4	0	0.2	0	3791.12294456986
3009430	1	1	4	4	6	145.792112831066	1	1	0	1	1	0	0	1	0	0	20140900	7	9	1	0	0	0	4	0	0.44	1	1312.12901547959
3009431	1	1	2	1	1	112.626550654359	0	0	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	2	0	0.1	0	337.879651963077
3009442	1	1	2	1	1	18.4697307331772	0	0	0	0	0	0	0	1	0	0	20140939	8	3	0	0	0	0	2	0	0.1	0	55.4091921995316
3009444	1	1	4	1	1	715.428928347597	1	1	0	1	0	0	0	1	0	0	20140939	2	7	0	0	0	0	4	0	0.35	1	5008.00249843318
3009445	1	1	2	1	1	536.273806282699	0	1	0	0	0	0	1	1	0	0	20140939	2	2	0	0	0	0	2	0	0.3	0	1072.5476125654
3009458	1	1	1	2	10	22.8719286522808	0	1	0	0	0	0	0	0	0	0	20140939	8	2	0	1	0	0	1	0	0.14	0	45.7438573045617
3009464	1	1	1	2	2	83.7680194862463	0	1	0	0	0	0	0	1	0	0	20140900	7	2	0	0	0	0	1	0	0.2	0	167.536038972493
3009469	1	1	1	1	1	1406.06870788846	0	0	0	0	0	0	0	0	0	0	20140939	5	1	0	0	0	0	1	0	0	0	1406.06870788846
3009475	1	1	3	2	10	34.6375634123545	0	1	0	1	0	0	0	0	0	0	20140939	8	7	1	1	0	0	3	0	0.23	0	242.462943886482
3009480	1	1	2	2	6	106.376680417249	1	1	0	0	0	0	0	1	0	0	20140900	7	2	1	0	1	0	2	0	0.38	1	212.753360834498
3009487	1	1	3	1	1	530.03761306118	0	1	0	1	0	0	0	1	0	0	20140939	2	5	0	0	0	0	3	0	0.25	0	2650.1880653059
3009502	1	1	3	1	1	648.272969609605	0	1	0	0	0	0	0	1	1	0	20140939	2	4	0	0	0	0	3	0	0.3	0	2593.09187843842
3009503	1	1	1	1	1	527.057528444713	1	1	0	0	0	0	1	1	0	0	20140939	2	2	0	0	0	0	1	0	0.4	1	1054.11505688943
3009506	1	1	1	1	1	116.484563647881	0	1	0	0	0	0	1	1	0	0	20140939	7	1	0	0	0	0	1	0	0.3	0	116.484563647881
3009524	1	1	3	1	1	655.713551266255	1	1	0	0	0	0	0	1	0	0	20140939	2	5	0	0	0	0	3	0	0.3	0	3278.56775633128
3009528	1	1	1	1	1	705.37210912612	0	1	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	1	1	0.24	0	2821.48843650448
3009530	1	1	3	1	1	1620.56307751798	0	0	0	0	0	0	0	1	0	0	20140939	5	4	0	0	0	0	3	0	0.1	0	6482.25231007191
3009532	1	1	5	1	1	1389.49587142012	0	0	0	1	0	0	0	0	1	0	20140939	5	6	0	0	0	0	5	0	0.15	0	8336.97522852069
3009546	1	1	2	2	10	21.06105456088	0	0	0	0	0	0	0	1	0	0	20140939	8	2	1	1	0	0	2	0	0.18	0	42.1221091217601
3009555	1	1	3	1	1	529.414770503467	0	0	0	1	0	0	0	0	0	0	20140939	2	3	0	0	0	0	3	0	0.05	0	1588.2443115104
3009562	1	1	1	1	1	760.408028741735	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	760.408028741735
3009569	1	1	4	1	1	802.079956979041	0	0	0	0	0	0	0	1	0	0	20140939	2	6	0	0	0	0	4	0	0.1	0	4812.47974187424
3009572	1	1	3	1	1	44.7649928375538	0	0	0	1	0	0	0	0	0	0	20140939	8	8	0	0	0	0	3	0	0.05	0	358.119942700431
3009573	1	1	1	1	6	123.924381827798	0	0	0	0	0	0	0	1	0	0	20140939	7	1	1	0	0	0	1	0	0.14	0	123.924381827798
3009575	1	1	2	1	1	1448.38629067163	0	0	0	0	0	0	0	1	0	0	20140939	5	2	0	0	0	0	2	0	0.1	0	2896.77258134326
3009579	1	1	3	1	1	1597.72862933138	0	0	0	1	0	1	0	1	0	0	20140939	5	4	0	0	0	0	3	0	0.2	0	6390.91451732553
3009589	1	1	2	1	1	1227.8664631696	0	0	0	0	0	0	0	1	0	0	20140939	5	2	0	0	0	0	2	0	0.1	0	2455.73292633921
3009591	1	1	2	2	10	23.6998516188972	1	1	0	0	0	0	0	0	0	0	20140939	8	4	1	1	0	0	2	0	0.28	0	94.799406475589
3009594	1	1	1	1	1	1600.36853887859	0	0	0	0	0	0	0	0	0	0	20140939	5	1	0	0	0	0	1	0	0	0	1600.36853887859
3009596	1	1	1	1	1	580.498029828158	1	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.3	0	580.498029828158
3009597	1	1	2	1	1	1607.42498468743	0	0	0	0	0	0	0	1	0	0	20140939	5	3	0	0	0	0	2	0	0.1	0	4822.2749540623
3009606	1	1	1	1	1	760.408028741735	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	760.408028741735
3009614	1	1	1	1	1	1421.02003604105	0	0	0	0	0	0	1	1	0	0	20140939	5	1	0	0	0	0	1	0	0.2	0	1421.02003604105
3009616	1	1	2	1	1	1616.89218003444	0	0	0	0	0	0	0	1	1	0	20140939	5	2	0	0	0	0	2	0	0.2	0	3233.78436006888
3009617	1	1	2	2	1	545.319367353342	0	0	0	1	0	0	0	1	0	0	20140939	2	3	0	1	0	0	2	0	0.19	0	1635.95810206003
3009618	1	1	3	1	1	1643.62668571362	0	0	0	0	0	0	0	1	1	0	20140939	5	4	0	0	0	0	3	0	0.2	0	6574.50674285448
3009626	1	1	2	1	1	1436.16529595072	0	0	0	0	0	0	0	1	0	0	20140939	5	2	0	0	0	0	2	0	0.1	0	2872.33059190145
3009634	1	1	2	2	10	20.3468105222823	0	0	0	0	0	0	0	0	0	0	20140939	8	2	1	1	0	0	2	0	0.08	0	40.6936210445646
3009645	1	1	1	1	1	545.631325112877	1	1	0	1	0	0	0	1	0	0	20140900	7	3	0	0	0	0	1	1	0.39	1	1636.89397533863
3009646	1	1	3	2	2	187.288211387912	0	0	0	0	0	0	0	1	0	0	20140900	7	3	0	0	0	0	3	0	0.1	0	561.864634163737
3009647	1	1	1	2	6	1003.98343323193	0	1	0	0	0	0	0	1	0	0	20140939	2	1	1	0	0	0	1	0	0.24	0	1003.98343323193
3009648	1	1	2	2	2	1475.04552271016	0	0	0	0	0	0	0	0	0	0	20140939	2	3	0	0	0	0	2	0	0	0	4425.13656813048
3009651	1	1	3	2	10	35.5596073922597	0	0	0	0	0	0	0	0	0	0	20140939	8	6	1	1	0	0	3	0	0.08	0	213.357644353558
3009654	1	1	2	2	6	541.438444145019	0	1	0	0	0	0	0	1	0	0	20140939	2	2	1	0	0	0	2	0	0.24	0	1082.87688829004
3009655	1	1	1	1	1	1600.36853887859	0	1	0	0	0	0	1	1	0	0	20140939	5	1	0	0	0	0	1	0	0.3	0	1600.36853887859
3009656	1	1	1	2	2	636.640658457523	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	636.640658457523
3009657	1	1	3	1	1	1760.21994005901	0	0	0	1	0	0	0	1	0	0	20140939	5	5	0	0	0	0	3	0	0.15	0	8801.09970029506
3009658	1	1	2	2	6	640.788647875358	0	1	1	0	0	0	0	1	0	0	20140939	2	3	1	0	0	0	2	0	0.29	0	1922.36594362607
3009659	1	1	2	2	2	248.380569548438	0	0	0	0	0	0	0	0	0	0	20140900	7	4	0	0	0	0	2	0	0	0	993.522278193752
3009661	1	1	2	1	1	1228.47952638815	0	0	0	0	0	0	0	1	0	0	20140939	5	4	0	0	0	0	2	0	0.1	0	4913.9181055526
3009663	1	1	3	1	1	1461.75354351122	0	0	0	1	0	0	0	0	0	0	20140939	5	3	0	0	0	0	3	0	0.05	0	4385.26063053367
3009666	1	1	1	2	6	466.649668482455	0	1	0	0	0	0	0	1	0	0	20140939	2	2	1	0	0	0	1	0	0.24	0	933.299336964909
3009669	1	1	2	1	1	1077.66222203273	1	1	0	0	0	0	0	1	0	0	20140939	5	3	0	0	0	0	2	0	0.3	0	3232.9866660982
3009670	1	1	1	2	6	466.649668482455	0	0	0	0	0	0	1	1	0	0	20140939	2	2	1	0	0	0	1	0	0.24	0	933.299336964909
3009672	1	1	2	1	1	2233.21768384213	0	0	0	0	0	0	0	1	0	0	20140939	5	4	0	0	0	0	2	0	0.1	0	8932.8707353685
3009673	1	1	2	1	1	1925.05493193828	0	0	0	1	0	0	0	0	0	0	20140939	5	3	0	0	0	0	2	0	0.05	0	5775.16479581485
3009677	1	1	1	1	1	128.145500423948	0	0	0	0	0	0	0	0	0	0	20140939	7	1	0	0	0	0	1	0	0	0	128.145500423948
3009678	1	1	2	2	6	873.573351444984	0	1	0	1	0	0	0	1	0	0	20140939	2	4	1	0	1	0	2	0	0.33	0	3494.29340577993
3009679	1	1	1	2	2	737.368890554964	0	1	0	0	0	0	0	1	0	0	20140939	2	1	0	0	0	0	1	0	0.2	0	737.368890554964
3009680	1	1	2	2	6	867.686955011863	0	0	0	0	1	0	0	1	0	0	20140939	2	3	1	0	0	0	2	0	0.19	0	2603.06086503559
3009682	1	1	2	2	2	511.394308314602	0	1	0	0	0	0	0	1	0	0	20140939	2	3	0	0	0	0	2	0	0.2	0	1534.1829249438
3009685	1	1	3	1	1	228.83564768736	0	0	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	3	0	0.1	0	686.50694306208
3009690	1	1	1	1	1	476.931571732991	0	0	0	0	0	0	0	0	0	1	20140900	7	1	0	0	0	0	1	0	0.1	0	476.931571732991
3009709	1	1	2	2	2	189.113076875277	0	1	0	1	0	0	0	1	0	0	20140900	7	4	0	0	0	0	2	0	0.25	0	756.45230750111
3009717	1	1	1	2	2	188.108273850101	0	1	0	0	0	0	0	1	0	0	20140900	7	1	0	0	0	0	1	0	0.2	0	188.108273850101
3009725	1	1	2	1	1	237.781585670426	0	0	0	0	0	0	0	0	0	0	20140939	7	3	0	0	0	0	2	0	0	0	713.344757011278
3009728	1	1	1	1	1	527.057528444713	0	1	0	0	0	0	0	1	0	0	20140939	2	2	0	0	0	0	1	0	0.2	0	1054.11505688943
3009733	1	1	3	1	1	1461.75354351122	0	0	0	1	0	0	0	0	0	0	20140939	5	3	0	0	0	0	3	0	0.05	0	4385.26063053367
3009738	1	1	1	1	1	1436.16529595072	0	1	0	0	0	0	0	1	0	0	20140939	5	2	0	0	0	0	1	0	0.2	0	2872.33059190145
3009741	1	1	2	2	2	264.714527783297	0	1	0	1	0	0	0	1	0	0	20140900	7	4	0	0	0	0	2	0	0.25	0	1058.85811113319
3009742	1	1	1	6	6	469.710927702711	0	1	0	0	0	0	0	1	0	0	20140939	2	1	1	1	0	0	1	0	0.28	0	469.710927702711
3009744	1	1	1	1	1	1406.06870788846	0	0	0	0	0	0	1	0	0	0	20140939	5	1	0	0	0	0	1	0	0.1	0	1406.06870788846
3009747	1	1	1	1	1	1241.8654649606	0	0	0	0	0	0	0	0	0	0	20140939	5	2	0	0	0	0	1	0	0	0	2483.7309299212
3009749	1	1	3	1	1	522.808663093968	0	0	0	1	0	0	1	1	1	0	20140939	7	3	0	0	0	0	3	0	0.35	1	1568.4259892819
3009759	1	1	2	1	1	708.711488041153	0	0	0	1	0	0	0	1	0	1	20140939	2	3	0	0	0	0	2	0	0.25	0	2126.13446412346
3009760	1	1	2	1	1	2008.14220443289	0	0	0	0	0	0	1	1	0	0	20140939	5	2	0	0	0	0	2	0	0.2	0	4016.28440886578
3009761	1	1	6	1	1	2405.06330018618	0	1	0	0	0	0	0	0	0	0	20140939	5	4	0	0	0	0	6	0	0.1	0	9620.25320074473
3009763	1	1	1	1	1	1943.01318868615	0	0	0	0	0	0	0	1	1	0	20140939	5	1	0	0	0	0	1	0	0.2	0	1943.01318868615
3009765	1	1	3	1	1	2505.01737764577	0	0	0	0	0	0	0	1	0	0	20140939	5	4	0	0	0	0	3	0	0.1	0	10020.0695105831
3009766	1	1	2	1	1	1778.46483586258	0	0	0	0	0	0	0	1	0	0	20140939	5	3	0	0	0	0	2	0	0.1	0	5335.39450758773
3009777	1	1	2	1	1	1775.93087405024	0	0	0	0	0	0	0	0	0	0	20140939	5	3	0	0	0	0	2	0	0	0	5327.79262215073
3009778	1	1	3	1	1	1289.00020334599	0	0	0	0	0	0	0	1	0	0	20140939	5	6	0	0	0	0	3	0	0.1	0	7734.00122007593
3009779	1	1	3	1	1	1452.05718815517	0	0	0	0	0	0	0	0	0	0	20140939	5	4	0	0	0	0	3	0	0	0	5808.22875262068
3009805	1	1	3	1	1	493.844649197431	0	1	0	1	0	0	0	0	0	0	20140900	7	5	0	0	0	0	3	0	0.15	0	2469.22324598716
3009891	1	1	1	2	3	83.7680194862463	0	1	0	0	0	0	0	0	0	0	20140939	7	2	0	0	0	0	1	0	0.1	0	167.536038972493
3009894	1	1	2	6	5	231.499104091582	1	1	0	0	0	0	0	1	1	0	20140939	1	4	1	1	0	0	2	0	0.48	1	925.996416366327
3009919	1	1	1	1	1	1738.97207110674	0	0	0	0	1	0	0	0	0	0	20140939	5	2	0	0	0	0	1	0	0.05	0	3477.94414221348
3009920	1	1	1	6	5	237.182910661732	1	1	0	0	0	0	0	1	1	0	20140939	1	2	1	1	0	0	1	0	0.48	1	474.365821323465
3009923	1	1	3	1	1	1570.39162937898	0	0	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	3	0	0.1	0	4711.17488813694
3009927	1	1	4	1	1	1707.00810101677	0	0	0	1	0	0	0	1	0	0	20140939	7	5	0	0	0	0	4	0	0.15	0	8535.04050508384
3009928	1	1	2	1	1	1569.47992943518	0	1	0	0	0	0	0	1	1	0	20140939	5	3	0	0	0	0	2	0	0.3	0	4708.43978830553
3009931	1	1	3	1	1	1780.50595672126	0	1	0	0	0	0	1	1	1	0	20140939	5	4	0	0	0	0	3	0	0.4	1	7122.02382688504
3009933	1	1	1	1	10	43.5715054712471	0	0	0	0	0	0	0	0	0	0	20140939	8	2	0	0	0	0	1	0	0	0	87.1430109424942
3009942	1	1	2	1	1	815.999974846306	0	1	0	0	1	0	0	1	0	0	20140939	7	6	0	0	0	0	2	1	0.29	0	4895.99984907784
3009952	1	1	1	1	1	1778.46483586258	0	0	0	1	0	0	0	1	0	1	20140939	5	3	0	0	0	0	1	1	0.29	0	5335.39450758773
3009968	1	1	1	2	10	23.9030256523638	0	0	0	0	0	0	0	1	0	0	20140939	8	1	1	0	0	0	1	0	0.14	0	23.9030256523638
3009969	1	1	2	1	1	606.642130050827	0	0	0	1	0	0	0	0	0	0	20140939	7	5	0	0	0	1	2	0	0.09	0	3033.21065025414
3009970	1	1	1	1	1	598.108066286878	0	0	0	0	0	0	0	0	1	0	20140939	7	2	0	0	0	0	1	0	0.1	0	1196.21613257376
3009972	1	1	1	1	1	470.189371138081	0	0	0	0	0	0	0	0	0	0	20140939	7	1	0	0	0	0	1	0	0	0	470.189371138081
3009973	1	1	1	1	1	1600.36853887859	0	0	0	0	0	0	0	0	0	0	20140939	5	1	0	0	0	0	1	0	0	0	1600.36853887859
3009974	1	1	2	1	1	1775.93087405024	0	0	0	0	0	0	0	0	0	1	20140939	5	3	0	0	0	0	2	0	0.1	0	5327.79262215073
3009989	1	1	3	1	1	2133.66257981986	0	1	0	1	1	0	0	1	0	0	20140939	5	6	0	0	0	0	3	0	0.3	0	12801.9754789192
