DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P3	P4005	P4015	P8520S3	P8520S5
2994860	1	1	2	7	7	2	2
2994861	1	1	1	1	4	1	1
2994862	1	1	2	1	7	2	1
2994863	1	1	2	7	7	2	1
2994864	1	1	3	3	6	2	1
2994865	1	1	2	1	7	2	1
2994866	1	1	2	1	4	1	1
2994867	1	1	2	1	7	2	1
2994868	1	1	1	1	6	1	2
2994869	1	1	1	1	6	1	1
2994870	1	1	1	1	6	2	1
2994871	1	1	1	1	4	1	1
2994872	1	1	1	1	6	2	2
2994873	1	1	1	1	6	1	1
2994874	1	1	1	3	6	2	1
2994875	1	1	1	1	6	2	2
2994876	1	1	1	2	4	1	1
2994877	1	1	1	1	6	1	1
2994878	1	1	1	1	4	1	1
2994879	1	1	1	1	4	1	1
2994880	1	1	1	1	4	1	1
2994881	1	1	1	1	4	2	2
2994882	1	1	1	1	4	1	1
2994883	1	1	1	1	4	1	1
2994884	1	1	2	1	4	1	1
2994885	1	1	2	1	4	1	1
2994886	1	1	1	1	4	1	1
2994887	1	1	2	1	6	1	1
2994888	1	1	1	5	2	2	2
2994889	1	1	1	1	6	1	1
2994890	1	1	2	8	2	2	2
2994891	1	1	2	5	5	2	2
2994892	1	1	2	1	4	1	1
2994893	1	1	1	5	5	2	2
2994894	1	1	1	1	4	1	1
2994895	1	1	1	1	5	1	1
2994896	1	1	1	1	4	1	1
2994897	1	1	1	5	2	2	2
2994898	1	1	3	1	6	2	1
2994899	1	1	1	5	5	2	2
2994900	1	1	3	1	6	2	2
2994901	1	1	2	1	4	1	1
2994902	1	1	1	5	5	2	2
2994903	1	1	1	1	4	1	1
2994904	1	1	3	1	6	2	2
2994905	1	1	3	1	6	2	2
2994906	1	1	1	5	4	2	2
2994907	1	1	1	5	5	2	2
2994908	1	1	3	1	6	2	1
2994909	1	1	1	1	4	1	1
2994910	1	1	2	4	6	1	1
2994911	1	1	3	1	6	2	2
2994912	1	1	1	1	6	1	1
2994913	1	1	1	1	6	1	1
2994914	1	1	1	1	4	1	1
2994915	1	1	1	1	4	1	1
2994916	1	1	3	1	6	2	2
2994917	1	1	1	1	4	1	1
2994918	1	1	3	1	6	2	1
2994919	1	1	2	1	6	2	1
2994920	1	1	1	1	4	1	1
2994921	1	1	2	1	6	2	1
2994922	1	1	1	1	4	1	1
2994923	1	1	1	1	4	1	1
2994924	1	1	2	1	6	2	1
2994925	1	1	2	1	6	2	2
2994926	1	1	2	5	5	2	2
2994927	1	1	1	1	4	1	1
2994928	1	1	1	1	4	1	1
2994929	1	1	1	1	4	1	1
2994930	1	1	2	5	5	2	1
2994931	1	1	2	5	5	2	2
2994932	1	1	1	1	4	1	1
2994933	1	1	1	1	4	1	1
2994934	1	1	2	1	6	2	1
2994935	1	1	2	1	4	1	1
2994936	1	1	2	1	6	2	1
2994937	1	1	1	2	4	1	1
2994938	1	1	2	1	6	2	1
2994939	1	1	1	1	4	1	1
2994940	1	1	1	1	4	1	1
2994941	1	1	2	1	6	1	1
2994942	1	1	1	1	4	1	1
2994943	1	1	1	1	6	1	1
2994945	1	1	1	1	4	1	1
2994946	1	1	1	1	4	1	1
2994947	1	1	3	1	6	2	2
2994948	1	1	1	5	5	2	2
2994949	1	1	1	1	4	1	1
2994950	1	1	1	5	5	2	2
2994951	1	1	3	1	6	2	2
2994952	1	1	1	1	4	1	1
2994953	1	1	1	1	4	1	1
2994954	1	1	1	1	6	2	2
2994955	1	1	1	1	4	1	1
2994957	1	1	1	1	4	1	1
2994958	1	1	2	1	4	1	1
2994959	1	1	1	1	4	1	1
2994961	1	1	3	4	7	2	1
2994962	1	1	1	1	4	1	1
2994963	1	1	1	1	4	1	1
2994964	1	1	1	1	4	1	1
2994965	1	1	1	1	4	1	1
2994966	1	1	3	1	4	2	1
2994967	1	1	3	1	6	2	1
2994968	1	1	1	1	5	1	1
2994970	1	1	1	1	6	1	1
2994971	1	1	1	1	4	1	1
2994972	1	1	1	1	4	1	1
2994973	1	1	3	1	6	2	1
2994974	1	1	1	1	6	1	1
2994975	1	1	2	1	6	2	2
2994976	1	1	3	1	7	2	1
2994977	1	1	2	1	4	2	2
2994979	1	1	2	1	6	1	1
2994980	1	1	1	1	6	1	1
2994981	1	1	1	1	4	1	1
2994982	1	1	2	1	6	1	1
2994983	1	1	3	1	6	2	1
2994984	1	1	3	3	7	2	1
2994985	1	1	3	3	6	1	1
2994986	1	1	3	1	7	2	1
2994987	1	1	2	5	5	2	2
2994988	1	1	1	1	6	1	1
2994989	1	1	3	1	6	2	1
2994990	1	1	2	5	4	2	2
2994991	1	1	3	3	7	2	1
2994992	1	1	3	4	7	2	1
2994993	1	1	1	1	4	1	1
2994994	1	1	3	1	7	2	1
2994995	1	1	3	3	6	1	1
2994996	1	1	2	1	4	2	2
2994997	1	1	1	6	4	1	1
2994998	1	1	2	1	6	1	1
2994999	1	1	3	3	7	2	2
2995000	1	1	3	1	4	2	1
2995001	1	1	1	7	7	1	1
2995002	1	1	3	1	7	2	2
2995003	1	1	3	1	6	2	1
2995004	1	1	1	1	4	1	1
2995005	1	1	1	1	6	1	1
2995006	1	1	3	1	6	2	1
2995007	1	1	2	5	5	2	2
2995008	1	1	3	3	7	2	1
2995009	1	1	2	1	6	2	2
2995010	1	1	3	3	7	2	1
2995011	1	1	1	1	4	1	1
2995012	1	1	3	3	6	1	1
2995013	1	1	3	1	6	1	1
2995014	1	1	1	6	4	1	1
2995015	1	1	1	1	4	1	1
2995016	1	1	2	1	6	1	1
2995017	1	1	1	1	6	1	1
2995020	1	1	1	1	4	1	1
2995022	1	1	1	1	6	1	1
2995023	1	1	1	1	4	1	1
2995024	1	1	1	1	4	1	1
2995025	1	1	2	1	6	1	1
2995026	1	1	1	1	4	1	1
2995027	1	1	3	3	6	2	2
2995028	1	1	1	1	4	1	1
2995029	1	1	3	4	7	2	2
2995030	1	1	1	1	4	1	1
2995031	1	1	1	6	4	1	1
2995032	1	1	1	1	4	1	1
2995033	1	1	1	1	6	1	1
2995034	1	1	1	1	4	1	1
2995036	1	1	3	3	5	2	2
2995037	1	1	1	1	4	1	1
2995038	1	1	2	1	4	1	1
2995039	1	1	2	1	4	1	1
2995042	1	1	3	1	6	2	2
2995043	1	1	1	1	4	1	1
2995044	1	1	3	1	4	2	1
2995045	1	1	3	1	6	2	2
2995046	1	1	3	1	6	2	1
2995047	1	1	3	1	4	2	1
2995048	1	1	1	1	4	1	1
2995049	1	1	2	3	7	2	1
2995050	1	1	3	1	4	2	1
2995051	1	1	1	1	4	1	1
2995052	1	1	2	4	7	2	1
2995053	1	1	1	1	4	1	1
2995054	1	1	3	1	6	2	2
2995055	1	1	3	1	6	2	2
2995056	1	1	3	1	6	2	2
2995057	1	1	2	5	6	2	2
2995058	1	1	1	1	4	1	1
2995059	1	1	2	5	7	2	2
2995060	1	1	2	5	7	2	2
2995061	1	1	2	5	6	2	2
2995062	1	1	2	4	7	2	1
2995063	1	1	1	1	4	1	1
2995064	1	1	3	1	5	2	1
2995065	1	1	3	1	6	2	1
2995066	1	1	3	3	6	2	2
2995067	1	1	3	1	2	2	1
2995068	1	1	3	1	6	2	2
2995069	1	1	1	1	4	1	1
2995070	1	1	3	4	7	2	2
2995071	1	1	3	5	6	2	2
2995072	1	1	2	1	4	1	1
2995073	1	1	2	3	7	2	1
2995074	1	1	3	1	7	2	2
2995075	1	1	2	1	6	1	1
2995076	1	1	3	1	6	2	2
2995077	1	1	2	1	4	1	1
2995078	1	1	1	1	6	1	1
2995079	1	1	1	1	6	1	1
2995080	1	1	1	1	4	1	1
2995081	1	1	2	5	7	2	2
2995082	1	1	3	4	7	2	2
2995083	1	1	2	4	7	2	1
2995084	1	1	2	1	6	1	1
2995085	1	1	2	5	7	2	2
2995086	1	1	1	1	4	1	1
2995087	1	1	3	1	6	2	2
2995088	1	1	3	1	6	2	1
2995089	1	1	1	1	6	1	1
2995090	1	1	1	1	4	1	1
2995091	1	1	2	4	7	2	1
2995092	1	1	1	1	6	1	1
2995093	1	1	3	5	7	2	2
2995094	1	1	3	1	7	1	1
2995095	1	1	3	4	7	2	2
2995096	1	1	1	1	4	1	1
2995097	1	1	1	5	4	1	1
2995098	1	1	3	1	6	2	2
2995099	1	1	2	3	6	1	1
2995100	1	1	2	1	6	1	1
2995101	1	1	2	1	6	1	1
2995102	1	1	3	1	6	2	2
2995103	1	1	1	1	4	1	1
2995104	1	1	2	1	6	1	1
2995105	1	1	2	4	7	2	1
2995106	1	1	2	1	4	2	1
2995107	1	1	1	1	4	1	1
2995108	1	1	2	1	7	2	1
2995109	1	1	1	1	4	1	1
2995110	1	1	3	3	7	2	1
2995111	1	1	1	1	4	1	1
2995112	1	1	3	2	7	2	2
2995113	1	1	3	5	6	2	2
2995114	1	1	2	1	7	1	1
2995115	1	1	3	3	6	2	1
2995116	1	1	3	1	6	2	2
2995117	1	1	3	5	7	2	2
2995118	1	1	3	1	6	2	2
2995119	1	1	2	5	5	2	2
2995120	1	1	3	4	7	2	2
2995121	1	1	3	5	7	2	2
2995122	1	1	1	5	6	2	2
2995123	1	1	2	3	7	2	1
2995124	1	1	3	5	7	2	2
2995125	1	1	1	1	4	1	1
2995126	1	1	1	1	4	1	1
2995127	1	1	2	1	6	1	1
2995128	1	1	1	7	6	1	2
2995129	1	1	2	1	6	2	1
2995130	1	1	2	2	6	2	1
2995131	1	1	2	1	6	2	1
2995132	1	1	2	5	7	2	1
2995133	1	1	3	1	6	1	1
2995134	1	1	2	4	7	1	1
2995135	1	1	2	1	6	2	1
2995136	1	1	3	5	7	2	2
2995137	1	1	1	1	6	1	1
2995138	1	1	2	1	6	1	1
2995139	1	1	2	1	6	1	1
2995140	1	1	3	1	6	2	2
2995141	1	1	1	1	6	1	1
2995142	1	1	2	5	7	2	1
2995143	1	1	3	5	6	2	2
2995144	1	1	2	1	6	2	1
2995145	1	1	3	1	6	2	2
2995146	1	1	3	7	7	2	2
2995147	1	1	3	4	7	2	2
2995148	1	1	1	1	4	1	1
2995149	1	1	1	1	6	1	1
2995150	1	1	1	1	6	1	1
2995151	1	1	1	1	4	1	1
2995152	1	1	1	1	6	1	1
2995153	1	1	1	1	4	1	1
2995154	1	1	3	5	7	2	2
2995155	1	1	1	1	4	1	1
2995156	1	1	3	3	7	2	1
2995157	1	1	1	1	4	1	1
2995158	1	1	1	1	4	1	1
2995159	1	1	2	2	7	2	1
2995160	1	1	1	1	4	1	1
2995161	1	1	1	1	4	1	1
2995162	1	1	3	3	6	2	1
2995163	1	1	3	3	6	2	1
2995164	1	1	1	1	4	1	1
2995165	1	1	2	1	6	1	1
2995166	1	1	2	1	6	2	1
2995167	1	1	3	4	7	2	2
2995168	1	1	3	5	7	2	2
2995169	1	1	1	1	6	1	1
2995170	1	1	3	1	6	2	2
2995171	1	1	1	1	4	1	1
2995172	1	1	2	1	6	2	1
2995173	1	1	1	1	4	1	1
2995174	1	1	1	1	4	1	1
2995175	1	1	1	1	6	1	1
2995176	1	1	1	1	4	1	1
2995177	1	1	1	1	5	1	1
2995178	1	1	1	1	4	1	1
2995179	1	1	1	1	6	1	1
2995180	1	1	1	1	4	1	1
2995181	1	1	1	1	4	1	1
2995182	1	1	1	1	4	1	1
2995183	1	1	3	4	7	2	1
2995184	1	1	1	1	3	1	1
2995185	1	1	1	1	4	1	1
2995186	1	1	1	1	4	1	1
2995187	1	1	1	1	4	1	1
2995188	1	1	2	4	6	1	1
2995189	1	1	2	1	6	1	1
2995190	1	1	2	3	5	1	1
2995191	1	1	1	1	4	1	1
2995192	1	1	2	1	6	2	1
2995193	1	1	1	1	6	1	1
2995194	1	1	1	1	4	1	1
2995195	1	1	1	1	4	1	1
2995196	1	1	1	1	4	1	1
2995197	1	1	1	1	6	1	1
2995198	1	1	1	1	4	1	1
2995199	1	1	1	1	4	1	1
2995200	1	1	1	1	4	1	1
2995201	1	1	1	1	6	1	1
2995202	1	1	1	1	4	1	1
2995203	1	1	1	5	6	2	2
2995204	1	1	1	1	4	1	1
2995205	1	1	1	1	4	1	1
2995206	1	1	1	1	3	1	1
2995207	1	1	2	4	6	1	1
2995208	1	1	1	1	4	1	1
2995209	1	1	1	1	4	1	1
2995210	1	1	1	5	4	1	1
2995211	1	1	1	3	5	1	1
2995212	1	1	1	1	4	1	1
2995214	1	1	2	4	5	1	1
2995215	1	1	1	1	5	1	1
2995216	1	1	1	1	6	1	1
2995217	1	1	1	1	6	1	1
2995218	1	1	1	1	4	1	1
2995219	1	1	1	1	6	1	1
2995220	1	1	2	1	4	1	1
2995221	1	1	1	1	4	1	1
2995222	1	1	1	1	4	1	1
2995223	1	1	1	3	5	1	1
2995224	1	1	1	1	4	1	1
2995225	1	1	1	1	6	1	2
2995226	1	1	1	1	6	1	1
2995227	1	1	1	1	4	1	1
2995228	1	1	1	5	6	2	2
2995229	1	1	1	1	4	1	1
2995230	1	1	1	1	4	1	1
2995231	1	1	1	5	6	2	2
2995232	1	1	3	1	6	2	2
2995233	1	1	2	1	6	1	1
2995234	1	1	2	4	7	2	2
2995235	1	1	2	5	7	2	2
2995236	1	1	2	1	6	2	2
2995237	1	1	3	5	6	2	2
2995238	1	1	3	1	6	2	2
2995239	1	1	3	5	7	2	2
2995240	1	1	2	3	6	2	2
2995241	1	1	3	4	7	2	1
2995242	1	1	3	3	6	2	1
2995243	1	1	3	1	6	2	1
2995244	1	1	1	1	4	1	1
2995245	1	1	2	4	7	2	2
2995246	1	1	1	1	6	1	1
2995247	1	1	1	1	4	1	1
2995248	1	1	2	3	7	2	2
2995249	1	1	3	5	6	2	2
2995250	1	1	1	3	6	1	1
2995251	1	1	1	1	4	1	1
2995252	1	1	1	1	6	1	2
2995253	1	1	3	4	7	2	2
2995254	1	1	2	1	6	2	1
2995255	1	1	3	1	4	1	1
2995256	1	1	3	4	7	2	2
2995257	1	1	3	1	6	2	1
2995258	1	1	3	1	6	2	1
2995259	1	1	1	1	6	1	1
2995260	1	1	3	4	7	2	2
2995261	1	1	1	2	4	1	1
2995262	1	1	3	5	5	2	2
2995263	1	1	1	1	6	1	1
2995264	1	1	3	5	5	2	2
2995265	1	1	3	5	5	2	2
2995266	1	1	3	1	6	2	1
2995267	1	1	1	1	4	1	1
2995268	1	1	3	1	6	2	2
2995269	1	1	1	1	4	1	1
2995270	1	1	1	3	6	1	1
2995271	1	1	1	1	6	1	2
2995272	1	1	1	4	6	1	1
2995273	1	1	1	1	6	1	2
2995274	1	1	3	1	6	2	1
2995275	1	1	3	5	7	2	2
2995276	1	1	3	1	6	2	1
2995277	1	1	3	1	4	2	1
2995278	1	1	2	1	6	2	1
2995279	1	1	3	1	4	2	1
2995280	1	1	3	1	6	2	1
2995281	1	1	3	1	6	2	1
2995282	1	1	2	1	6	1	1
2995283	1	1	3	1	6	2	1
2995284	1	1	2	1	4	1	1
2995285	1	1	3	1	4	2	2
2995286	1	1	3	5	6	2	2
2995287	1	1	1	1	6	1	1
2995288	1	1	1	4	6	1	1
2995289	1	1	1	1	4	1	1
2995290	1	1	1	1	4	1	1
2995291	1	1	1	1	4	1	1
2995292	1	1	1	1	4	1	1
2995293	1	1	3	1	6	2	2
2995294	1	1	2	5	7	2	2
2995295	1	1	3	3	7	2	2
2995296	1	1	1	1	6	1	1
2995298	1	1	2	3	7	2	2
2995299	1	1	3	4	7	2	2
2995300	1	1	3	4	7	2	2
2995302	1	1	3	1	7	2	2
2995303	1	1	3	1	6	2	1
2995305	1	1	3	1	4	2	1
2995306	1	1	1	1	4	1	1
2995307	1	1	2	1	4	2	1
2995308	1	1	2	1	4	2	1
2995309	1	1	2	1	6	2	1
2995310	1	1	3	5	7	2	1
2995311	1	1	3	1	5	2	2
2995312	1	1	1	1	4	1	1
2995313	1	1	3	5	7	2	1
2995314	1	1	1	1	6	2	1
2995315	1	1	3	1	6	2	2
2995316	1	1	3	1	6	2	1
2995317	1	1	1	1	4	1	1
2995318	1	1	3	1	6	2	2
2995319	1	1	3	5	6	2	2
2995320	1	1	3	1	7	2	2
2995321	1	1	1	1	4	2	1
2995322	1	1	1	1	4	2	1
2995323	1	1	3	2	6	2	2
2995324	1	1	3	3	5	2	1
2995325	1	1	3	1	6	2	1
2995326	1	1	1	3	6	1	1
2995327	1	1	3	2	6	2	1
2995329	1	1	3	1	4	2	2
2995330	1	1	1	1	4	1	1
2995331	1	1	1	1	4	1	1
2995332	1	1	2	1	6	1	1
2995333	1	1	3	1	6	2	1
2995335	1	1	3	5	5	2	2
2995336	1	1	3	1	6	2	2
2995337	1	1	2	1	4	1	1
2995339	1	1	3	5	5	2	1
2995340	1	1	3	1	6	2	2
2995341	1	1	2	1	7	2	1
2995342	1	1	3	1	7	2	1
2995343	1	1	2	1	6	1	1
2995344	1	1	1	1	4	1	1
2995345	1	1	1	2	6	1	1
2995346	1	1	1	1	4	1	1
2995347	1	1	1	2	6	1	1
2995348	1	1	1	1	6	2	1
2995350	1	1	1	6	6	1	1
2995351	1	1	3	4	7	2	2
2995352	1	1	1	2	5	1	1
2995353	1	1	1	1	4	1	1
2995354	1	1	3	5	5	2	1
2995355	1	1	2	1	6	1	1
2995356	1	1	1	1	4	1	1
2995357	1	1	3	1	6	2	2
2995358	1	1	2	4	7	2	2
2995359	1	1	2	1	6	1	1
2995360	1	1	3	3	5	2	2
2995361	1	1	3	3	5	2	2
2995362	1	1	1	1	6	1	1
2995363	1	1	2	1	6	1	1
2995364	1	1	2	5	6	1	1
2995365	1	1	1	1	4	2	1
2995366	1	1	3	1	4	2	1
2995367	1	1	1	2	6	1	1
2995368	1	1	1	1	4	2	1
2995369	1	1	3	5	5	2	1
2995370	1	1	1	1	6	1	2
2995371	1	1	3	3	4	2	2
2995372	1	1	1	1	4	1	1
2995373	1	1	3	1	6	2	2
2995375	1	1	1	1	6	1	1
2995376	1	1	2	5	6	1	1
2995377	1	1	1	1	4	1	1
2995378	1	1	1	1	6	2	1
2995379	1	1	3	1	6	2	1
2995380	1	1	1	1	6	2	2
2995381	1	1	2	1	6	1	1
2995382	1	1	2	1	7	2	1
2995383	1	1	1	1	4	1	1
2995384	1	1	1	1	6	1	1
2995385	1	1	1	1	4	1	1
2995386	1	1	3	1	6	2	2
2995387	1	1	3	1	4	2	2
2995388	1	1	1	1	6	1	1
2995389	1	1	3	2	6	2	2
2995390	1	1	1	1	4	1	1
2995391	1	1	1	1	4	1	1
2995392	1	1	2	1	6	1	1
2995393	1	1	3	2	4	2	1
2995394	1	1	1	1	4	1	1
2995395	1	1	3	1	6	2	1
2995396	1	1	1	1	4	1	1
2995397	1	1	2	3	7	2	1
2995398	1	1	1	1	4	1	1
2995399	1	1	1	1	4	1	1
2995400	1	1	1	1	4	1	1
2995401	1	1	1	1	6	1	1
2995402	1	1	1	1	4	1	1
2995403	1	1	2	4	6	2	1
2995404	1	1	1	1	4	1	1
2995405	1	1	3	1	6	2	2
2995406	1	1	1	1	4	1	1
2995407	1	1	3	1	6	2	2
2995408	1	1	1	1	4	1	1
2995409	1	1	2	1	6	2	1
2995410	1	1	3	1	4	2	2
2995411	1	1	1	1	4	1	1
2995412	1	1	1	1	7	2	2
2995413	1	1	3	2	6	2	2
2995414	1	1	3	2	7	2	2
2995415	1	1	3	2	7	2	2
2995417	1	1	1	1	4	2	1
2995418	1	1	1	5	6	2	1
2995419	1	1	2	1	6	1	1
2995420	1	1	1	1	6	1	1
2995421	1	1	3	1	6	2	2
2995422	1	1	3	1	6	2	1
2995423	1	1	1	1	6	1	1
2995424	1	1	3	2	6	2	2
2995425	1	1	3	2	6	2	2
2995426	1	1	1	1	4	1	1
2995427	1	1	3	1	6	2	2
2995428	1	1	1	1	4	1	1
2995429	1	1	1	1	4	1	1
2995430	1	1	1	1	4	1	1
2995431	1	1	1	1	4	1	1
2995432	1	1	1	1	4	1	1
2995433	1	1	3	1	6	2	2
2995434	1	1	1	1	4	1	1
2995435	1	1	1	1	4	1	1
2995436	1	1	3	1	6	2	2
2995437	1	1	1	1	4	1	1
2995438	1	1	1	1	4	1	1
2995439	1	1	1	1	4	1	1
2995440	1	1	2	4	7	2	1
2995441	1	1	2	3	7	2	1
2995442	1	1	2	1	4	2	1
2995443	1	1	3	1	7	2	1
2995444	1	1	2	3	7	2	1
2995445	1	1	1	1	4	2	1
2995446	1	1	1	1	4	1	1
2995447	1	1	1	1	4	2	1
2995450	1	1	1	1	4	1	1
2995451	1	1	3	1	6	2	2
2995452	1	1	2	1	4	1	1
2995453	1	1	3	1	6	2	2
2995454	1	1	3	1	6	2	2
2995455	1	1	1	1	6	2	1
2995456	1	1	1	1	6	1	1
2995457	1	1	2	1	6	1	1
2995458	1	1	2	3	4	1	1
2995459	1	1	1	1	4	1	1
2995460	1	1	2	1	4	1	1
2995461	1	1	1	1	6	1	1
2995462	1	1	1	1	4	1	1
2995463	1	1	1	1	4	1	1
2995464	1	1	1	1	4	1	1
2995465	1	1	1	1	4	1	1
2995466	1	1	1	5	6	2	2
2995467	1	1	1	1	4	1	1
2995468	1	1	1	1	4	1	1
2995469	1	1	1	3	6	1	1
2995470	1	1	1	1	4	2	1
2995471	1	1	1	1	4	2	1
2995472	1	1	1	1	4	1	1
2995473	1	1	1	1	4	1	1
2995474	1	1	1	1	4	1	1
2995475	1	1	1	1	4	1	1
2995476	1	1	1	3	6	1	1
2995477	1	1	1	5	4	2	2
2995478	1	1	1	1	4	2	1
2995479	1	1	1	1	4	1	1
2995480	1	1	1	1	4	1	1
2995481	1	1	1	2	4	1	1
2995482	1	1	2	3	4	1	1
2995483	1	1	3	1	6	2	1
2995484	1	1	1	1	4	1	1
2995485	1	1	1	1	4	1	1
2995487	1	1	1	1	4	1	1
2995488	1	1	1	1	4	1	1
2995489	1	1	1	1	4	1	1
2995490	1	1	1	1	4	1	1
2995491	1	1	1	1	4	1	1
2995492	1	1	1	1	4	1	1
2995493	1	1	1	1	6	2	1
2995494	1	1	1	1	4	1	1
2995495	1	1	3	5	6	2	1
2995496	1	1	3	1	4	1	1
2995497	1	1	3	1	4	1	1
2995498	1	1	3	1	4	1	1
2995499	1	1	1	1	4	1	1
2995500	1	1	1	1	4	1	1
2995501	1	1	1	1	4	1	1
2995502	1	1	1	1	4	1	1
2995503	1	1	1	1	6	2	1
2995504	1	1	1	1	4	1	1
2995505	1	1	1	1	4	1	1
2995506	1	1	1	1	6	1	1
2995507	1	1	1	1	6	1	1
2995508	1	1	1	1	4	1	1
2995509	1	1	1	1	6	1	1
2995510	1	1	3	4	7	2	2
2995511	1	1	3	2	6	2	2
2995512	1	1	3	5	7	2	2
2995513	1	1	3	5	7	2	2
2995514	1	1	2	1	6	1	1
2995515	1	1	3	1	6	2	1
2995516	1	1	1	1	4	1	1
2995517	1	1	3	1	6	1	1
2995518	1	1	1	1	4	1	1
2995519	1	1	2	1	6	1	1
2995520	1	1	1	1	4	2	1
2995521	1	1	1	1	6	1	1
2995522	1	1	2	1	4	1	1
2995523	1	1	1	1	6	2	1
2995524	1	1	2	1	6	1	1
2995525	1	1	1	1	6	2	1
2995526	1	1	1	1	6	2	1
2995527	1	1	1	1	6	1	1
2995528	1	1	2	3	7	1	1
2995529	1	1	3	1	7	2	2
2995530	1	1	3	3	5	1	1
2995531	1	1	1	1	6	1	1
2995532	1	1	1	1	4	1	1
2995534	1	1	3	3	7	2	2
2995535	1	1	1	1	6	2	2
2995536	1	1	3	1	6	2	2
2995537	1	1	1	1	4	2	2
2995538	1	1	1	1	4	1	1
2995539	1	1	3	5	7	2	2
2995540	1	1	3	1	6	2	1
2995541	1	1	3	2	6	2	1
2995542	1	1	3	1	6	2	2
2995543	1	1	1	1	6	1	1
2995544	1	1	3	1	6	2	2
2995545	1	1	3	2	6	2	1
2995546	1	1	3	1	4	2	1
2995547	1	1	3	2	6	2	1
2995548	1	1	1	1	4	1	1
2995549	1	1	1	1	6	1	1
2995550	1	1	1	1	4	1	1
2995551	1	1	3	1	4	2	2
2995552	1	1	2	1	6	1	1
2995553	1	1	3	1	4	2	1
2995554	1	1	3	1	4	2	1
2995555	1	1	1	1	4	1	1
2995556	1	1	3	4	6	2	2
2995557	1	1	3	1	6	2	1
2995558	1	1	3	5	7	2	2
2995559	1	1	3	1	6	2	1
2995560	1	1	1	1	4	1	1
2995561	1	1	1	1	4	1	1
2995562	1	1	3	1	4	2	1
2995563	1	1	1	1	6	2	1
2995564	1	1	1	1	4	1	1
2995566	1	1	3	1	6	2	2
2995567	1	1	3	2	6	2	1
2995568	1	1	1	1	4	2	1
2995569	1	1	3	1	6	2	1
2995570	1	1	1	1	6	2	1
2995571	1	1	3	1	6	2	1
2995572	1	1	3	1	7	2	1
2995573	1	1	1	1	4	1	1
2995574	1	1	3	1	6	2	1
2995575	1	1	3	1	4	2	2
2995576	1	1	1	1	6	1	1
2995577	1	1	3	5	7	2	2
2995578	1	1	1	1	4	2	1
2995579	1	1	3	1	6	2	1
2995580	1	1	3	1	4	2	2
2995581	1	1	2	1	6	1	1
2995582	1	1	1	1	6	2	1
2995583	1	1	1	1	4	1	1
2995584	1	1	1	1	4	1	1
2995585	1	1	3	1	6	2	1
2995586	1	1	3	1	5	2	2
2995587	1	1	3	5	7	2	2
2995588	1	1	3	5	7	2	1
2995590	1	1	1	1	6	1	1
2995591	1	1	3	1	5	2	2
2995592	1	1	1	1	4	1	1
2995593	1	1	1	1	6	2	1
2995596	1	1	1	1	6	1	1
2995597	1	1	2	1	4	1	1
2995598	1	1	3	1	6	2	2
2995599	1	1	3	5	7	2	2
2995601	1	1	2	1	4	1	1
2995602	1	1	3	5	7	2	2
2995603	1	1	2	1	4	1	1
2995604	1	1	3	2	6	2	1
2995605	1	1	3	3	7	2	2
2995606	1	1	3	1	4	2	1
2995607	1	1	1	1	6	1	1
2995608	1	1	3	1	6	2	1
2995610	1	1	1	1	4	1	1
2995611	1	1	3	1	6	2	2
2995612	1	1	3	1	6	2	1
2995613	1	1	3	3	7	2	2
2995615	1	1	3	5	7	2	2
2995616	1	1	1	1	4	1	1
2995617	1	1	1	1	6	2	1
2995618	1	1	3	3	5	2	2
2995619	1	1	1	1	4	1	1
2995620	1	1	3	1	4	2	1
2995621	1	1	2	1	4	1	1
2995622	1	1	3	1	6	1	1
2995624	1	1	3	1	6	2	1
2995626	1	1	1	1	4	1	1
2995627	1	1	1	1	4	2	1
2995629	1	1	1	1	4	1	1
2995630	1	1	1	1	4	1	1
2995631	1	1	1	1	6	2	1
2995632	1	1	3	1	6	2	1
2995633	1	1	3	1	6	2	1
2995634	1	1	3	3	4	2	2
2995635	1	1	3	1	7	2	2
2995636	1	1	2	1	6	1	1
2995637	1	1	3	1	4	2	1
2995638	1	1	1	1	7	1	1
2995639	1	1	3	1	6	2	1
2995641	1	1	1	1	4	1	1
2995642	1	1	3	5	5	2	2
2995643	1	1	1	1	4	1	1
2995644	1	1	3	1	6	2	1
2995645	1	1	1	1	4	1	1
2995646	1	1	1	1	4	1	1
2995647	1	1	1	1	4	1	1
2995648	1	1	1	1	6	2	1
2995649	1	1	1	1	6	1	1
2995650	1	1	1	1	4	1	1
2995651	1	1	3	5	6	2	2
2995652	1	1	2	1	6	2	1
2995653	1	1	1	1	6	2	2
2995654	1	1	3	1	6	2	1
2995655	1	1	1	1	6	2	1
2995656	1	1	3	1	6	2	1
2995657	1	1	1	1	6	1	1
2995658	1	1	3	1	6	2	2
2995659	1	1	1	1	6	1	1
2995660	1	1	1	1	6	2	1
2995661	1	1	1	1	6	2	1
2995662	1	1	1	1	4	1	1
2995663	1	1	1	1	4	1	1
2995664	1	1	3	1	6	2	1
2995665	1	1	2	1	6	1	1
2995666	1	1	1	1	6	1	1
2995667	1	1	1	1	6	2	1
2995668	1	1	3	1	4	2	1
2995669	1	1	1	1	4	2	1
