DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P3	P4005	P4015	P8520S3	P8520S5
2986800	1	1	1	1	6	2	1
2986801	1	1	1	1	6	2	1
2986802	1	1	1	1	4	1	1
2986803	1	1	1	1	4	1	1
2986804	1	1	1	1	4	1	1
2986805	1	1	1	4	7	1	1
2986806	1	1	1	1	4	1	1
2986807	1	1	1	1	4	1	1
2986808	1	1	1	1	4	1	1
2986809	1	1	1	1	6	1	1
2986810	1	1	1	1	4	1	1
2986811	1	1	1	1	4	1	1
2986812	1	1	1	1	4	1	1
2986813	1	1	1	1	6	1	1
2986814	1	1	1	1	4	1	1
2986815	1	1	1	1	6	1	1
2986817	1	1	1	1	6	2	1
2986818	1	1	1	1	4	2	2
2986819	1	1	1	1	6	1	1
2986820	1	1	1	2	4	1	1
2986821	1	1	1	1	4	1	1
2986822	1	1	1	1	4	1	1
2986823	1	1	1	1	2	1	1
2986824	1	1	1	1	6	1	1
2986825	1	1	1	1	4	1	1
2986826	1	1	1	1	4	1	1
2986827	1	1	1	1	4	1	1
2986828	1	1	1	1	4	1	1
2986829	1	1	1	1	4	1	1
2986830	1	1	1	1	6	1	1
2986831	1	1	1	1	4	1	1
2986832	1	1	1	1	4	1	1
2986833	1	1	3	3	7	2	1
2986834	1	1	3	2	6	2	1
2986836	1	1	3	2	6	2	1
2986837	1	1	1	1	6	2	1
2986838	1	1	1	5	6	1	1
2986839	1	1	1	1	4	1	1
2986840	1	1	1	1	4	1	1
2986841	1	1	3	1	4	2	1
2986842	1	1	3	4	7	2	1
2986843	1	1	2	1	4	2	1
2986844	1	1	1	1	4	1	1
2986845	1	1	1	1	6	1	1
2986846	1	1	1	1	4	1	1
2986847	1	1	1	1	4	1	1
2986848	1	1	1	1	4	1	1
2986849	1	1	3	1	4	2	2
2986850	1	1	1	1	4	1	2
2986851	1	1	1	5	5	1	1
2986852	1	1	1	1	6	1	1
2986853	1	1	1	1	4	1	1
2986854	1	1	1	1	4	1	1
2986855	1	1	1	1	6	1	1
2986856	1	1	1	1	4	1	1
2986857	1	1	1	5	7	1	1
2986858	1	1	1	5	6	2	2
2986860	1	1	1	1	4	1	1
2986861	1	1	1	1	4	1	1
2986862	1	1	1	1	4	1	1
2986863	1	1	1	1	4	1	1
2986864	1	1	2	1	4	1	1
2986865	1	1	3	4	7	2	1
2986866	1	1	1	1	6	1	1
2986867	1	1	1	1	6	1	1
2986868	1	1	1	1	6	1	1
2986869	1	1	1	1	4	1	1
2986870	1	1	1	1	4	1	1
2986871	1	1	1	1	6	1	1
2986872	1	1	2	1	4	1	1
2986873	1	1	1	1	4	1	1
2986874	1	1	1	5	5	2	1
2986875	1	1	1	1	4	1	1
2986876	1	1	1	1	6	2	1
2986877	1	1	2	1	6	1	1
2986878	1	1	1	1	4	1	1
2986879	1	1	1	1	4	1	1
2986880	1	1	1	1	4	1	1
2986881	1	1	1	1	6	1	1
2986882	1	1	1	1	4	1	1
2986883	1	1	1	1	5	1	1
2986884	1	1	1	5	7	2	1
2986885	1	1	3	1	7	2	1
2986886	1	1	2	1	6	1	1
2986887	1	1	1	1	4	1	1
2986888	1	1	1	1	6	2	1
2986889	1	1	2	1	4	1	1
2986890	1	1	1	1	5	1	1
2986891	1	1	3	1	7	2	1
2986892	1	1	1	5	5	2	2
2986893	1	1	3	7	5	2	1
2986894	1	1	1	1	6	2	2
2986895	1	1	1	1	2	1	1
2986896	1	1	1	1	6	2	1
2986897	1	1	3	1	6	2	2
2986898	1	1	1	5	6	1	1
2986899	1	1	1	1	4	1	1
2986900	1	1	3	3	7	2	2
2986901	1	1	1	1	4	1	1
2986902	1	1	3	1	6	2	1
2986903	1	1	1	1	4	1	1
2986904	1	1	1	1	6	1	1
2986905	1	1	2	1	4	2	1
2986906	1	1	3	3	6	2	2
2986907	1	1	1	1	4	1	1
2986908	1	1	1	1	4	1	1
2986909	1	1	1	1	6	2	1
2986910	1	1	1	1	7	2	1
2986911	1	1	1	1	4	2	2
2986912	1	1	1	1	4	1	1
2986913	1	1	1	1	5	1	1
2986914	1	1	1	1	7	2	1
2986915	1	1	3	1	4	2	1
2986916	1	1	3	1	7	2	2
2986917	1	1	1	1	6	1	1
2986918	1	1	1	1	6	1	1
2986919	1	1	1	1	4	1	1
2986920	1	1	1	1	6	2	1
2986921	1	1	2	1	6	1	1
2986922	1	1	3	6	4	2	1
2986923	1	1	1	1	6	1	1
2986924	1	1	1	1	6	1	1
2986925	1	1	3	7	5	2	2
2986926	1	1	1	1	4	1	1
2986927	1	1	1	1	4	1	1
2986928	1	1	3	1	6	2	2
2986930	1	1	1	1	4	1	1
2986931	1	1	3	3	6	2	2
2986932	1	1	1	1	4	1	1
2986933	1	1	1	1	4	1	1
2986934	1	1	1	1	4	1	1
2986935	1	1	1	1	6	1	1
2986936	1	1	2	1	4	1	1
2986937	1	1	1	1	4	1	1
2986938	1	1	2	1	6	1	1
2986939	1	1	1	1	4	1	1
2986940	1	1	3	2	6	2	1
2986941	1	1	3	4	7	2	1
2986942	1	1	3	3	6	2	2
2986943	1	1	1	3	6	1	1
2986944	1	1	3	4	7	2	1
2986945	1	1	3	1	4	2	2
2986946	1	1	1	8	4	1	1
2986947	1	1	2	1	6	1	1
2986948	1	1	1	1	4	1	1
2986949	1	1	3	7	7	2	1
2986950	1	1	2	1	4	1	1
2986951	1	1	1	1	6	1	1
2986952	1	1	1	1	4	1	1
2986953	1	1	1	1	4	1	1
2986954	1	1	1	1	4	1	1
2986955	1	1	3	2	6	2	1
2986956	1	1	3	4	7	2	2
2986957	1	1	1	1	4	1	1
2986958	1	1	3	1	4	2	1
2986959	1	1	1	1	4	1	1
2986960	1	1	1	1	4	1	1
2986961	1	1	1	1	6	1	1
2986962	1	1	1	1	6	1	1
2986963	1	1	1	1	4	1	1
2986964	1	1	1	1	4	1	1
2986965	1	1	3	4	6	2	2
2986966	1	1	3	1	6	2	2
2986968	1	1	1	1	6	1	1
2986969	1	1	1	1	4	1	1
2986970	1	1	1	1	4	1	1
2986971	1	1	3	1	6	2	1
2986972	1	1	1	1	7	2	1
2986973	1	1	1	2	4	1	1
2986974	1	1	1	1	6	2	1
2986975	1	1	1	1	4	1	1
2986976	1	1	3	3	7	2	2
2986977	1	1	1	1	4	1	1
2986978	1	1	1	5	7	2	1
2986979	1	1	1	1	6	1	1
2986980	1	1	3	1	6	2	1
2986981	1	1	1	1	4	1	1
2986982	1	1	1	1	4	1	1
2986983	1	1	1	7	6	2	2
2986984	1	1	1	1	7	2	1
2986985	1	1	1	1	4	1	1
2986986	1	1	2	1	6	2	1
2986987	1	1	1	1	7	2	1
2986988	1	1	1	1	6	1	1
2986989	1	1	1	1	6	1	1
2986990	1	1	1	1	4	1	1
2986991	1	1	1	6	4	1	1
2986992	1	1	2	1	4	1	1
2986993	1	1	1	1	4	1	1
2986994	1	1	1	1	4	1	1
2986995	1	1	1	1	6	1	1
2986996	1	1	1	1	4	1	1
2986997	1	1	1	1	4	1	1
2986999	1	1	1	1	4	1	2
2987000	1	1	3	1	6	2	1
2987001	1	1	1	1	4	1	1
2987003	1	1	1	1	4	1	1
2987004	1	1	1	1	4	1	1
2987005	1	1	1	1	6	1	1
2987006	1	1	1	1	5	1	1
2987007	1	1	1	1	6	1	1
2987008	1	1	1	1	4	1	1
2987009	1	1	1	1	4	1	1
2987010	1	1	1	1	6	1	1
2987011	1	1	2	1	4	1	1
2987012	1	1	1	1	4	1	1
2987013	1	1	1	1	6	1	1
2987014	1	1	1	1	4	2	2
2987015	1	1	2	1	4	1	1
2987016	1	1	1	1	4	1	1
2987017	1	1	1	1	4	1	1
2987018	1	1	1	1	4	1	1
2987019	1	1	1	1	6	1	1
2987020	1	1	1	1	4	1	1
2987021	1	1	1	1	4	1	1
2987022	1	1	1	1	4	1	1
2987023	1	1	1	1	6	1	1
2987024	1	1	2	1	6	2	1
2987025	1	1	2	1	6	2	1
2987026	1	1	2	1	6	2	1
2987027	1	1	1	1	6	1	1
2987028	1	1	2	1	6	1	1
2987030	1	1	2	1	6	2	1
2987031	1	1	1	1	6	1	1
2987032	1	1	3	5	6	2	1
2987033	1	1	2	1	6	2	1
2987034	1	1	3	1	4	2	1
2987035	1	1	1	1	6	1	1
2987036	1	1	1	1	6	1	1
2987037	1	1	1	1	6	1	1
2987038	1	1	1	1	4	1	1
2987039	1	1	3	3	7	2	2
2987040	1	1	2	1	4	1	1
2987041	1	1	1	1	4	1	1
2987042	1	1	2	1	6	1	1
2987043	1	1	1	1	6	1	1
2987044	1	1	2	1	6	1	1
2987045	1	1	3	1	6	2	1
2987046	1	1	3	1	6	2	2
2987048	1	1	1	1	4	1	1
2987049	1	1	1	1	6	1	1
2987050	1	1	1	5	6	1	1
2987051	1	1	2	1	4	2	2
2987052	1	1	1	1	4	1	1
2987053	1	1	1	1	6	1	1
2987054	1	1	1	1	4	1	1
2987055	1	1	3	5	5	2	1
2987056	1	1	3	1	4	2	2
2987057	1	1	1	1	6	1	1
2987058	1	1	1	1	4	1	1
2987059	1	1	1	2	6	1	1
2987060	1	1	1	1	4	1	1
2987061	1	1	1	1	4	1	1
2987062	1	1	1	1	6	2	1
2987063	1	1	2	1	4	2	1
2987064	1	1	3	5	6	2	1
2987065	1	1	1	1	6	1	1
2987066	1	1	1	1	6	1	1
2987067	1	1	2	1	6	2	1
2987068	1	1	3	3	6	2	2
2987069	1	1	2	1	6	1	1
2987070	1	1	1	1	4	1	1
2987071	1	1	2	1	4	1	1
2987072	1	1	1	1	4	1	1
2987073	1	1	1	1	4	1	1
2987074	1	1	3	1	4	2	2
2987075	1	1	3	5	6	2	1
2987076	1	1	1	1	6	1	1
2987077	1	1	1	1	4	1	2
2987078	1	1	1	1	6	2	1
2987079	1	1	1	1	4	1	1
2987080	1	1	1	1	6	1	2
2987081	1	1	2	1	4	1	1
2987082	1	1	1	1	5	1	1
2987083	1	1	1	1	6	1	1
2987084	1	1	2	1	4	1	1
2987086	1	1	2	5	6	2	1
2987087	1	1	1	1	4	1	1
2987088	1	1	1	1	4	1	1
2987089	1	1	1	1	6	2	1
2987090	1	1	1	1	4	1	1
2987091	1	1	1	1	4	1	1
2987092	1	1	1	1	6	1	1
2987093	1	1	1	1	4	1	1
2987094	1	1	3	5	7	2	1
2987095	1	1	2	1	6	2	1
2987096	1	1	1	1	4	2	2
2987097	1	1	2	1	6	1	1
2987098	1	1	2	1	5	1	1
2987099	1	1	1	1	6	2	1
2987101	1	1	1	1	4	1	1
2987102	1	1	1	1	4	1	1
2987103	1	1	1	1	4	2	1
2987104	1	1	1	1	6	2	1
2987105	1	1	1	1	4	2	2
2987106	1	1	1	1	4	1	1
2987107	1	1	2	1	6	1	1
2987109	1	1	1	1	4	1	1
2987110	1	1	1	1	6	2	2
2987111	1	1	1	1	4	1	1
2987112	1	1	3	5	6	2	1
2987113	1	1	1	1	4	1	1
2987114	1	1	1	1	7	2	2
2987115	1	1	1	1	4	1	1
2987116	1	1	2	1	6	1	1
2987117	1	1	3	5	6	2	1
2987118	1	1	3	2	4	2	1
2987120	1	1	1	1	4	1	1
2987121	1	1	1	1	6	1	1
2987122	1	1	1	1	6	2	2
2987123	1	1	1	1	6	2	2
2987124	1	1	1	1	4	2	1
2987125	1	1	1	1	4	1	1
2987126	1	1	1	1	6	1	1
2987127	1	1	3	1	6	2	1
2987128	1	1	1	1	4	1	1
2987129	1	1	2	1	4	1	1
2987130	1	1	1	1	4	1	1
2987131	1	1	1	1	6	2	1
2987132	1	1	1	1	6	2	2
2987133	1	1	3	1	4	2	1
2987134	1	1	2	1	6	1	1
2987135	1	1	3	5	6	2	1
2987136	1	1	1	1	6	2	1
2987137	1	1	1	1	4	1	1
2987138	1	1	1	1	6	2	1
2987139	1	1	1	1	6	2	2
2987140	1	1	1	1	6	1	1
2987141	1	1	1	1	6	2	2
2987142	1	1	1	1	6	1	1
2987143	1	1	1	1	4	1	1
2987144	1	1	3	1	6	2	1
2987145	1	1	1	1	4	1	1
2987146	1	1	1	1	4	1	1
2987147	1	1	1	1	4	1	1
2987148	1	1	1	1	4	1	1
2987149	1	1	1	1	4	2	2
2987150	1	1	1	1	4	1	1
2987151	1	1	1	1	6	2	1
2987152	1	1	1	1	6	1	1
2987153	1	1	1	1	4	1	1
2987154	1	1	1	1	4	1	1
2987156	1	1	3	1	6	2	1
2987157	1	1	3	1	6	2	2
2987158	1	1	1	1	6	1	1
2987159	1	1	3	4	7	2	2
2987160	1	1	3	5	6	2	2
2987161	1	1	3	5	7	2	2
2987162	1	1	1	1	4	1	1
2987163	1	1	2	1	4	1	1
2987164	1	1	1	1	4	1	1
2987165	1	1	1	1	4	2	2
2987166	1	1	1	1	4	1	1
2987168	1	1	1	1	4	1	1
2987169	1	1	1	1	4	2	2
2987170	1	1	1	1	5	2	1
2987171	1	1	2	1	6	2	1
2987172	1	1	1	1	4	1	1
2987173	1	1	1	1	4	1	1
2987174	1	1	3	1	6	2	1
2987175	1	1	1	1	4	1	1
2987176	1	1	1	1	4	1	1
2987177	1	1	2	1	6	2	1
2987178	1	1	1	1	4	1	1
2987179	1	1	1	1	4	1	1
2987180	1	1	1	1	4	2	2
2987181	1	1	1	1	4	1	1
2987182	1	1	1	1	4	1	1
2987184	1	1	1	1	4	1	1
2987185	1	1	3	1	6	2	1
2987186	1	1	1	1	4	1	1
2987187	1	1	3	3	6	2	1
2987188	1	1	1	1	4	1	1
2987189	1	1	1	1	4	1	1
2987190	1	1	3	1	6	2	1
2987191	1	1	2	1	6	2	2
2987192	1	1	1	1	6	2	1
2987193	1	1	1	1	6	1	1
2987194	1	1	2	5	6	2	2
2987195	1	1	2	1	4	2	2
2987196	1	1	1	7	7	1	1
2987198	1	1	2	1	6	1	1
2987199	1	1	1	1	4	2	1
2987201	1	1	1	1	6	2	1
2987202	1	1	3	1	4	2	2
2987203	1	1	1	1	4	1	1
2987204	1	1	1	1	4	1	2
2987205	1	1	1	1	4	1	1
2987206	1	1	2	1	6	1	1
2987207	1	1	1	5	4	1	1
2987208	1	1	1	1	6	2	2
2987209	1	1	3	1	5	2	1
2987211	1	1	3	1	6	1	1
2987212	1	1	1	1	4	1	1
2987213	1	1	1	1	4	1	1
2987214	1	1	1	1	4	1	1
2987215	1	1	1	1	2	1	1
2987216	1	1	3	3	7	2	1
2987217	1	1	1	1	4	1	2
2987218	1	1	1	1	4	1	1
2987219	1	1	1	1	6	2	1
2987220	1	1	2	1	4	1	1
2987221	1	1	1	1	5	2	1
2987222	1	1	2	1	4	1	1
2987223	1	1	1	1	4	1	1
2987224	1	1	1	1	4	1	1
2987225	1	1	1	1	6	1	1
2987226	1	1	1	1	6	2	1
2987227	1	1	1	5	6	2	1
2987228	1	1	1	1	7	1	1
2987230	1	1	1	1	4	2	2
2987231	1	1	1	1	4	1	1
2987232	1	1	3	4	7	2	1
2987233	1	1	1	1	4	1	1
2987234	1	1	1	5	4	1	1
2987235	1	1	1	1	4	1	1
2987236	1	1	2	1	4	1	1
2987237	1	1	1	1	4	1	1
2987238	1	1	1	1	4	1	1
2987239	1	1	1	1	6	2	2
2987240	1	1	1	1	6	1	1
2987241	1	1	1	1	4	1	2
2987242	1	1	1	5	6	2	1
2987243	1	1	1	1	4	1	1
2987244	1	1	1	1	2	1	1
2987245	1	1	1	1	4	1	1
2987246	1	1	1	1	4	1	1
2987247	1	1	1	1	4	1	1
2987248	1	1	1	1	6	1	1
2987249	1	1	3	3	7	2	2
2987251	1	1	1	1	4	1	1
2987252	1	1	1	1	4	1	1
2987254	1	1	3	4	7	2	2
2987255	1	1	2	1	6	2	1
2987256	1	1	3	5	6	2	2
2987257	1	1	1	1	4	1	1
2987258	1	1	3	5	6	2	2
2987259	1	1	2	1	7	2	2
2987260	1	1	3	5	6	2	2
2987261	1	1	3	3	6	2	1
2987262	1	1	1	1	4	1	1
2987263	1	1	2	1	6	2	1
2987264	1	1	3	1	6	2	1
2987265	1	1	3	1	6	2	1
2987266	1	1	3	2	6	2	1
2987267	1	1	3	3	7	2	2
2987268	1	1	1	1	4	1	1
2987269	1	1	3	1	7	2	1
2987270	1	1	1	1	4	1	1
2987271	1	1	1	1	4	1	1
2987272	1	1	3	1	6	2	1
2987273	1	1	1	1	7	2	2
2987274	1	1	1	1	6	1	1
2987275	1	1	1	1	4	2	2
2987276	1	1	2	1	6	2	1
2987277	1	1	3	1	6	2	1
2987278	1	1	1	1	4	1	1
2987279	1	1	1	1	4	1	1
2987280	1	1	1	1	4	1	1
2987281	1	1	1	1	4	1	1
2987282	1	1	2	5	6	2	1
2987283	1	1	3	1	6	2	1
2987284	1	1	2	1	7	2	1
2987285	1	1	2	1	6	1	1
2987286	1	1	1	1	4	1	1
2987287	1	1	3	3	6	2	1
2987288	1	1	1	1	6	1	1
2987289	1	1	2	1	6	2	1
2987290	1	1	2	1	6	2	1
2987291	1	1	2	1	6	2	1
2987292	1	1	1	1	4	1	1
2987293	1	1	3	5	6	2	2
2987294	1	1	2	1	4	2	1
2987295	1	1	3	5	6	2	2
2987296	1	1	3	1	7	2	2
2987297	1	1	2	5	6	1	1
2987298	1	1	3	1	6	2	2
2987299	1	1	2	1	4	2	1
2987300	1	1	3	1	4	2	1
2987301	1	1	1	1	4	1	1
2987302	1	1	3	1	6	2	1
2987303	1	1	3	5	6	2	2
2987304	1	1	3	1	6	2	1
2987305	1	1	3	1	6	2	1
2987306	1	1	1	1	4	1	1
2987307	1	1	1	1	4	1	1
2987308	1	1	3	1	6	2	1
2987309	1	1	3	1	4	2	1
2987310	1	1	1	1	4	1	1
2987311	1	1	2	5	6	2	1
2987312	1	1	2	1	4	1	1
2987313	1	1	1	1	6	1	1
2987314	1	1	3	2	6	2	1
2987315	1	1	1	1	6	1	1
2987317	1	1	2	1	6	2	1
2987318	1	1	3	2	6	2	1
2987319	1	1	1	1	5	1	1
2987320	1	1	2	1	6	2	1
2987321	1	1	2	5	6	1	1
2987322	1	1	2	1	6	2	1
2987323	1	1	2	1	4	1	1
2987324	1	1	1	1	4	1	1
2987326	1	1	1	1	4	1	1
2987327	1	1	2	1	6	2	1
2987328	1	1	2	5	6	2	2
2987329	1	1	2	1	6	2	1
2987330	1	1	2	1	6	2	1
2987331	1	1	1	1	4	1	1
2987332	1	1	2	1	4	1	1
2987333	1	1	3	1	6	2	1
2987334	1	1	2	5	7	2	1
2987335	1	1	1	1	4	1	1
2987336	1	1	2	1	4	1	1
2987337	1	1	1	1	4	2	2
2987338	1	1	2	1	4	1	1
2987339	1	1	3	1	6	2	1
2987340	1	1	2	1	6	2	2
2987341	1	1	2	5	6	2	1
2987342	1	1	1	1	6	1	1
2987343	1	1	2	1	6	2	2
2987344	1	1	2	5	6	2	1
2987345	1	1	2	1	7	1	1
2987346	1	1	3	1	6	2	2
2987347	1	1	2	3	4	1	1
2987348	1	1	3	5	5	2	2
2987349	1	1	2	1	4	1	1
2987350	1	1	2	5	6	2	1
2987351	1	1	3	1	6	2	1
2987352	1	1	3	1	6	2	2
2987353	1	1	3	1	6	2	1
2987354	1	1	2	1	6	2	2
2987355	1	1	1	1	6	1	1
2987356	1	1	3	1	6	2	1
2987357	1	1	2	6	6	1	1
2987358	1	1	3	1	4	2	1
2987359	1	1	3	3	6	2	1
2987360	1	1	3	4	7	2	2
2987362	1	1	1	1	4	1	1
2987363	1	1	1	1	4	1	1
2987364	1	1	1	1	6	1	1
2987365	1	1	1	1	4	1	1
2987366	1	1	1	1	4	1	1
2987367	1	1	2	5	6	2	1
2987368	1	1	2	1	4	2	2
2987369	1	1	1	1	6	1	1
2987370	1	1	1	1	4	1	1
2987371	1	1	2	1	6	2	2
2987372	1	1	3	1	6	2	1
2987374	1	1	3	1	6	2	1
2987375	1	1	3	5	6	2	2
2987377	1	1	2	1	6	2	2
2987378	1	1	1	1	4	1	1
2987379	1	1	3	4	7	2	2
2987381	1	1	3	1	6	2	1
2987382	1	1	1	1	4	1	1
2987383	1	1	3	5	7	2	2
2987384	1	1	3	4	7	2	2
2987385	1	1	2	1	6	2	1
2987386	1	1	1	1	4	1	1
2987387	1	1	1	1	4	1	1
2987388	1	1	2	1	4	1	1
2987389	1	1	2	1	6	2	2
2987390	1	1	2	3	5	2	1
2987391	1	1	3	1	6	2	1
2987392	1	1	1	1	4	1	1
2987393	1	1	3	1	4	1	1
2987394	1	1	1	1	6	1	1
2987395	1	1	1	1	4	1	1
2987396	1	1	1	1	4	1	1
2987397	1	1	1	1	6	1	1
2987398	1	1	1	1	4	1	1
2987400	1	1	1	1	4	1	1
2987401	1	1	3	4	7	2	2
2987402	1	1	1	1	4	1	1
2987403	1	1	3	1	6	2	1
2987404	1	1	1	1	4	1	1
2987405	1	1	2	1	6	1	1
2987406	1	1	1	1	4	1	1
2987407	1	1	3	4	7	2	2
2987408	1	1	3	1	4	2	2
2987409	1	1	1	1	4	1	1
2987410	1	1	1	1	6	2	2
2987411	1	1	1	1	2	1	1
2987412	1	1	1	1	4	1	1
2987413	1	1	1	1	4	1	1
2987414	1	1	1	1	4	1	1
2987415	1	1	1	1	6	1	1
2987416	1	1	1	1	4	2	2
2987417	1	1	1	1	4	1	1
2987419	1	1	2	1	4	1	1
2987420	1	1	1	1	6	1	1
2987422	1	1	1	1	4	1	1
2987423	1	1	1	1	4	1	1
2987424	1	1	1	1	4	1	1
2987425	1	1	1	1	4	1	1
2987426	1	1	1	1	4	1	1
2987428	1	1	1	1	6	1	1
2987429	1	1	1	1	4	1	1
2987430	1	1	1	1	6	1	1
2987431	1	1	3	1	4	2	2
2987432	1	1	1	1	6	1	1
2987433	1	1	1	1	4	1	1
2987434	1	1	1	1	4	1	1
2987435	1	1	1	1	4	1	1
2987436	1	1	1	1	4	2	2
2987437	1	1	1	1	4	2	2
2987438	1	1	1	1	4	1	1
2987439	1	1	1	1	4	1	1
2987440	1	1	1	1	4	1	1
2987441	1	1	1	1	4	1	1
2987442	1	1	1	1	4	1	1
2987443	1	1	1	1	4	2	2
2987444	1	1	1	1	4	1	1
2987445	1	1	1	1	4	1	1
2987446	1	1	1	1	6	1	1
2987447	1	1	1	1	6	2	2
2987448	1	1	1	1	4	2	2
2987449	1	1	1	1	6	1	1
2987450	1	1	1	1	4	1	1
2987451	1	1	1	1	4	1	1
2987452	1	1	1	1	3	1	1
2987453	1	1	1	1	6	1	1
2987454	1	1	1	1	6	1	1
2987455	1	1	1	1	4	1	1
2987456	1	1	1	1	4	2	2
2987457	1	1	1	1	4	1	1
2987458	1	1	1	1	4	1	1
2987459	1	1	1	1	6	1	1
2987460	1	1	1	1	6	1	1
2987461	1	1	1	1	4	1	1
2987462	1	1	3	2	6	2	1
2987463	1	1	3	1	6	2	1
2987464	1	1	3	1	6	2	1
2987465	1	1	3	1	6	2	1
2987466	1	1	1	1	4	2	2
2987467	1	1	3	5	6	2	2
2987468	1	1	3	1	6	2	2
2987469	1	1	3	1	6	2	2
2987470	1	1	3	4	7	2	2
2987471	1	1	1	1	6	1	1
2987473	1	1	3	1	6	2	1
2987474	1	1	3	3	7	2	1
2987475	1	1	1	1	4	1	1
2987476	1	1	3	3	7	2	2
2987477	1	1	2	1	6	1	1
2987478	1	1	3	5	7	2	2
2987480	1	1	3	1	6	2	2
2987481	1	1	3	1	6	2	2
2987482	1	1	2	1	4	1	1
2987483	1	1	3	1	6	2	2
2987484	1	1	1	1	6	1	1
2987485	1	1	2	1	6	2	1
2987486	1	1	1	1	6	1	1
2987487	1	1	1	1	6	1	1
2987488	1	1	2	5	7	2	1
2987489	1	1	3	1	6	2	2
2987490	1	1	3	1	4	2	1
2987491	1	1	3	1	6	2	1
2987492	1	1	1	1	6	1	1
2987493	1	1	2	5	7	2	1
2987494	1	1	1	1	4	1	1
2987495	1	1	3	1	6	2	2
2987496	1	1	3	3	7	2	1
2987497	1	1	3	1	6	2	1
2987498	1	1	1	1	6	1	1
2987499	1	1	3	5	5	2	1
2987500	1	1	3	4	7	2	2
2987501	1	1	1	1	6	1	1
2987502	1	1	1	1	4	1	1
2987503	1	1	1	1	4	1	1
2987504	1	1	1	1	4	1	1
2987505	1	1	1	1	4	1	1
2987506	1	1	1	1	6	1	1
2987507	1	1	3	7	6	2	2
2987508	1	1	1	1	6	2	1
2987509	1	1	2	1	6	1	1
2987510	1	1	3	4	2	2	1
2987511	1	1	1	1	4	1	1
2987512	1	1	1	1	4	1	1
2987513	1	1	3	5	6	2	2
2987514	1	1	1	1	6	1	1
2987516	1	1	1	1	4	1	1
2987517	1	1	3	3	7	2	2
2987518	1	1	3	1	6	2	1
2987520	1	1	3	1	6	2	1
2987521	1	1	1	1	6	1	1
2987522	1	1	2	1	6	2	1
2987523	1	1	1	1	6	1	1
2987524	1	1	3	1	5	2	1
2987525	1	1	1	4	7	1	2
2987526	1	1	3	1	4	2	2
2987527	1	1	3	1	6	2	2
2987528	1	1	1	1	4	1	1
2987529	1	1	1	1	4	1	1
2987530	1	1	1	2	6	1	1
2987532	1	1	1	1	4	1	1
2987534	1	1	1	1	4	1	1
2987535	1	1	1	2	4	1	1
2987536	1	1	1	1	4	1	1
2987537	1	1	2	5	7	2	1
2987538	1	1	1	1	6	1	1
2987540	1	1	1	1	6	1	1
2987541	1	1	1	1	6	1	1
2987542	1	1	1	1	6	1	1
2987543	1	1	2	1	6	2	1
2987544	1	1	3	1	4	2	2
2987545	1	1	3	1	6	2	1
2987546	1	1	1	1	4	1	1
2987547	1	1	3	5	6	2	2
2987549	1	1	1	1	6	1	1
2987550	1	1	2	5	7	2	1
2987552	1	1	3	5	6	2	1
2987553	1	1	3	1	6	2	2
2987554	1	1	2	1	6	2	2
2987555	1	1	3	3	7	2	2
2987556	1	1	3	5	7	2	1
2987557	1	1	1	1	4	1	1
2987558	1	1	3	1	4	2	1
2987559	1	1	3	5	6	2	1
2987560	1	1	3	1	6	2	1
2987561	1	1	3	5	6	2	2
2987562	1	1	1	1	6	1	1
2987563	1	1	1	1	4	1	1
2987564	1	1	1	1	4	1	1
2987565	1	1	1	1	6	1	1
2987566	1	1	2	5	7	2	1
2987567	1	1	3	5	7	2	2
2987568	1	1	3	3	4	2	2
2987569	1	1	3	4	7	2	1
2987570	1	1	1	1	4	1	1
2987571	1	1	1	1	4	1	1
2987572	1	1	3	1	6	2	2
2987573	1	1	3	5	7	2	2
2987574	1	1	1	1	6	1	1
2987575	1	1	1	1	4	1	1
2987576	1	1	1	1	4	2	2
2987577	1	1	3	1	6	2	1
2987578	1	1	3	1	6	2	2
2987579	1	1	1	1	4	1	1
2987580	1	1	1	1	4	1	1
2987581	1	1	1	1	4	1	1
2987582	1	1	1	1	4	1	1
2987583	1	1	1	1	6	1	1
2987584	1	1	1	1	6	1	1
2987585	1	1	3	1	4	2	2
2987587	1	1	3	1	6	2	2
2987588	1	1	1	1	4	1	1
2987590	1	1	3	1	6	2	1
2987591	1	1	1	1	4	1	1
2987593	1	1	1	2	6	1	1
2987594	1	1	1	1	4	1	1
2987595	1	1	1	7	7	2	1
2987596	1	1	1	1	6	1	1
2987597	1	1	1	7	7	1	1
2987598	1	1	1	1	6	1	1
2987599	1	1	2	1	4	1	1
2987600	1	1	1	1	4	1	1
2987601	1	1	1	5	7	2	1
2987603	1	1	1	1	6	1	1
2987604	1	1	1	1	7	1	1
2987605	1	1	1	1	4	1	1
2987606	1	1	1	1	6	1	1
2987607	1	1	1	1	6	1	1
2987608	1	1	2	1	6	1	1
2987609	1	1	1	1	4	1	1
2987610	1	1	1	1	6	1	1
2987611	1	1	2	1	4	2	1
2987612	1	1	1	1	4	1	1
2987613	1	1	1	1	6	1	1
2987614	1	1	1	1	4	1	1
2987615	1	1	3	3	7	2	2
2987616	1	1	1	1	4	1	1
2987617	1	1	3	4	7	2	2
2987618	1	1	2	1	6	2	1
