PERIODO	DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6040	FEX_C	P6090	P5665	P8563	P51	P55	P6160	P8586	P8587	P8587S1	P1088	P1088S1	P6180	P6240	P6250	P6260	P6270	P6351	P6390S1	P7250	P6920
20140939	2992266	3	1	3	14	674.26316704522	1	2				1	1			3	7	1	3	2	2	2				2
20140939	2992266	4	1	4	10	674.26316704522	1	2				1	1			2	4	2								
20140939	2992266	5	1	5	5	674.26316704522	1	2				2	1			1	3	2								
20140939	2992267	1	1	1	56	194.011253855577	1	2				1	2	3	3				1					111		2
20140939	2992267	2	1	2	52	194.011253855577	1	2				1	2	3	4				4	2	2	2				2
20140939	2992268	1	1	1	52	415.537097752099	1	2				1	2	5	13				4	2	2	2				1
20140939	2992268	2	1	2	54	415.537097752099	1	2				1	2	5	11				1					1810		2
20140939	2992268	3	1	3	22	415.537097752099	1	2				1	1			7	5	2	4	2	2	2				2
20140939	2992268	4	1	4	20	415.537097752099	1	2				1	1			7	3	2	4	2	2	2				2
20140939	2992268	5	1	5	27	415.537097752099	2	2				1	2	11	5				2	2	2	2	1		6	2
20140939	2992268	6	1	6	6	415.537097752099	1	2				1	1			2	1	1								
20140939	2992268	7	1	7	4	415.537097752099	1	2		1	1															
20140939	2992268	8	1	8	20	415.537097752099	1	2				1	1			5	1	2	4	2	2	2	1		3	2
20140939	2992269	1	1	1	52	2017.71307875588	1	1	1			1	2	4	7				1					7492		1
20140939	2992269	2	1	2	45	2017.71307875588	1	2				1	2	3	4				4	2	2	2				2
20140939	2992269	3	1	3	9	2017.71307875588	1	2				1	1			2	4	2								
20140939	2992270	1	1	1	33	108.706164909298	1	2				1	2	3	5				1					1320		2
20140939	2992270	2	1	2	28	108.706164909298	1	2				1	2	5	11				4	1				123		2
20140939	2992271	1	1	1	48	943.466819684578	1	2				1	2	4	6				4	2	2	2				2
20140939	2992271	2	1	2	43	943.466819684578	1	2				1	2	4	6				1					115		1
20140939	2992271	3	1	3	18	943.466819684578	1	2				1	1			4	11	2	3	2	2	2				2
20140939	2992271	4	1	4	14	943.466819684578	1	2				1	1			3	6	1	3	2	2	2				2
20140939	2992271	5	1	5	23	943.466819684578	2	2				1	2	4	8				4	2	2	2				2
20140939	2992271	6	1	6	5	943.466819684578	2	2				2	2	1	0											
20140939	2992271	7	1	7	1	943.466819684578	2	2		2	1															
20140939	2992272	1	1	1	71	693.476320957149	1	2				1	2	3	4				1					117		2
20140939	2992272	2	1	2	54	693.476320957149	1	2				1	2	4	7				4	2	2	2				2
20140939	2992272	3	1	3	9	693.476320957149	1	2				1	1			2	3	1								
20140939	2992272	4	1	4	7	693.476320957149	1	2				1	1			2	2	1								
20140939	2992272	5	1	5	0	693.476320957149	1	2		5	1															
20140939	2992273	1	1	1	53	417.409671295798	2	2				1	2	3	2				1					113		2
20140939	2992274	1	1	1	39	649.868965398647	1	2				1	2	3	4				1					130		2
20140939	2992274	2	1	2	30	649.868965398647	1	2				1	2	5	11				4	2	2	1		130		2
20140939	2992274	3	1	3	13	649.868965398647	1	2				1	1			3	7	2	3	2	2	1		140		2
20140939	2992274	4	1	4	11	649.868965398647	1	2				1	1			3	6	2								
20140939	2992274	5	1	5	4	649.868965398647	1	2		2	1															
20140939	2992275	1	1	1	65	125.193415169729	1	2				1	2	3	2				4	2	2	2				2
20140939	2992275	2	1	2	79	125.193415169729	1	2				2	2	1	0				5							2
20140939	2992276	1	1	1	74	243.993724398463	1	2				1	2	3	3				4	2	2	2				2
20140939	2992276	2	1	2	48	243.993724398463	1	2				2	2	1	0				6	2	2	2				2
20140939	2992276	3	1	3	93	243.993724398463	1	1	6			2	2	3	1				6	2	2	2				2
20140939	2992277	1	1	1	46	518.095979318128	1	2				1	2	3	5				1					115		2
20140939	2992277	2	1	2	40	518.095979318128	1	2				1	2	3	3				1					2691		2
20140939	2992277	3	1	3	16	518.095979318128	1	2				1	2	3	5				1					2691		2
20140939	2992277	4	1	4	14	518.095979318128	1	2				1	1			3	7	2	3	2	2	1		2691		2
20140939	2992277	5	1	5	11	518.095979318128	1	2				1	1			3	6	2								
20140939	2992277	6	1	6	8	518.095979318128	1	2				2	1			2	3	1								
20140939	2992278	1	1	1	65	869.223086923552	1	2				1	2	3	2				1					118		2
20140939	2992278	2	1	2	55	869.223086923552	1	2				1	2	3	2				4	2	2	1		118		2
20140939	2992278	3	1	3	40	869.223086923552	1	2				2	2	3	2				5							2
20140939	2992278	4	1	4	19	869.223086923552	1	2				1	2	3	5				1					114		2
20140939	2992278	5	1	5	17	869.223086923552	1	2				1	1			4	10	1	3	2	2	2				2
20140939	2992278	6	1	6	9	869.223086923552	1	2				1	1			2	3	1								
20140939	2992278	7	1	7	7	869.223086923552	1	2				2	2	1	0											
20140939	2992279	1	1	1	50	572.45397829937	1	2				1	2	3	2				1					111		2
20140939	2992279	2	1	2	53	572.45397829937	1	2				1	2	3	5				5							2
20140939	2992279	3	1	3	22	572.45397829937	1	2				1	2	3	5				1					111		2
20140939	2992279	4	1	4	20	572.45397829937	2	2				1	2	3	5				1					111		2
20140939	2992279	5	1	5	14	572.45397829937	1	2				1	1			3	8	1	3	2	2	2				2
20140939	2992279	6	1	6	11	572.45397829937	1	2				1	1			2	5	2								
20140939	2992280	1	1	1	33	1535.90579413466	1	2				1	2	3	4				1					5262		2
20140939	2992280	2	1	2	30	1535.90579413466	1	2				1	2	5	11				4	2	2	2				2
20140939	2992280	3	1	3	2	1535.90579413466	1	1	1	1	1															
20140939	2992280	4	1	4	1	1535.90579413466	1	2		1	1															
20140939	2992281	1	1	1	26	458.692191189206	1	2				1	2	5	11				4	2	2	2				3
20140939	2992281	2	1	2	9	458.692191189206	1	2				1	1			2	2	2								
20140939	2992281	3	1	3	5	458.692191189206	1	2				1	1			1	1	2								
20140939	2992282	1	1	1	60	454.244681952611	1	2				1	2	3	2				1					111		2
20140939	2992282	2	1	2	56	454.244681952611	1	2				1	2	3	2				1					111		2
20140939	2992282	3	1	3	13	454.244681952611	1	2				1	1			3	8	1	3	2	2	2				2
20140939	2992282	4	1	4	11	454.244681952611	1	1	1			1	1			3	6	1								
20140939	2992284	1	1	1	50	867.708934654618	1	2				1	2	3	2				1					114		2
20140939	2992284	2	1	2	45	867.708934654618	1	2				1	2	3	2				4	2	2	2				2
20140939	2992284	3	1	3	13	867.708934654618	1	2				1	1			2	5	1	3	2	2	2				2
20140939	2992284	4	1	4	10	867.708934654618	1	2				1	1			2	5	1								
20140939	2992284	5	1	5	6	867.708934654618	1	2				1	1			1	1	1								
20140939	2992284	6	1	6	2	867.708934654618	1	2		2	1															
20140939	2992285	1	1	1	86	194.011253855577	1	2				1	2	3	5				4	2	2	2				2
20140939	2992285	2	1	2	82	194.011253855577	1	2				1	2	3	3				1					111		2
20140939	2992285	3	1	3	52	194.011253855577	1	2				1	2	3	5				4	2	2	2				2
20140939	2992285	4	1	4	35	194.011253855577	1	2				1	2	4	9				1					111		2
20140939	2992285	5	1	5	17	194.011253855577	1	2				1	2	5	10				4	2	2	2				2
20140939	2992285	6	1	6	10	194.011253855577	1	2				1	1			2	5	2								
20140939	2992285	7	1	7	50	194.011253855577	1	2				1	2	4	9				1					111		3
20140939	2992285	8	1	8	25	194.011253855577	1	2				1	2	7	3				1					4010		2
20140939	2992285	9	1	9	46	194.011253855577	1	2				1	2	3	3				1					117		2
20140939	2992286	1	1	1	21	912.985254570817	1	2				1	2	5	11				4	1				117		2
20140939	2992286	2	1	2	38	912.985254570817	1	2				1	2	3	2				1					4521		2
20140939	2992286	3	1	3	5	912.985254570817	1	2				2	2	2	1											
20140939	2992286	4	1	4	1	912.985254570817	1	1	1	2	1															
20140939	2992287	1	1	1	45	363.191217514028	1	2				1	2	3	5				1					4521		2
20140939	2992287	2	1	2	43	363.191217514028	1	2				1	2	3	5				4	2	2	2				2
20140939	2992287	3	1	3	16	363.191217514028	1	2				1	1			4	11	2	3	2	2	2				2
20140939	2992287	4	1	4	11	363.191217514028	1	2				1	1			3	7	2								
20140939	2992288	1	1	1	37	1384.37963949918	2	1	3			1	2	3	5				1					6031		2
20140939	2992288	2	1	2	36	1384.37963949918	1	2				1	2	3	5				4	2	1			5261		2
20140939	2992288	3	1	3	12	1384.37963949918	1	2				1	1			2	5	1	3	2	2	2				2
20140939	2992288	4	1	4	57	1384.37963949918	1	2				1	2	3	3				1					5272		2
20140939	2992289	1	1	1	43	479.006090915971	1	2				1	2	3	4				4	1				9500		2
20140939	2992289	2	1	2	20	479.006090915971	1	2				1	2	5	11				1					115		1
20140939	2992289	3	1	3	16	479.006090915971	1	2				1	2	4	8				4	2	2	2				2
20140939	2992290	1	1	1	37	1510.29499195562	1	2				1	2	3	4				4	2	1			1749		2
20140939	2992290	2	1	2	38	1510.29499195562	1	2				1	2	5	11				1					5111		2
20140939	2992290	3	1	3	4	1510.29499195562	1	1	3	1	1															
20140939	2992291	1	1	1	53	154.656889531118	1	2				2	2	3	2				1					113		2
20140939	2992291	2	1	2	53	154.656889531118	1	1	7			1	2	4	7				1					121		2
20140939	2992294	1	1	1	64	194.011253855577	1	2				1	2	5	11				4	2	2	2				3
20140939	2992294	2	1	2	65	194.011253855577	1	2				1	2	5	11				4	2	2	2				3
20140939	2992294	3	1	3	30	194.011253855577	1	2				1	1			7	3	2	4	2	2	2				3
20140939	2992294	4	1	4	4	194.011253855577	1	2		1	2															
20140939	2992295	1	1	1	76	249.897986115196	1	1	2			1	2	7	3				1					121		3
20140939	2992295	2	1	2	34	249.897986115196	1	2				1	2	5	11				4	2	2	2				2
20140939	2992295	3	1	3	6	249.897986115196	1	2				2	1			1	1	2								
20140939	2992296	1	1	1	63	324.433315924217	1	2				1	2	3	2				4	2	1			117		2
20140939	2992296	2	1	2	59	324.433315924217	1	2				2	2	3	1				4	2	2	2				2
20140939	2992297	1	1	1	35	465.54224858412	1	2				1	2	5	11				4	2	2	2	1		8	2
20140939	2992297	2	1	2	5	465.54224858412	1	2				2	1			1	1	1								
20140939	2992298	1	1	1	46	718.226772695572	1	2				2	2	1	0				1					5239		2
20140939	2992298	2	1	2	42	718.226772695572	1	2				1	2	3	4				1					111		2
20140939	2992298	3	1	3	23	718.226772695572	1	2				1	2	3	5				1					114		2
20140939	2992298	4	1	4	19	718.226772695572	1	2				1	2	5	11				1					111		2
20140939	2992298	5	1	5	15	718.226772695572	1	2				1	2	4	6				1					114		2
20140939	2992298	6	1	6	11	718.226772695572	1	2				1	1			2	5	1								
20140939	2992299	1	1	1	54	286.849173790487	1	2				2	2	1	0				1					111		2
20140939	2992299	2	1	2	33	286.849173790487	1	2				1	2	3	2				1					114		2
20140939	2992300	1	1	1	22	798.697506906876	1	2				1	2	4	8				1					117		2
20140939	2992300	2	1	2	18	798.697506906876	1	2				1	2	3	4				4	2	2	2				2
20140939	2992300	3	1	3	1	798.697506906876	1	2		2	1															
20140939	2992301	1	1	1	46	500.698005708645	1	2				2	2	1	0				1					2693		2
20140939	2992302	1	1	1	41	1508.50786137519	1	2				1	2	5	10				1					5139		2
20140939	2992302	2	1	2	43	1508.50786137519	1	2				1	2	5	11				1					5261		2
20140939	2992302	3	1	3	21	1508.50786137519	1	2				1	2	4	9				4	2	2	2				2
20140939	2992303	1	1	1	57	415.785123839055	1	2				1	2	3	2				1					114		2
20140939	2992304	1	1	1	64	324.433315924217	1	2				1	2	3	5				1					113		2
20140939	2992304	2	1	2	56	324.433315924217	1	2				1	2	3	4				4	2	2	2				2
20140939	2992305	1	1	1	30	804.955243820257	1	2				1	2	3	2				1					114		2
20140939	2992305	2	1	2	28	804.955243820257	1	2				1	2	3	5				4	1				7493		2
20140939	2992305	3	1	3	9	804.955243820257	1	2				1	1			2	4	1								
20140939	2992305	4	1	4	8	804.955243820257	1	2				1	1			2	2	1								
20140939	2992305	5	1	5	0	804.955243820257	1	2		2	1															
20140939	2992306	1	1	1	50	265.664996671767	1	2				1	2	11	5				1					7512		1
20140939	2992306	2	1	2	17	265.664996671767	1	2				1	1			4	11	1	3	2	2	2				2
20140939	2992306	3	1	3	15	265.664996671767	1	2				1	1			4	10	1	4	2	2	2				2
20140939	2992307	1	1	1	54	538.384551426565	1	2				2	2	1	0				1					111		2
20140939	2992307	2	1	2	17	538.384551426565	1	2				1	2	3	4				1					121		2
20140939	2992307	3	1	3	16	538.384551426565	1	1	3			1	2	4	6				4	2	2	2	1		2	2
20140939	2992308	1	1	1	47	428.588906637846	2	2				1	2	4	7				1					116		2
20140939	2992308	2	1	2	101	428.588906637846	2	2				2	2	1	0				6	2	2	2				2
20140939	2992309	1	1	1	41	685.190326431881	1	2				1	2	3	5				1					1572		2
20140939	2992309	2	1	2	44	685.190326431881	1	2				1	2	3	1				4	2	2	2				2
20140939	2992309	3	1	3	22	685.190326431881	1	2				1	2	3	5				1					114		2
20140939	2992309	4	1	4	22	685.190326431881	1	2				2	2	3	1				5							2
20140939	2992309	5	1	5	5	685.190326431881	1	2				2	2	1	0											
20140939	2992310	1	1	1	58	243.993724398463	1	2				1	2	3	3				2	1				117		2
20140939	2992310	2	1	2	50	243.993724398463	1	2				1	2	3	3				4	2	2	2				2
20140939	2992311	1	1	1	84	726.763105095887	1	2				1	2	3	2				1					117		3
20140939	2992311	2	1	2	24	726.763105095887	2	2				1	2	5	11				2	1				117		2
20140939	2992311	3	1	3	18	726.763105095887	1	2				1	2	4	8				4	2	2	2				2
20140939	2992311	4	1	4	23	726.763105095887	1	2				1	2	5	11				4	2	2	2				2
20140939	2992311	5	1	5	0	726.763105095887	1	2		2	1															
20140939	2992312	1	1	1	41	418.227636861922	1	2				1	2	3	4				1					114		2
20140939	2992312	2	1	2	35	418.227636861922	1	2				1	2	3	5				4	2	2	2				2
20140939	2992312	3	1	3	15	418.227636861922	1	2				1	1			3	9	1	3	2	2	2				2
20140939	2992312	4	1	4	14	418.227636861922	1	2				1	1			3	8	1	3	2	2	2				2
20140939	2992312	5	1	5	10	418.227636861922	1	2				1	1			2	5	1								
20140939	2992312	6	1	6	74	418.227636861922	1	2				1	2	3	2				6	2	2	2				2
20140939	2992314	1	1	1	73	358.798737470213	1	2				1	2	3	3				4	1				117		2
20140939	2992315	1	1	1	70	463.29195139586	1	1	1			2	2	1	0				4	2	2	2				2
20140939	2992315	2	1	2	56	463.29195139586	1	1	1			1	2	3	2				4	2	2	2				2
20140939	2992315	3	1	3	35	463.29195139586	1	2				2	2	3	1				1					117		2
20140939	2992315	4	1	4	23	463.29195139586	1	1	1			1	2	5	11				1					4521		2
20140939	2992316	1	1	1	74	217.692530759985	1	2				2	2	1	0				4	2	2	2				2
20140939	2992316	2	1	2	79	217.692530759985	1	1	1			2	2	1	0				4	1				123		2
20140939	2992316	3	1	3	76	217.692530759985	1	2				2	2	1	0				4	2	2	2				2
20140939	2992317	1	1	1	34	1387.69889271519	1	1	7			1	2	4	8				1					1939		2
20140939	2992317	2	1	2	9	1387.69889271519	1	1	7			1	1			2	4	2								
20140939	2992318	1	1	1	38	282.266313644811	1	2				1	2	3	5				1					115		2
20140939	2992318	2	1	2	38	282.266313644811	1	2				1	2	3	5				1					2691		2
20140939	2992318	3	1	3	17	282.266313644811	1	2				1	1			4	11	2	1					2691		2
20140939	2992318	4	1	4	13	282.266313644811	1	2				1	1			3	8	2	3	2	2	1		2691		2
20140939	2992319	1	1	1	43	1820.42576940711	2	2				1	2	7	2				1					5211		2
20140939	2992319	2	1	2	42	1820.42576940711	1	2				1	2	4	6				4	2	2	1		5211		2
20140939	2992319	3	1	3	17	1820.42576940711	1	2				1	1			3	8	2	3	2	2	1		5211		2
20140939	2992319	4	1	4	22	1820.42576940711	1	2				1	2	4	6				4	2	2	2	1		8	2
20140939	2992319	5	1	5	3	1820.42576940711	1	2		1	1															
20140939	2992319	6	1	6	2	1820.42576940711	1	2		1	1															
20140939	2992319	7	1	7	1	1820.42576940711	1	1	1	2	1															
20140939	2992320	1	1	1	55	340.525661340351	1	2				1	2	11	6				1					8044		3
20140939	2992321	1	1	1	30	462.662837613425	1	2				1	2	5	11				1					6022		2
20140939	2992321	2	1	2	27	462.662837613425	1	2				1	2	7	2				1					5211		1
20140939	2992321	3	1	3	6	462.662837613425	1	1	6			1	1			2	1	2								
20140939	2992321	4	1	4	1	462.662837613425	1	2		8	1															
20140939	2992322	1	1	1	67	332.791113762118	1	2				1	2	11	6				6	2	1			121		3
20140939	2992322	2	1	2	55	332.791113762118	1	2				1	2	11	6				1					7523		1
20140939	2992323	1	1	1	51	210.505404579188	1	1	6			2	2	1	0				4	1				111		2
20140939	2992323	2	1	2	16	210.505404579188	1	1	1			1	2	3	4				1					117		2
20140939	2992323	3	1	3	28	210.505404579188	1	2				1	2	3	5				4	2	2	2				2
20140939	2992323	4	1	4	34	210.505404579188	1	2				1	2	3	5				1					111		2
20140939	2992323	5	1	5	4	210.505404579188	1	2		2	1															
20140939	2992323	6	1	6	59	210.505404579188	1	2				2	2	1	0				6	2	2	2	2			2
20140939	2992324	1	1	1	62	210.505404579188	1	1	1			1	2	3	2				1					117		2
20140939	2992324	2	1	2	48	210.505404579188	1	1	1			1	2	3	5				4	2	2	1		117		2
20140939	2992325	1	1	1	28	317.506588132314	1	1	1			1	2	11	5				1					8012		1
20140939	2992325	2	1	2	2	317.506588132314	1	1	1	1	1															
20140939	2992326	1	1	1	33	1483.7015098727	2	1	8			1	2	7	2				1					4542		2
20140939	2992326	2	1	2	29	1483.7015098727	1	1	1			1	2	5	11				4	2	2	2				2
20140939	2992326	3	1	3	5	1483.7015098727	1	1	1			2	1			1	2	2								
20140939	2992326	4	1	4	2	1483.7015098727	1	2		1	2															
20140939	2992327	1	1	1	63	255.343900857815	1	2				1	2	3	4				4	2	2	2				2
20140939	2992328	1	1	1	55	247.067004435676	1	2				2	2	1	0				1					6031		2
20140939	2992328	2	1	2	44	247.067004435676	1	2				1	2	4	8				4	1				5529		2
20140939	2992328	3	1	3	4	247.067004435676	1	2		1	1															
20140939	2992328	4	1	4	69	247.067004435676	1	2				2	2	1	0				5							2
20140939	2992329	1	1	1	27	329.809982826216	1	2				1	2	3	5				4	2	2	2				2
20140939	2992330	1	1	1	41	157.816641661676	1	2				1	2	11	5				1					8043		1
20140939	2992330	2	1	2	64	157.816641661676	1	2				1	2	3	2				4	2	2	2				2
20140939	2992330	3	1	3	16	157.816641661676	1	2				1	1			4	10	1	3	2	2	2				2
20140939	2992331	1	1	1	63	390.441721949341	1	2				2	2	1	0				1					114		2
20140939	2992331	2	1	2	53	390.441721949341	1	1	6			2	2	1	0				4	2	2	1		114		2
20140939	2992331	3	1	3	16	390.441721949341	1	2				1	2	3	5				1					114		2
20140939	2992331	4	1	4	12	390.441721949341	1	2				1	1			2	4	1	3	2	2	1		114		2
20140939	2992331	5	1	5	10	390.441721949341	1	2				1	1			2	2	1								
20140939	2992332	1	1	1	29	422.934323106294	1	2				1	2	5	11				1					5040		2
20140939	2992332	2	1	2	25	422.934323106294	1	2				1	2	7	2				4	2	2	2				2
20140939	2992333	1	1	1	25	593.784705856744	1	2				2	2	1	0				1					111		2
